;L, μμ;hn58,naco3-11,53, 800 .csv;Result;fail;Predict
0;3,533333333333333;485,832;370,5290531660613;13294,76954859009;370,96016516859595
1;4,416666666666667;483,84;370,7680328394674;12785,269757552553;371,2282283025386
2;5,3;483,816;371,0070125128736;12725,867657870638;371,4962914364812
3;6,183333333333334;483,072;371,2459921862797;12505,056023554236;371,76435457042385
4;7,066666666666666;483,264;371,48497185968586;12494,551131993143;372,0324177043665
5;7,95;482,592;371,72395153309196;12291,724170860665;372,3004808383091
6;8,833333333333334;483,408;371,9629312064981;12420,003358388369;372,56854397225175
7;9,716666666666669;482,952;372,20191087990423;12265,582240109154;372,8366071061944
8;10,6;484,872;372,4408905533104;12640,754371413499;373,104670240137
9;11,483333333333333;484,824;372,6798702267165;12576,305842607053;373,37273337407964
10;12,366666666666667;464,616;372,91884990012267;8408,36733643943;373,6407965080223
11;13,25;484,128;373,1578295735288;12314,378724480066;373,9088596419649
12;14,133333333333333;507,264;373,39680924693494;17920,424760117512;374,17692277590754
13;15,016666666666667;484,32;373,63578892034104;12250,994582326497;374,4449859098502
14;15,9;459,672;373,8747685937472;7361,164916978095;374,7130490437928
15;16,783333333333335;455,712;374,1137482671533;6658,274685857015;374,98111217773544
16;17,666666666666668;411,984;374,3527279405595;1416,1126368116277;375,2491753116781
17;18,55;350,37600000000003;374,5917076139656;586,400495245069;375,5172384456207
18;19,433333333333334;350,30400000000003;374,83068728737175;601,5583892925213;375,78530157956334
19;20,316666666666663;356,87999999999994;375,06966696077785;330,8639841440156;376,05336471350597
20;21,2;356,544;375,308646634184;352,1119633057941;376,3214278474486
21;22,08333333333333;372,552;375,5476263075901;8,9737769747259;376,58949098139124
22;22,966666666666665;393,144;375,7866059809962;301,2791271309481;376,85755411533387
23;23,85;393,096;376,0255856544024;291,3990459303848;377,1256172492765
24;24,73333333333333;398,232;376,2645653278085;482,56818607700257;377,39368038321913
25;25,616666666666667;400,944;376,50354500121466;597,3358405476521;377,66174351716177
26;26,5;394,752;376,74252467462077;324,3412014954437;377,9298066511044
27;27,383333333333333;395,376;376,98150434802693;338,3574702904553;378,19786978504703
28;28,266666666666666;403,296;377,22048402143304;679,9325335485006;378,46593291898967
29;29,15;403,728;377,4594636948392;690,0359996155514;378,7339960529323
