;L, μμ;hn58,nacro+tib2,53,800;Result;fail;Predict
0;10,6;15,69;15,631635971221792;0,003406359855223428;14,881184767068367
1;11,483333333333333;16,48;15,658800903431564;0,6743679562048168;14,910045893314065
2;12,366666666666667;17,06;15,685965835641337;1,8879698848248059;14,938907019559762
3;13,25;17,29;15,713130767851109;2,486516575297832;14,967768145805458
4;14,133333333333333;17,53;15,740295700060882;3,203041481220573;14,996629272051155
5;15,016666666666667;17,67;15,767460632270655;3,6196560457599816;15,025490398296853
6;15,9;17,84;15,794625564480427;4,183556581477013;15,054351524542549
7;16,783333333333335;17,86;15,821790496690198;4,154297979382386;15,083212650788246
8;17,666666666666668;17,92;15,848955428899972;4,289225615482907;15,112073777033944
9;18,55;17,94;15,876120361109745;4,259599163825775;15,14093490327964
10;19,433333333333334;18,35;15,903285293319517;5,986412855886571;15,169796029525337
11;20,316666666666663;18,35;15,930450225529288;5,854221111141279;15,198657155771034
12;21,2;18,47;15,957615157739061;6,312077595622515;15,227518282016732
13;22,08333333333333;18,39;15,984780089948833;5,785082815706547;15,256379408262427
14;22,966666666666665;18,15;16,011945022158606;4,571279088272356;15,285240534508125
15;23,85;17,62;16,039109954368378;2,499213336377155;15,314101660753822
16;24,73333333333333;17,75;16,06627488657815;2,8349302575674233;15,342962786999518
17;25,616666666666667;17,54;16,093439818787925;2,09253635786831;15,371823913245215
18;26,5;17,4;16,120604750997696;1,6368522031696633;15,400685039490913
19;27,383333333333333;17,31;16,147769683207468;1,350779309271667;15,429546165736609
20;28,266666666666666;17,45;16,17493461541724;1,6257917349611817;15,458407291982306
21;29,15;17,5;16,202099547627014;1,6845455842700006;15,487268418228004
22;30,03333333333333;17,73;16,229264479836786;2,252207101479554;15,5161295444737
23;30,916666666666668;17,95;16,256429412046558;2,8681813363809665;15,544990670719397
24;31,8;18,04;16,28359434425633;3,0849608275283513;15,573851796965094
25;32,68333333333333;18,01;16,310759276466104;2,887419036516003;15,60271292321079
26;33,56666666666667;18,11;16,337924208675876;3,140252610197019;15,631574049456487
27;34,45;17,99;16,365089140885647;2,6403353000677385;15,660435175702185
28;35,333333333333336;17,99;16,392254073095422;2,5527920469401626;15,689296301947882
29;36,21666666666667;17,91;16,419419005305194;2,2218317017453577;15,718157428193578
30;37,1;17,85;16,446583937514966;1,969576644441002;15,747018554439276
31;37,98333333333333;17,45;16,473748869724737;0,9530662693637268;15,775879680684973
32;38,86666666666667;17,6;16,50091380193451;1,2079904707780593;15,804740806930669
33;39,75;17,73;16,528078734144284;1,4446147293162082;15,833601933176366
34;40,63333333333333;18,07;16,555243666354055;2,294486750320505;15,862463059422064
35;41,516666666666666;18,13;16,582408598563827;2,395039145799175;15,89132418566776
36;42,4;18,29;16,609573530773602;2,823833118476695;15,920185311913457
37;43,28333333333333;18,13;16,636738462983374;2,229830017933254;15,949046438159154
38;44,16666666666666;18,02;16,663903395193145;1,8389980015686778;15,97790756440485
39;45,05;18,12;16,691068327402917;2,041845724951101;16,006768690650546
40;45,93333333333333;18,1;16,71823325961269;1,9092793248405802;16,035629816896243
41;46,81666666666667;18,05;16,745398191822463;1,7019858779000996;16,06449094314194
42;47,7;18,25;16,772563124032235;2,182819722469389;16,093352069387638
43;48,583333333333336;18,29;16,799728056242007;2,220910466352225;16,122213195633336
44;49,46666666666667;18,4;16,82689298845178;2,4746656697821616;16,151074321879033
45;50,35;18,35;16,854057920661553;2,23784270473544;16,17993544812473
46;51,23333333333333;18,22;16,881222852871325;1,7923242496739913;16,208796574370425
47;52,11666666666667;18,04;16,908387785081096;1,280546204953665;16,237657700616122
48;53,0;18,09;16,935552717290868;1,3327485285544982;16,26651882686182
49;53,88333333333333;17,88;16,962717649500643;0,8414069105376233;16,295379953107517
50;54,766666666666666;17,7;16,989882581710415;0,5042667477582649;16,324241079353214
51;55,65;17,91;17,017047513920186;0,7973641423961203;16,353102205598912
52;56,53333333333333;17,89;17,044212446129958;0,7153565862814705;16,38196333184461
53;57,41666666666666;17,58;17,071377378339733;0,2586969712645615;16,410824458090303
54;58,3;17,38;17,098542310549504;0,07921843095081102;16,439685584336
55;59,18333333333333;17,6;17,125707242759276;0,22495361957100968;16,4685467105817
56;60,06666666666667;17,48;17,152872174969048;0,10701261390948169;16,497407836827396
57;60,95;17,48;17,180037107178823;0,08997773706964936;16,526268963073093
58;61,833333333333336;17,57;17,207202039388594;0,1316223602237953;16,55513008931879
59;62,71666666666667;17,54;17,234366971598366;0,0934115480499536;16,583991215564488
60;63,6;17,49;17,26153190380814;0,05219767097753184;16,612852341810182
61;64,48333333333333;17,43;17,288696836017913;0,019966584151348624;16,64171346805588
62;65,36666666666666;17,72;17,315861768227684;0,16332771038005323;16,670574594301577
63;66,25;17,77;17,343026700437456;0,18230619853932586;16,699435720547275
64;67,13333333333334;17,75;17,370191632647227;0,1442543959111788;16,728296846792972
65;68,01666666666667;17,85;17,397356564857002;0,20488607937805442;16,757157973038666
66;68,9;18,75;17,424521497066774;1,7568932617381063;16,786019099284363
67;69,78333333333333;18,69;17,451686429276545;1,5334204994378753;16,81488022553006
68;70,66666666666667;18,72;17,47885136148632;1,5404499428843572;16,84374135177576
69;71,55;18,76;17,506016293696092;1,5724751356756894;16,872602478021456
70;72,43333333333334;18,61;17,533181225905864;1,1595386722415972;16,901463604267153
71;73,31666666666666;17,79;17,560346158115635;0,05274088709224841;16,93032473051285
72;74,2;17,47;17,587511090325407;0,013808856349466188;16,959185856758545
73;75,08333333333333;17,25;17,614676022535182;0,13298860141208052;16,988046983004242
74;75,96666666666667;17,24;17,641840954744954;0,16147615291033704;17,01690810924994
75;76,85;17,21;17,669005886954725;0,21068640425909307;17,045769235495637
76;77,73333333333333;17,14;17,6961708191645;0,30932598009011053;17,074630361741335
77;78,61666666666666;17,34;17,72333575137427;0,1469462982816776;17,103491487987032
