;L, μμ;vt18u,naco3+tib2-1,280,2000.csv;Result;fail;Predict
0;18,666666666666668;15,51;13,87432696061715;2,675426291763929;14,695462170310918
1;23,33333333333333;15,69;13,895754729355625;3,2193160912297047;14,715542701962661
2;28,0;15,9;13,917182498094098;3,9315652458643635;14,735623233614406
3;32,666666666666664;15,77;13,938610266832573;3,3539883547510594;14,755703765266151
4;37,333333333333336;15,63;13,960038035571047;2,788772962639409;14,775784296917896
5;42,0;15,57;13,981465804309522;2,5234408908779944;14,795864828569641
6;46,66666666666666;15,64;14,002893573047995;2,6801174531675622;14,815945360221386
7;51,333333333333336;15,49;14,02432134178647;2,148213929142615;14,836025891873131
8;56,0;15,36;14,045749110524945;1,7272554004859728;14,856106423524876
9;60,66666666666666;15,42;14,067176879263418;1,8301303959994657;14,876186955176621
10;65,33333333333333;15,37;14,088604648001892;1,6419740481223524;14,896267486828364
11;70,0;15,3;14,110032416740367;1,4160228492087732;14,91634801848011
12;74,66666666666667;15,3;14,131460185478842;1,3654852981211445;14,936428550131854
13;79,33333333333333;15,29;14,152887954217315;1,2930238046640818;14,956509081783599
14;84,0;15,06;14,17431572295579;0,7844366386033268;14,976589613435344
15;88,66666666666667;14,82;14,195743491694264;0,3896961881620696;14,996670145087089
16;93,33333333333331;14,69;14,217171260432739;0,2235670169607643;15,016750676738834
17;98,0;14,57;14,238599029171212;0,10982660346626345;15,036831208390579
18;102,66666666666669;14,47;14,260026797909687;0,044088745596059846;15,056911740042324
19;107,33333333333331;14,39;14,281454566648161;0,011782111101538564;15,076992271694067
20;112,0;14,36;14,302882335386636;0,0032624276108846563;15,097072803345812
21;116,66666666666669;14,35;14,324310104125109;0,0006599707500627194;15,117153334997557
22;121,33333333333331;14,25;14,345737872863584;0,009165740300443738;15,137233866649302
23;126,0;14,27;14,367165641602059;0,009441161907939775;15,157314398301047
24;130,66666666666666;14,22;14,388593410340532;0,028423738010250624;15,177394929952792
25;135,33333333333334;14,22;14,410021179079006;0,036108048498575525;15,197475461604537
26;140,0;14,15;14,431448947817481;0,07921351022756694;15,217555993256282
27;144,66666666666666;14,16;14,452876716555956;0,08577677110059756;15,237636524908027
28;149,33333333333334;14,13;14,474304485294429;0,11854557859386093;15,257717056559772
29;154,0;14,16;14,495732254032903;0,11271614639801392;15,277797588211516
30;158,66666666666666;14,2;14,517160022771378;0,10059048004434158;15,29787811986326
31;163,33333333333334;14,26;14,538587791509853;0,07761115757833739;15,317958651515005
32;168,0;14,27;14,560015560248326;0,08410902518615058;15,33803918316675
33;172,66666666666666;14,26;14,5814433289868;0,10332581375011668;15,358119714818494
34;177,33333333333334;14,23;14,602871097725275;0,13903285551885153;15,37820024647024
35;182,0;14,24;14,62429886646375;0,14768561876532307;15,398280778121984
36;186,66666666666663;14,26;14,645726635202223;0,14878503710442903;15,41836130977373
37;191,3333333333333;14,33;14,667154403940698;0,11367309209660717;15,438441841425472
38;196,0;14,35;14,688582172679173;0,11463788765614925;15,45852237307722
39;200,66666666666663;14,42;14,710009941417646;0,08410576612106622;15,478602904728962
40;205,3333333333333;14,48;14,73143771015612;0,06322092208855291;15,498683436380707
41;210,0;14,55;14,752865478894595;0,04115440252713307;15,518763968032452
42;214,66666666666663;14,6;14,774293247633068;0,03037813617048207;15,538844499684197
43;219,3333333333333;14,58;14,795721016371543;0,04653555690437136;15,558925031335942
44;224,0;14,54;14,817148785110017;0,07681144908795909;15,579005562987687
45;238,0;14,22;14,88143209132544;0,43749241143514417;15,639247157942922
46;242,66666666666663;14,07;14,902859860063915;0,693655546505683;15,659327689594665
47;247,3333333333333;14,15;14,92428762880239;0,5995213321164261;15,67940822124641
48;252,0;14,3;14,945715397540862;0,4169483746213529;15,699488752898155
49;256,6666666666667;14,51;14,967143166279337;0,2089798744758978;15,7195692845499
50;261,3333333333333;14,89;14,988570935017812;0,009716229230285563;15,739649816201645
51;266,0;15,15;15,009998703756287;0,019600362949920118;15,75973034785339
52;270,6666666666667;15,15;15,03142647249476;0,014059681425036111;15,779810879505135
53;275,3333333333333;15,11;15,052854241233234;0,0032656377450293213;15,79989141115688
54;280,0;15,08;15,074282009971709;3,269540996363643e-05;15,819971942808625
55;284,6666666666667;15,02;15,095709778710184;0,005731970592345052;15,840052474460368
56;289,3333333333333;15,04;15,117137547448657;0,005950201226393892;15,860133006112113
57;294,0;15,23;15,138565316187131;0,00836030140395933;15,880213537763858
58;298,6666666666667;15,4;15,159993084925606;0,05760331928352747;15,900294069415603
59;303,3333333333333;15,47;15,18142085366408;0,08327792369996921;15,920374601067348
60;308,0;15,65;15,202848622402554;0,19994435448729417;15,940455132719093
61;312,6666666666667;15,75;15,224276391141029;0,27638531291170076;15,960535664370838
62;317,3333333333333;15,73;15,245704159879503;0,23454246075801807;15,980616196022583
63;322,0;15,74;15,267131928617976;0,22360421293255486;16,000696727674327
64;326,6666666666667;15,7;15,288559697356451;0,16928312263941458;16,02077725932607
65;331,3333333333333;15,71;15,309987466094926;0,16001002728115885;16,040857790977817
66;336,0;15,7;15,3314152348334;0,13585472911291677;16,06093832262956
67;340,6666666666667;15,68;15,352843003571873;0,10703170031187301;16,081018854281307
68;345,3333333333333;15,7;15,374270772310348;0,10609952977129655;16,10109938593305
69;350,0;15,8;15,395698541048823;0,16345966971005088;16,121179917584797
70;354,6666666666667;15,74;15,417126309787298;0,1042474198315682;16,14126044923654
71;359,3333333333333;15,71;15,43855407852577;0,07368288828499395;16,161340980888284
72;364,0;15,59;15,459981847264245;0,016904720040817972;16,18142151254003
73;368,6666666666667;15,43;15,48140961600272;0,0026429486175471683;16,201502044191773
74;373,3333333333333;15,34;15,502837384741193;0,026516013869351394;16,22158257584352
75;378,0;15,36;15,524265153479668;0,02698304064769902;16,241663107495263
76;382,6666666666667;15,48;15,545692922218143;0,004315560029558876;16,26174363914701
77;387,3333333333333;15,59;15,567120690956617;0,0005234627823026058;16,281824170798753
78;392,0;15,73;15,58854845969509;0,020008538254631617;16,3019047024505
79;396,6666666666667;16,05;15,609976228433565;0,19362091954355076;16,321985234102243
80;401,3333333333333;16,3;15,63140399717204;0,44702061499752677;16,342065765753986
81;406,0;16,35;15,652831765910515;0,4860435466234536;16,362146297405733
82;410,6666666666667;16,64;15,674259534648987;0,9326546464163913;16,382226829057476
83;415,3333333333333;16,81;15,695687303387462;1,241692785831903;16,402307360709223
84;420,0;16,73;15,717115072125937;1,0259358771144467;16,422387892360966
85;424,6666666666667;16,7;15,738542840864412;0,9243998688530746;16,442468424012713
86;429,3333333333333;16,76;15,759970609602885;1,0000587816580293;16,462548955664456
87;434,0;16,6;15,78139837834136;0,6701086149821585;16,482629487316203
88;438,6666666666667;16,55;15,802826147079834;0,5582687664875667;16,502710018967946
89;443,3333333333333;16,58;15,824253915818307;0,5711521437559599;16,52279055061969
90;448,0;16,55;15,845681684556782;0,49606428946877357;16,542871082271436
91;452,6666666666667;16,48;15,867109453295257;0,3756348222400398;16,56295161392318
92;457,3333333333333;16,59;15,88853722203373;0,49205002887215704;16,583032145574926
93;462,0;16,31;15,909964990772204;0,16002800860788158;16,60311267722667
94;466,6666666666667;16,22;15,931392759510679;0,0832941392628601;16,623193208878416
95;471,3333333333333;16,25;15,952820528249154;0,08831563843011202;16,64327374053016
96;476,0;16,19;15,974248296987628;0,04654879735273911;16,663354272181905
97;480,6666666666667;16,15;15,995676065726101;0,02381587668977412;16,68343480383365
98;485,3333333333333;16,43;16,017103834464578;0,17048324351385438;16,703515335485392
99;490,0;16,55;16,03853160320305;0,26159992092204204;16,72359586713714
100;494,6666666666667;16,68;16,059959371941524;0,38445038044314916;16,74367639878888
101;499,3333333333333;16,85;16,08138714068;0,5907657275120677;16,76375693044063
102;504,0;16,86;16,102814909418473;0,5733292613989538;16,78383746209237
103;508,6666666666667;17,01;16,124242678156946;0,7845660331985818;16,80391799374412
104;513,3333333333334;16,94;16,145670446895423;0,6309594389353193;16,82399852539586
105;518,0;16,92;16,167098215633896;0,5668610969016662;16,844079057047608
106;522,6666666666666;16,9;16,18852598437237;0,5061952749133048;16,86415958869935
107;527,3333333333334;16,98;16,209953753110845;0,5929712223480736;16,884240120351095
108;532,0;16,94;16,23138152184932;0,50214014757659;16,90432065200284
109;536,6666666666666;17,19;16,25280929058779;0,8783264258085616;16,924401183654584
110;541,3333333333334;17,03;16,274237059326268;0,5711776224958091;16,94448171530633
111;546,0;17,01;16,29566482806474;0,5102747378637787;16,964562246958074
112;550,6666666666666;17,03;16,317092596803217;0,5082369655327819;16,98464277860982
113;555,3333333333334;17,3;16,33852036554169;0,9244430874780865;17,004723310261564
114;560,0;17,5;16,359948134280163;1,2997182565312808;17,02480384191331
115;564,6666666666666;17,89;16,38137590301864;2,2759466659928265;17,044884373565054
116;569,3333333333334;18,06;16,402803671757113;2,7462996703417035;17,064964905216797
117;574,0;18,23;16,42423144049559;3,2608000904946364;17,085045436868544
118;578,6666666666666;18,11;16,445659209234062;2,7700302678073854;17,105125968520287
119;583,3333333333334;17,94;16,467086977972535;2,169472770458083;17,125206500172034
120;588,0;17,88;16,48851474671101;1,9362312101207175;17,145287031823777
121;592,6666666666666;17,97;16,509942515449485;2,1317678581919752;17,165367563475524
122;597,3333333333334;18,01;16,531370284187958;2,186345836482406;17,185448095127267
123;602,0;18,14;16,552798052926434;2,519210020794121;17,205528626779014
124;606,6666666666666;18,24;16,574225821664907;2,774803613207949;17,225609158430757
125;611,3333333333334;18,22;16,59565359040338;2,638501258369427;17,245689690082504
126;616,0;18,19;16,617081359141856;2,4740730507590336;17,265770221734247
127;620,6666666666666;18,14;16,63850912788033;2,2544748390586906;17,28585075338599
128;625,3333333333334;18,06;16,659936896618802;1,9601766934493865;17,305931285037737
129;630,0;18,09;16,68136466535728;1,9842535060040105;17,32601181668948
130;634,6666666666666;18,08;16,702792434095752;1,8967006795838992;17,346092348341227
131;639,3333333333334;18,04;16,72422020283423;1,7312764746295968;17,36617287999297
132;644,0;18,03;16,7456479715727;1,6495601329253196;17,386253411644716
133;648,6666666666666;18,19;16,767075740311174;2,024713448810996;17,40633394329646
134;653,3333333333334;18,2;16,78850350904965;1,9923223439651472;17,426414474948206
135;658,0;18,33;16,809931277788124;2,3106089202468407;17,44649500659995
136;662,6666666666666;18,33;16,831359046526597;2,2459247074276663;17,466575538251693
137;667,3333333333334;18,34;16,852786815265073;2,2118030568494027;17,48665606990344
138;672,0;18,28;16,874214584003546;1,9762326358283258;17,506736601555183
139;676,6666666666666;17,93;16,89564235274202;1,069895742441065;17,52681713320693
140;681,3333333333334;17,39;16,917070121480496;0,2236626699964736;17,546897664858673
141;686,0;16,63;16,93849789021897;0,09517094826955547;17,56697819651042
142;690,6666666666666;16,3;16,959925658957445;0,43550187535041734;17,587058728162162
143;695,3333333333334;16,21;16,981353427695918;0,5949861104182407;17,60713925981391
144;700,0;16,67;17,00278119643439;0,11074332470030368;17,627219791465652
145;704,6666666666666;17,36;17,024208965172868;0,11275561907027604;17,647300323117395
146;709,3333333333334;18,29;17,04563673391134;1,5484399379908336;17,667380854769142
147;714,0;18,73;17,067064502649814;2,7653544683473132;17,687461386420885
148;718,6666666666666;18,95;17,08849227138829;3,4652110236811247;17,707541918072632
149;723,3333333333334;18,83;17,109920040126763;2,9586750683575107;17,727622449724375
150;728,0;18,56;17,131347808865236;2,0410470832341585;17,747702981376122
151;732,6666666666666;18,49;17,152775577603713;1,7881691558530806;17,767783513027865
152;737,3333333333334;18,49;17,174203346342185;1,7313208337770987;17,787864044679612
153;742,0;18,38;17,195631115080662;1,4027296555650737;17,807944576331355
154;746,6666666666666;18,4;17,217058883819135;1,3993496843512274;17,828025107983102
155;751,3333333333334;18,59;17,238486652557608;1,8265883283149396;17,848105639634845
156;756,0;18,8;17,259914421296084;2,3718635897317766;17,868186171286588
157;760,6666666666666;18,76;17,281342190034557;2,1864289189718034;17,888266702938335
158;765,3333333333334;18,85;17,302769958773034;2,3939208004752035;17,908347234590078
159;770,0;18,9;17,324197727511507;2,4831528019798945;17,928427766241825
160;774,6666666666666;19,01;17,34562549624998;2,770142488733131;17,948508297893568
161;779,3333333333334;18,95;17,367053264988456;2,505720365883704;17,968588829545315
162;784,0;19,11;17,38848103372693;2,9636275512379;17,988669361197058
163;788,6666666666666;19,18;17,409908802465402;3,1332228475894652;18,008749892848805
164;793,3333333333334;19,29;17,43133657120388;3,4546297415441507;18,028830424500548
165;798,0;19,13;17,45276433994235;2,8131194593690116;18,04891095615229
166;802,6666666666666;19,15;17,474192108680825;2,808332088607616;18,068991487804038
167;807,3333333333334;19,1;17,4956198774193;2,5740355777320625;18,08907201945578
168;812,0;19,1;17,517047646157774;2,5057381545346478;18,109152551107528
169;816,6666666666666;19,07;17,538475414896247;2,3455675547772232;18,12923308275927
170;821,3333333333334;19,12;17,559903183634724;2,433902076433074;18,149313614411017
171;826,0;19,11;17,581330952373197;2,336829057172236;18,16939414606276
172;830,6666666666666;19,04;17,60275872111167;2,065662493740561;18,189474677714507
173;835,3333333333334;19,04;17,624186489850146;2,004527895522848;18,20955520936625
174;840,0;19,06;17,64561425858862;2,000487025507818;18,229635741017994
175;844,6666666666666;19,12;17,667042027327096;2,111086870353759;18,24971627266974
176;849,3333333333334;19,16;17,68846979606557;2,16540114109131;18,269796804321484
177;854,0;19,25;17,70989756480404;2,3719155108965215;18,28987733597323
178;858,6666666666666;19,2;17,731325333542518;2,1570052758939937;18,309957867624973
179;863,3333333333334;19,18;17,75275310228099;2,0370337070485345;18,33003839927672
180;868,0;19,2;17,774180871019468;2,0329601885668023;18,350118930928463
181;872,6666666666666;19,1;17,79560863975794;1,701436820674134;18,37019946258021
182;877,3333333333334;19,02;17,817036408496413;1,4471214024832069;18,390279994231953
183;882,0;19,12;17,83846417723489;1,64233406503025;18,410360525883696
184;886,6666666666666;18,97;17,859891945973363;1,2323398916148045;18,430441057535443
185;891,3333333333334;18,92;17,881319714711836;1,0788567350463054;18,450521589187186
186;896,0;18,95;17,902747483450312;1,0967378334196523;18,470602120838933
187;900,6666666666666;18,97;17,924175252188785;1,0937494031343882;18,490682652490676
188;905,3333333333334;18,68;17,94560302092726;0,5393389228711686;18,510763184142423
189;910,0;17,65;17,967030789665735;0,10050852159608031;18,530843715794166
190;919,3333333333334;16,99;18,00988632714268;1,0401681202925905;18,571004779097656
