;L, μμ;vt41, naco3+tib2, 280, 2000.csv;Result;fail;Predict
152;737,3333333333334;549,7679999999999;518,72157391319;963,8805727637504;516,7432054583394
153;742,0;557,16;518,9414561286543;1460,6570956459739;516,8659951801495
154;746,6666666666666;562,3679999999999;519,1613383441187;1866,815611445799;516,9887849019597
155;751,3333333333334;565,4399999999999;519,3812205595831;2121,4111635409663;517,1115746237697
156;756,0;568,68;519,6011027750474;2408,7381528174583;517,2343643455798
157;760,6666666666666;572,088;519,8209849905118;2731,8408580020655;517,35715406739
158;765,3333333333334;576,648;520,0408672059762;3204,3674831602525;517,4799437892
159;770,0;578,64;520,2607494214406;3408,1368981142323;517,6027335110101
160;774,6666666666666;581,76;520,4806316369048;3755,160986979908;517,7255232328203
161;779,3333333333334;585,9119999999999;520,7005138523692;4252,53792558263;517,8483129546303
162;784,0;588,0;520,9203960678336;4499,673263696311;517,9711026764404
163;788,6666666666666;591,864;521,1402782832979;5001,844813461525;518,0938923982505
164;793,3333333333334;595,176;521,3601604987623;5448,778161272491;518,2166821200606
165;798,0;598,872;521,5800427142267;5974,046661065799;518,3394718418707
166;802,6666666666666;538,1999999999999;521,7999249296911;268,96246231176565;518,4622615636808
167;807,3333333333334;468,624;522,0198071451554;2851,1122206826226;518,5850512854909
168;812,0;385,392;522,2396893606198;18727,290083340686;518,707841007301
169;816,6666666666666;300,48;522,4595715760842;49274,930197101865;518,8306307291111
