;L, μμ;vt41,tib2,280,2000.csv;Result;fail;Predict
0;18,666666666666668;20,62;16,225325199509168;19,313166602069142;11,140231067052369
1;23,33333333333333;23,73;16,24352031093002;56,047378134857354;11,168699286665086
2;28,0;26,66;16,26171542235087;108,12432215777572;11,197167506277804
3;32,666666666666664;28,46;16,279910533771726;148,35457940532498;11,225635725890521
4;37,333333333333336;27,85;16,298105645192578;133,44626318463162;11,254103945503239
5;42,0;26,67;16,31630075661343;107,19908802250367;11,282572165115957
6;46,66666666666666;25,95;16,33449586803428;92,4579197118498;11,311040384728674
7;51,333333333333336;25,3;16,352690979455136;80,0543387091235;11,339508604341392
8;56,0;24,78;16,370886090875988;70,71319673662293;11,367976823954107
9;60,66666666666666;24,39;16,38908120229684;64,01470160743979;11,396445043566825
10;65,33333333333333;24,01;16,40727631371769;57,80140744995808;11,424913263179542
11;70,0;23,65;16,425471425138547;52,193813128989646;11,45338148279226
12;74,66666666666667;23,42;16,443666536559398;48,66922859312117;11,481849702404977
13;79,33333333333333;23,28;16,46186164798025;46,48701058728261;11,510317922017695
14;84,0;23,1;16,4800567594011;43,82364850875106;11,538786141630412
15;88,66666666666667;22,96;16,498251870821953;41,754188884936;11,56725436124313
16;93,33333333333331;22,89;16,516446982242808;40,622178070161816;11,595722580855846
17;98,0;22,83;16,53464209366366;39,63153116887145;11,624190800468563
18;102,66666666666669;22,75;16,55283720508451;38,40482670668475;11,65265902008128
19;107,33333333333331;22,72;16,571032316505363;37,80980357266139;11,681127239693998
20;112,0;22,7;16,589227427926218;37,341541427609215;11,709595459306716
21;116,66666666666669;22,65;16,60742253934707;36,512742367990796;11,738063678919433
22;121,33333333333331;22,63;16,62561765076792;36,052607395769726;11,76653189853215
23;126,0;22,61;16,643812762188773;35,59539015662155;11,795000118144866
24;130,66666666666666;22,62;16,662007873609628;35,497670178129674;11,823468337757584
25;135,33333333333334;22,68;16,68020298503048;35,99756422083716;11,851936557370301
26;140,0;22,72;16,69839809645133;36,25968948482093;11,880404776983019
27;144,66666666666666;22,7;16,716593207872183;35,80115684008128;11,908872996595736
28;149,33333333333334;22,71;16,73478831929304;35,70315462925692;11,937341216208454
29;154,0;22,65;16,75298343071389;34,774804418434904;11,965809435821171
30;158,66666666666666;22,58;16,77117854213474;33,74240672935585;11,994277655433887
31;163,33333333333334;22,54;16,789373653555593;33,06970337642054;12,022745875046605
32;168,0;22,53;16,807568764976445;32,74621923957323;12,051214094659322
33;172,66666666666666;22,5;16,8257638763973;32,1969555863978;12,07968231427204
34;177,33333333333334;22,49;16,84395898781815;31,877779111239416;12,108150533884757
35;182,0;22,5;16,862154099239003;31,785306400727578;12,136618753497475
36;186,66666666666663;22,47;16,880349210659855;31,244195946770898;12,165086973110192
37;191,3333333333333;22,4;16,89854432208071;30,26601457611038;12,193555192722908
38;196,0;22,36;16,91673943350156;29,629085594796894;12,222023412335625
39;200,66666666666663;22,33;16,934934544922413;29,10673126457151;12,250491631948343
40;205,3333333333333;22,29;16,953129656343265;28,48218506500275;12,27895985156106
