;L, μμ;vt18u,nacro+tib2,200,2000.csv;Result;fail;Predict
0;40,0;417,432;445,1314044948985;767,2570093720026;432,031815878714
1;43,333333333333336;438,744;445,1698845347022;41,291992053324435;432,0815022267912
2;46,66666666666666;404,232;445,2083645745059;1679,062453742818;432,13118857486836
3;50,0;367,392;445,24684461430957;6061,3768299182875;432,1808749229456
4;53,333333333333336;379,992;445,28532465411325;4263,218244387431;432,23056127102274
5;56,66666666666666;441,792;445,32380469391694;12,473644395973926;432,28024761909995
6;60,0;406,224;445,3622847337206;1531,80533189779;432,32993396717717
7;63,333333333333336;402,528;445,4007647735244;1838,0739593259507;432,37962031525433
8;66,66666666666667;446,976;445,43924481332806;2,361616503763108;432,42930666333154
9;70,0;435,456;445,47772485313175;100,43496903187818;432,4789930114087
10;73,33333333333333;424,44;445,51620489293543;444,2064126889956;432,5286793594859
11;76,66666666666667;440,928;445,5546849327391;21,406213466835233;432,57836570756314
12;80,0;484,92;445,5931649725428;1546,599953276835;432,6280520556403
13;83,33333333333333;432,72;445,6316450123465;166,71057692485144;432,6777384037175
14;86,66666666666667;473,712;445,6701250521502;786,3467505908466;432,7274247517947
15;90,0;453,432;445,70860509195387;59,650828905633134;432,7771110998719
16;93,33333333333331;470,784;445,74708513175756;626,8471061196191;432,82679744794905
17;96,66666666666669;466,0799999999999;445,78556517156125;411,864085005745;432,87648379602626
18;100,0;504,24;445,82404521136493;3412,423773867857;432,9261701441035
19;103,33333333333331;506,328;445,8625252511687;3656,0736366015553;432,97585649218064
20;106,66666666666669;500,544;445,90100529097236;2985,8568707708205;433,02554284025786
21;110,0;494,208;445,93948533077605;2329,84950837309;433,075229188335
22;113,33333333333331;502,104;445,97796537057974;3150,1317632228806;433,12491553641223
23;116,66666666666669;473,88;446,0164454103834;776,3776743685426;433,17460188448945
24;120,0;436,68;446,0549254501871;87,88922719656593;433,2242882325666
25;123,33333333333331;416,904;446,0934054899908;852,0213928591053;433,2739745806438
26;126,66666666666669;409,2;446,1318855297945;1363,9641687858443;433,323660928721
27;130,0;399,048;446,1703655695982;2220,5173368748515;433,3733472767982
28;133,33333333333334;402,144;446,20884560940186;1941,710618580422;433,4230336248754
29;136,66666666666666;383,952;446,24732564920555;3880,707597740567;433,4727199729526
30;140,0;406,296;446,28580568900924;1599,1845590447163;433,5224063210298
31;143,33333333333334;394,08;446,324285728813;2729,4653913138536;433,57209266910695
32;146,66666666666666;371,016;446,36276576861667;5677,135111790782;433,62177901718417
33;150,0;368,832;446,40124580842036;6016,9878952871395;433,6714653652614
34;153,33333333333334;383,016;446,43972584822404;4022,5690004706803;433,72115171333854
35;156,66666666666666;366,384;446,47820588802773;6415,081816833774;433,77083806141576
36;160,0;387,072;446,5166859278314;3533,6706850585183;433,8205244094929
37;163,33333333333334;406,272;446,5551659676351;1622,7334603760357;433,87021075757013
38;166,66666666666666;428,784;446,5936460074388;317,1834909102808;433,9198971056473
39;170,0;460,848;446,6321260472425;202,0910722406901;433,9695834537245
40;173,33333333333334;519,816;446,67060608704617;5350,248650681188;434,0192698018017
41;176,66666666666666;514,8;446,70908612684985;4636,372552080745;434,0689561498789
42;180,0;496,728;446,74756616665354;2498,043766169524;434,1186424979561
43;183,3333333333333;469,776;446,7860462064573;528,5379754292295;434,16832884603326
44;186,66666666666663;439,704;446,824526246261;50,701894023691274;434,2180151941105
45;190,0;414,624;446,86300628606466;1039,3535263129152;434,2677015421877
46;193,3333333333333;416,352;446,90148632586835;933,2711147744186;434,31738789026485
47;196,66666666666663;427,488;446,93996636567203;378,37899549123614;434,36707423834207
48;200,0;489,96;446,9784464054757;1847,413949398961;434,41676058641923
49;203,3333333333333;518,52;447,0169264452794;5112,68952777178;434,46644693449645
50;206,66666666666663;524,328;447,0554064850831;5971,053708521574;434,51613328257366
51;210,0;492,24;447,0938865248868;2038,1715619078;434,5658196306508
52;213,3333333333333;439,488;447,13236656469047;58,43634017535761;434,61550597872804
53;216,66666666666663;365,592;447,17084660449416;6655,1082133195905;434,6651923268052
54;220,0;350,472;447,20932664429785;9358,110366285582;434,7148786748824
55;223,3333333333333;291,552;447,2478066841016;24241,18421901313;434,7645650229596
56;226,66666666666663;298,104;447,2862867239053;22255,35467217349;434,8142513710368
57;230,0;338,44800000000004;447,32476676370896;11854,150340919074;434,863937719114
58;233,3333333333333;350,44800000000004;447,36324680351265;9392,565062985763;434,91362406719117
59;236,66666666666663;347,544;447,40172684331634;9971,565610314385;434,9633104152684
60;240,0;370,848;447,44020688312;5866,366155226657;435,01299676334554
61;243,3333333333333;437,568;447,4786869229237;98,22171528421144;435,06268311142276
62;246,66666666666663;419,496;447,5171669627274;785,1857979530466;435,1123694595
63;250,0;442,2;447,5556470025311;28,682954815720358;435,16205580757713
64;253,3333333333333;401,328;447,5941270423348;2140,5545114974634;435,21174215565435
65;256,6666666666667;397,608;447,63260708213846;2502,4613137223373;435,2614285037315
66;260,0;353,52000000000004;447,67108712194215;8864,427206243534;435,3111148518087
67;263,3333333333333;393,384;447,7095671617459;2951,2672474453625;435,36080119988594
68;266,6666666666667;403,464;447,7480472015496;1961,0768365490715;435,4104875479631
69;270,0;417,168;447,78652724135327;937,4942104294919;435,4601738960403
70;273,3333333333333;428,664;447,82500728115696;367,1442000285504;435,5098602441175
71;280,0;466,368;447,90196736076433;340,99436143331684;435,60923294027185
72;283,3333333333333;424,104;447,940447400568;568,1762246800465;435,65891928834907
73;286,6666666666667;414,168;447,9789274403717;1143,17881437808;435,7086056364263
74;290,0;400,776;448,0174074801754;2231,7505807079706;435,75829198450344
75;293,3333333333333;414,672;448,0558875199791;1114,4839459466134;435,80797833258066
76;296,6666666666667;364,392;448,09436755978277;7006,086335112976;435,8576646806578
77;300,0;404,352;448,13284759958646;1916,7626165382171;435,90735102873504
78;303,3333333333333;362,088;448,1713276393902;7410,339297470597;435,95703737681225
79;306,6666666666667;381,36;448,2098076791939;4468,896786745208;436,0067237248894
80;310,0;370,08;448,2482877189976;6110,281204919989;436,0564100729666
81;313,3333333333333;378,408;448,28676775880126;4883,04218348848;436,1060964210438
82;316,6666666666667;361,872;448,32524779860495;7474,164054926989;436,155782769121
83;320,0;381,456;448,36372783840864;4476,644044498559;436,2054691171982
84;323,3333333333333;392,448;448,4022078782123;3130,8733792782004;436,2551554652754
85;326,6666666666667;398,304;448,440687918016;2513,6874753885354;436,3048418133526
86;330,0;439,152;448,4791679578197;86,99606211337871;436,35452816142976
87;333,3333333333333;432,864;448,5176479976234;245,03669563349936;436,40421450950697
88;336,6666666666667;494,424;448,5561280374271;2103,8616783749817;436,4539008575842
89;340,0;499,032;448,59460807723076;2543,930503971026;436,50358720566135
90;343,3333333333333;485,328;448,6330881170345;1346,5165580986006;436,55327355373856
91;346,6666666666667;435,456;448,6715681568382;174,65124170803512;436,6029599018157
92;350,0;446,73599999999993;448,7100481966419;3,8968662826653158;436,65264624989294
93;353,3333333333333;445,176;448,74852823644557;12,762958000200952;436,7023325979701
94;356,6666666666667;398,88;448,78700827624925;2490,7094750856118;436,7520189460473
95;360,0;409,488;448,82548831605294;1547,4379870156017;436,80170529412453
96;363,3333333333333;403,752;448,8639683558566;2035,0896889398089;436,8513916422017
97;366,6666666666667;400,752;448,9024483956603;2318,465680703146;436,9010779902789
98;370,0;365,136;448,940928435464;7023,266030073239;436,95076433835607
99;373,3333333333333;417,144;448,9794084752677;1013,4932327871455;437,0004506864333
100;376,6666666666667;404,544;449,0178885150714;1977,9267596509992;437,0501370345105
101;380,0;420,48;449,05636855487506;816,6088397840513;437,09982338258766
102;383,3333333333333;396,912;449,09484859467875;2723,0496874551686;437,1495097306649
103;386,6666666666667;403,032;449,1333286344825;2125,3325018645573;437,19919607874203
104;390,0;386,16;449,1718086742862;3970,4880324048445;437,24888242681925
105;393,3333333333333;420,288;449,21028871408987;836,4987844611696;437,29856877489647
106;396,6666666666667;420,192;449,24876875389356;844,2958104172445;437,3482551229736
107;400,0;435,864;449,28724879369724;180,1836081774952;437,39794147105084
108;403,3333333333333;433,56;449,32572883350093;248,55820565148258;437,447627819128
109;406,6666666666667;483,576;449,3642088733046;1170,4466520966344;437,4973141672052
110;410,0;464,952;449,4026889131083;241,78107527693288;437,5470005152824
111;413,3333333333333;461,136;449,441168952912;136,7690732199341;437,5966868633596
112;416,6666666666667;463,32;449,4796489927157;191,55531600483587;437,6463732114368
113;420,0;459,36;449,51812903251937;96,86242414053841;437,69605955951397
114;423,3333333333333;435,288;449,5566090723231;203,59320485878112;437,7457459075912
115;426,6666666666667;431,73599999999993;449,5950891121268;318,9470639148884;437,79543225566835
116;430,0;454,128;449,6335691519305;20,19990864807871;437,84511860374556
117;433,3333333333333;425,52;449,6720491917342;583,3214801599482;437,8948049518228
118;436,6666666666667;412,32;449,71052923153786;1398,0516762144878;437,94449129989994
119;440,0;385,992;449,74900927134155;4064,95623122593;437,99417764797715
120;443,3333333333333;346,75199999999995;449,78748931114524;10616,312057587134;438,0438639960543
121;446,6666666666667;307,656;449,8259693509489;20212,300185249755;438,09355034413153
122;450,0;311,16;449,8644493907526;19238,924280791845;438,14323669220875
123;453,3333333333333;323,616;449,9029294305563;15948,38854499831;438,1929230402859
124;456,6666666666667;291,744;449,94140947036;25026,420363132733;438,2426093883631
125;460,0;312,672;449,9798895101637;18853,45652173531;438,2922957364403
126;463,3333333333333;361,992;450,01836954996736;7748,641736147418;438,3419820845175
127;466,6666666666667;396,648;450,0568495897711;2852,5052145027903;438,39166843259466
128;470,0;430,248;450,0953296295748;393,91649342499784;438,4413547806719
129;473,3333333333333;467,976;450,1338096693785;318,34375579412404;438,4910411287491
130;476,6666666666667;513,9119999999999;450,17228970918217;4062,750667957379;438,54072747682625
131;480,0;530,76;450,21076974898585;6488,178494030891;438,59041382490346
132;483,3333333333333;475,0079999999999;450,24924978878954;612,9957120211102;438,6401001729806
133;486,6666666666667;411,24;450,2877298285932;1524,7252047668087;438,68978652105784
134;490,0;403,944;450,3262098683969;2151,3093922760145;438,73947286913506
135;493,3333333333333;373,296;450,3646899082006;5939,582964166382;438,7891592172122
136;496,6666666666667;379,608;450,4031699480043;5011,956087966809;438,83884556528943
137;500,0;469,92;450,441649987808;379,4061191974616;438,8885319133666
138;503,3333333333333;528,9839999999999;450,48013002761166;6162,857600641643;438,9382182614438
139;506,6666666666667;604,176;450,5186100674154;23610,593480894364;438,987904609521
140;510,0;597,432;450,5570901072191;21572,239156012514;439,0375909575982
141;513,3333333333334;582,4799999999999;450,5955701470228;17393,502837644843;439,0872773056754
142;520,0;528,024;450,67253022663016;5983,249876100548;439,1866500018298
143;536,6666666666666;511,416;450,8649304256486;3666,432026597944;439,43508174221574
144;540,0;402,552;450,9034104654523;2337,8588939986466;439,4847680902929
145;543,3333333333334;455,928;450,94189050525597;24,861287893576545;439,5344544383701
146;546,6666666666666;443,136;450,9803705450597;61,53414924820005;439,58414078644734
147;550,0;496,176;451,0188505848634;2039,1681433009705;439,6338271345245
148;553,3333333333334;543,192;451,0573306246671;8488,79730090191;439,6835134826017
149;556,6666666666666;599,856;451,0958106644708;22129,593931142503;439,73319983067887
150;560,0;583,536;451,13429070427446;17530,212624429798;439,7828861787561
151;563,3333333333334;541,4159999999999;451,17277074407815;8143,840426536858;439,8325725268333
152;566,6666666666666;530,928;451,21125078388184;6354,760105585476;439,88225887491046
153;570,0;520,0079999999999;451,2497308236855;4727,699580122507;439,9319452229877
154;573,3333333333334;478,68;451,2882108634892;750,3101120990708;439,98163157106484
155;576,6666666666666;485,904;451,3266909032929;1195,5903043692233;440,03131791914205
156;580,0;513,888;451,3651709430966;3909,10415327877;440,0810042672192
157;583,3333333333334;512,688;451,4036509829003;3755,771434449691;440,13069061529643
158;586,6666666666666;470,568;451,442131022704;365,7988641366922;440,18037696337365
159;590,0;488,784;451,4806110625077;1391,542826221822;440,2300633114508
160;593,3333333333334;502,872;451,5190911023114;2637,1212522543074;440,279749659528
161;596,6666666666666;510,864;451,5575711421151;3517,2525038753624;440,3294360076052
162;600,0;473,616;451,59605118191877;484,87814595091646;440,3791223556824
163;603,3333333333334;503,904;451,63453122172245;2732,097366363331;440,4288087037596
164;606,6666666666666;479,4;451,67301126152614;768,7859045034548;440,4784950518368
165;610,0;479,952;451,71149130132983;797,5263315596654;440,528181399914
166;613,3333333333334;511,992;451,7499713411335;3629,102016935693;440,57786774799115
167;616,6666666666666;561,8399999999999;451,7884513809372;12111,343353453924;440,62755409606837
168;620,0;534,816;451,8269314207409;6887,185503652977;440,6772404441456
169;623,3333333333334;529,632;451,8654114605446;6047,642293064951;440,72692679222274
170;626,6666666666666;496,704;451,9038915003483;2007,049721580563;440,77661314029996
171;630,0;461,136;451,942371540152;84,52280425772737;440,8262994883771
172;633,3333333333334;490,944;451,9808515799557;1518,1269348024023;440,87598583645433
173;636,6666666666666;521,256;452,0193316197594;4793,716248395407;440,92567218453155
174;640,0;528,456;452,0578116595631;5836,683181700876;440,9753585326087
175;643,3333333333334;465,576;452,09629169936676;181,70253587016128;441,0250448806859
176;646,6666666666666;418,272;452,13477173917045;1146,6873098591611;441,0747312287631
177;650,0;319,368;452,17325177897413;17637,234900076714;441,1244175768403
178;653,3333333333334;277,08;452,2117318187778;30671,12348984432;441,17410392491746
179;656,6666666666666;300,84;452,2502118585815;22925,052255060546;441,2237902729947
180;660,0;360,09599999999995;452,2886918983852;8499,492439470589;441,2734766210719
181;663,3333333333334;351,384;452,3271719381889;10189,52396094276;441,32316296914905
182;666,6666666666666;401,376;452,3656519779926;2599,94460883681;441,37284931722627
183;670,0;407,304;452,4041320177963;2034,0219080226586;441,4225356653034
184;673,3333333333334;426,072;452,4426120576;695,4091802924385;441,47222201338064
185;676,6666666666666;400,656;452,4810920974037;2685,8401709043737;441,52190836145786
186;680,0;489,72;452,5195721372074;1383,8718331748398;441,571594709535
187;683,3333333333334;485,952;452,55805217701106;1115,1557512045074;441,62128105761224
188;686,6666666666666;456,432;452,59653221681475;14,710813115852094;441,6709674056894
189;690,0;470,16;452,63501225661844;307,12519540567484;441,7206537537666
190;693,3333333333334;524,04;452,6734922964221;5093,178421804835;441,77034010184383
191;696,6666666666666;505,968;452,7119723362258;2836,2044825246835;441,820026449921
192;700,0;497,088;452,7504523760295;1965,8181293078542;441,8697127979982
193;703,3333333333334;500,544;452,7889324158332;2280,546479968338;441,91939914607536
194;706,6666666666666;547,728;452,82741245563693;9006,12151626531;441,9690854941526
195;710,0;519,9359999999999;452,8658924954406;4498,399320673142;442,01877184222974
196;713,3333333333334;537,312;452,9043725352443;7124,647574228981;442,06845819030696
197;716,6666666666666;521,304;452,942852575048;4673,246477256019;442,1181445383842
198;720,0;533,472;452,9813326148517;6478,747536106576;442,16783088646133
199;723,3333333333334;463,512;453,01981265465537;110,08599528981004;442,21751723453855
200;726,6666666666666;457,776;453,05829269445906;22,2567622207545;442,2672035826157
201;730,0;418,368;453,09677273426274;1206,0876556280716;442,3168899306929
202;733,3333333333334;429,96;453,13525277406643;537,0923411418747;442,36657627877014
203;736,6666666666666;453,264;453,1737328138701;0,008148164891808694;442,4162626268473
204;740,0;434,208;453,2122128536738;361,16010618773964;442,4659489749245
205;743,3333333333334;441,384;453,2506928934775;140,81840022810886;442,5156353230017
206;746,6666666666666;429,144;453,2891729332812;582,9893759780538;442,5653216710789
207;750,0;437,976;453,3276529730849;235,6732490060272;442,6150080191561
208;753,3333333333334;436,68;453,3661330128886;278,42703492381094;442,66469436723327
209;756,6666666666666;440,568;453,4046130526923;164,7786346645507;442,7143807153105
210;760,0;452,544;453,443093092496;0,8083683889740254;442,76406706338764
211;763,3333333333334;480,912;453,4815731322997;752,4283181442547;442,81375341146486
212;766,6666666666666;470,04;453,52005317210336;272,9086431965329;442,8634397595421
213;770,0;465,912;453,55853321190705;152,60814168451506;442,91312610761923
214;780,0;498,312;453,6739733313181;1992,5534248739568;443,0621851518508
215;783,3333333333334;440,28;453,7124533711218;180,43080356736203;443,111871499928
216;786,6666666666666;419,76;453,75093341092554;1155,3835541459748;443,1615578480052
217;790,0;419,04;453,7894134507292;1207,52173516972;443,2112441960824
218;793,3333333333334;435,36;453,8278934905329;341,0630899776675;443,2609305441596
219;796,6666666666666;455,184;453,8663735303366;1,7361395135576965;443,3106168922368
220;800,0;476,832;453,9048535701403;525,6540434162285;443,36030324031395
221;803,3333333333334;485,136;453,943333609944;972,9824365213321;443,40998958839117
222;806,6666666666666;482,376;453,98181364974766;806,2298184928547;443,4596759364684
223;810,0;444,336;454,02029368955135;93,78554426548389;443,50936228454555
224;813,3333333333334;408,144;454,05877372935504;2108,1664466178713;443,55904863262276
225;816,6666666666666;436,992;454,0972537691587;292,58970650731817;443,6087349806999
226;820,0;471,384;454,1357338089624;297,5026865968907;443,65842132877714
227;823,3333333333334;515,472;454,1742138487661;3757,4185870424;443,70810767685435
228;826,6666666666666;592,632;454,2126938885698;19159,904304369808;443,7577940249315
229;830,0;586,776;454,25117392837353;17562,829525314835;443,80748037300873
230;833,3333333333334;606,24;454,2896539681772;23088,907659190685;443,8571667210859
231;836,6666666666666;604,1999999999999;454,3281340079809;22461,57621592971;443,9068530691631
232;840,0;540,36;454,3666140477846;7394,86242752668;443,95653941724026
233;843,3333333333334;488,328;454,4050940875883;1150,7635455423363;444,0062257653175
234;846,6666666666666;541,32;454,44357412739197;7547,5133723987665;444,0559121133947
235;850,0;518,088;454,48205416719566;4045,7163452856357;444,10559846147186
236;853,3333333333334;447,792;454,52053420699934;45,27317257476064;444,1552848095491
237;856,6666666666666;467,88;454,55901424680303;177,4486614368765;444,20497115762623
238;860,0;410,376;454,5974942866067;1955,5405569403927;444,25465750570345
239;863,3333333333334;349,152;454,6359743264104;11126,868839694813;444,30434385378067
