;L, μμ;vt41,nacro+tib2,200,2000.csv;Result;fail;Predict
0;40,0;298,296;348,08001771664993;2478,4484200117154;357,3994573178568
1;43,333333333333336;298,008;348,1172168168578;2510,933609998868;357,43486345022336
2;46,66666666666666;307,392;348,1544159170657;1661,5745513958518;357,47026958259
3;50,0;307,416;348,1916150172736;1662,650780036908;357,5056757149566
4;53,333333333333336;307,344;348,22881411748153;1671,5680254210179;357,5410818473232
5;56,66666666666666;307,60799999999995;348,2660132176894;1653,0740388098118;357,57648797968983
6;60,0;305,256;348,3032123178973;1853,062488342132;357,6118941120564
7;63,333333333333336;304,728;348,3404114181052;1902,0424297020713;357,64730024442304
8;66,66666666666667;305,88;348,3776105183131;1806,0468997662347;357,68270637678967
9;70,0;307,32;348,41480961852096;1688,7833775824836;357,71811250915624
10;73,33333333333333;309,408;348,4520087187289;1524,4346168281775;357,7535186415229
11;76,66666666666667;309,648;348,4892078189368;1508,6394248338345;357,78892477388945
12;80,0;311,59200000000004;348,5264069191447;1364,150414468959;357,8243309062561
13;83,33333333333333;312,384;348,56360601935256;1308,9638917155712;357,85973703862265
14;86,66666666666667;312,432;348,60080511956045;1308,1824637767409;357,8951431709893
15;90,0;310,128;348,63800421976833;1483,020425006576;357,9305493033559
16;93,33333333333331;312,984;348,6752033199763;1273,8619944278869;357,9659554357225
17;96,66666666666669;310,08;348,71240242018416;1492,4625167550523;358,0013615680891
18;100,0;310,464;348,74960152039205;1465,787283778246;358,0367677004557
19;103,33333333333331;308,568;348,78680062059993;1617,551923359571;358,07217383282233
20;106,66666666666669;310,008;348,8239997208078;1506,6818343257542;358,1075799651889
21;110,0;308,256;348,8611988210157;1648,7821712942175;358,14298609755554
22;113,33333333333331;311,37600000000003;348,89839792122365;1407,9303457586461;358,17839222992217
23;116,66666666666669;312,504;348,93559702143153;1327,2612615319777;358,21379836228874
24;120,0;315,192;348,9727961216394;1141,1421866117682;358,2492044946554
25;123,33333333333331;314,80799999999994;349,0099952218473;1169,7764771552702;358,28461062702195
26;126,66666666666669;318,36;349,0471943220552;941,7038953595755;358,3200167593886
27;130,0;318,744;349,0843934222631;920,5394730177028;358,35542289175515
28;133,33333333333334;316,67999999999995;349,121592522471;1052,4569253940508;358,3908290241218
29;136,66666666666666;314,64;349,1587916226789;1191,5469750899283;358,4262351564884
30;140,0;316,704;349,1959907228868;1055,7294611361608;358,461641288855
31;143,33333333333334;314,568;349,2331898230947;1201,6753854711878;358,4970474212216
32;146,66666666666666;314,76;349,27038892330256;1190,9669436376048;358,5324535535882
33;150,0;315,79200000000003;349,30758802351045;1123,294640561675;358,56785968595483
34;153,33333333333334;316,56;349,34478712371833;1074,8422667475272;358,60326581832146
35;156,66666666666666;315,86400000000003;349,3819862239263;1123,4554005073094;358,63867195068804
36;160,0;315,36;349,41918532413416;1160,0281049437149;358,67407808305467
37;163,33333333333334;314,208;349,45638442434205;1242,4486045261972;358,70948421542124
38;166,66666666666666;314,136;349,49358352454993;1250,1587126955233;358,7448903477879
39;170,0;314,28;349,5307826247578;1242,6176756579298;358,78029648015445
40;173,33333333333334;313,704;349,5679817249657;1286,2251851686735;358,8157026125211
41;176,66666666666666;314,352;349,60518082517365;1242,7867582923927;358,8511087448877
42;180,0;313,2;349,64237992538153;1328,0470546258518;358,8865148772543
43;183,3333333333333;313,992;349,6795790255894;1273,6032967076885;358,9219210096209
44;186,66666666666663;312,672;349,7167781257973;1372,3155863895486;358,9573271419875
45;190,0;313,992;349,7539772260052;1278,9190151133125;358,9927332743541
46;193,3333333333333;313,2;349,7911763262131;1338,9141849360171;359,0281394067207
47;196,66666666666663;316,704;349,828375426421;1097,2242473904842;359,06354553908733
48;200,0;314,472;349,8655745266289;1252,705117772036;359,09895167145396
49;203,3333333333333;317,52000000000004;349,9027736268368;1048,644027766954;359,13435780382054
50;206,66666666666663;314,87999999999994;349,9399727270447;1229,2016876211208;359,16976393618717
51;210,0;316,296;349,97717182725256;1134,421335656912;359,20517006855374
52;213,3333333333333;313,704;350,01437092746045;1318,4430368897642;359,2405762009204
53;216,66666666666663;316,67999999999995;350,0515700276684;1113,6616861115785;359,27598233328695
54;220,0;313,896;350,0887691278763;1309,916537143753;359,3113884656536
55;223,3333333333333;317,904;350,12596822808416;1038,2552364916653;359,3467945980202
56;226,66666666666663;312,072;350,16316732829205;1450,9370284319432;359,3822007303868
57;230,0;296,856;350,20036642849993;2845,6214296580715;359,4176068627534
58;233,3333333333333;295,70399999999995;350,2375655287078;2973,909769273875;359,45301299512
59;236,66666666666663;298,872;350,27476462891576;2642,244211495712;359,4884191274866
60;240,0;299,256;350,31196372912365;2606,7114323095925;359,52382525985325
61;243,3333333333333;306,264;350,34916282933153;1943,5015816886737;359,55923139221983
62;246,66666666666663;324,264;350,3863619295394;682,3777927778499;359,59463752458646
63;250,0;325,08;350,4235610297473;642,2960856685271;359,63004365695303
64;253,3333333333333;325,488;350,4607601299552;623,6387485082796;359,66544978931967
65;256,6666666666667;326,59200000000004;350,49795923016313;571,4948867142199;359,70085592168624
66;260,0;328,92;350,535158330371;467,21506964700694;359,7362620540529
67;263,3333333333333;330,264;350,5723574305789;412,429381528149;359,7716681864195
68;266,6666666666667;332,712;350,6095565307868;320,3225297727093;359,8070743187861
69;270,0;333,888;350,6467556309947;280,85589029939655;359,8424804511527
70;283,3333333333333;334,32;350,7955520318263;271,44381475341515;359,9841049806191
71;286,6666666666667;335,184;350,83275113203416;244,88341199233963;360,01951111298575
72;290,0;336,36;350,86995023224205;210,53865574214063;360,0549172453523
73;293,3333333333333;336,384;350,90714933244993;210,9218665326405;360,09032337771896
74;296,6666666666667;337,44;350,9443484326578;182,36742659062776;360,12572951008553
75;300,0;337,944;350,98154753286576;169,97764567173365;360,16113564245217
76;303,3333333333333;338,04;351,01874663307365;168,44786416552;360,19654177481874
77;306,6666666666667;339,0;351,05594573328153;145,3458275238292;360,2319479071854
78;310,0;340,67999999999995;351,0931448334894;108,43358532322841;360,267354039552
79;313,3333333333333;341,064;351,1303439336973;101,33128019148408;360,3027601719186
80;316,6666666666667;342,48;351,1675430339052;75,47340396595428;360,3381663042852
81;320,0;343,656;351,20474213411313;56,9835078073348;360,3735724366518
82;323,3333333333333;343,776;351,241941234321;55,7402785143347;360,4089785690184
83;326,6666666666667;343,032;351,2791403345289;68,01532369741382;360,44438470138505
84;330,0;343,224;351,3163394347368;65,48595752699632;360,4797908337516
85;333,3333333333333;341,568;351,3535385349447;95,75676441888751;360,51519696611825
86;336,6666666666667;341,088;351,39073763515256;106,14640277878853;360,5506030984848
87;340,0;340,44;351,4279367353605;120,7347537002849;360,58600923085146
88;343,3333333333333;341,424;351,4651358355684;100,82440886833614;360,62141536321803
89;346,6666666666667;340,896;351,5023349357763;112,494340769868;360,65682149558467
90;350,0;342,23999999999995;351,53953403598416;86,48133328642875;360,6922276279513
91;353,3333333333333;342,504;351,57673313619205;82,31448656055683;360,7276337603179
92;356,6666666666667;342,888;351,61393223639993;76,14189339424394;360,7630398926845
93;360,0;341,688;351,6511313366079;99,26398603049806;360,7984460250511
94;363,3333333333333;341,928;351,68833043681576;95,2640502358322;360,8338521574177
95;366,6666666666667;341,30400000000003;351,72552953702365;108,60827789105566;360,8692582897843
96;370,0;340,848;351,76272863723153;119,13130122440182;360,9046644221509
97;373,3333333333333;340,75199999999995;351,7999277374394;122,0567072916843;360,94007055451755
98;376,6666666666667;341,52000000000004;351,8371268376473;106,44310618410147;360,9754766868841
99;380,0;340,2;351,87432593785525;136,28988610328005;361,01088281925075
100;383,3333333333333;341,496;351,91152503806313;108,48316181852041;361,0462889516173
101;386,6666666666667;342,23999999999995;351,948724138271;94,25932439304725;361,08169508398396
102;390,0;343,44;351,9859232384789;73,0328039979738;361,11710121635053
103;393,3333333333333;343,92;352,0231223386868;65,66059163572461;361,15250734871717
104;396,6666666666667;345,816;352,0603214388947;38,991550232239995;361,1879134810838
105;400,0;345,12;352,09752053910256;48,68579287359803;361,22331961345037
106;403,3333333333333;343,944;352,1347196393105;67,08788820978651;361,258725745817
107;406,6666666666667;343,296;352,1719187395184;78,78193347053386;361,2941318781836
108;410,0;343,152;352,2091178397263;82,03138356268819;361,3295380105502
109;413,3333333333333;342,552;352,24631693993416;93,97978093189403;361,3649441429168
