;L, μμ;hn50,naco3+tib2,53,800.csv;Result;fail;Predict
0;3,533333333333333;19,75;30,106933276304584;107,26606688982521;27,356626738155125
1;4,416666666666667;22,1;30,294371566677366;67,14772537277045;27,589885184448946
2;5,3;23,26;30,481809857050152;52,154537611386715;27,823143630742766
3;6,183333333333334;23,72;30,669248147422934;48,292049814461095;28,056402077036587
4;7,066666666666666;23,91;30,856686437795716;48,256452465054934;28,289660523330408
5;7,95;23,83;31,044124728168498;52,04359559357223;28,52291896962423
6;8,833333333333334;23,91;31,23156301854128;53,6052850344713;28,756177415918046
7;9,716666666666669;24,16;31,419001308914062;52,69310000281607;28,989435862211867
8;10,6;24,54;31,606439599286844;49,934568610369226;29,222694308505687
9;11,483333333333333;24,82;31,793877889659626;48,634972819883394;29,455952754799508
10;12,366666666666667;25,27;31,981316180032408;45,0417648683648;29,68921120109333
11;13,25;25,82;32,16875447040519;40,306683325489885;29,92246964738715
12;14,133333333333333;26,23;32,35619276077797;37,53023774220843;30,155728093680967
13;15,016666666666667;26,61;32,543631051150754;35,20797745118041;30,388986539974788
14;15,9;27,18;32,731069341523536;30,81437083440255;30,62224498626861
15;16,783333333333335;27,71;32,91850763189632;27,128551751522185;30,85550343256243
16;17,666666666666668;27,95;33,1059459222691;26,58377835336337;31,08876187885625
17;18,55;28,27;33,29338421264188;25,23438894781971;31,32202032515007
18;19,433333333333334;28,91;33,480822503014664;20,892418354065242;31,555278771443888
19;20,316666666666663;29,27;33,66826079338745;19,344698006649175;31,78853721773771
20;21,2;29,75;33,85569908376023;16,85676496638958;32,02179566403153
21;22,08333333333333;30,09;34,04313737413301;15,627295098767235;32,25505411032535
22;22,966666666666665;31,14;34,2305756645058;9,551657938035461;32,48831255661917
23;23,85;31,75;34,41801395487858;7,118298463426851;32,72157100291299
24;24,73333333333333;32,41;34,605452245251364;4,820010561179269;32,95482944920681
25;25,616666666666667;32,92;34,792890535624146;3,5077189584304933;33,18808789550063
26;26,5;33,9;34,98032882599693;1,1671103722799034;33,421346341794454
27;27,383333333333333;34,42;35,16776711636971;0,5591556603238687;33,65460478808827
28;28,266666666666666;34,72;35,35520540674249;0,40348590875489604;33,88786323438209
29;29,15;35,01;35,542643697115274;0,2837093080766298;34,12112168067591
30;30,03333333333333;35,65;35,730081987488056;0,0064131247200373805;34,35438012696973
31;30,916666666666668;36,38;35,91752027786084;0,21388749338991886;34,587638573263554
32;31,8;36,29;36,10495856823362;0,034240331470151535;34,82089701955737
33;32,68333333333333;36,71;36,2923968586064;0,17439238370180205;35,054155465851196
34;33,56666666666667;37,42;36,479835148979184;0,8839099470949962;35,28741391214501
35;34,45;38,22;36,667273439351966;2,4109597721418687;35,52067235843883
36;35,333333333333336;38,02;36,85471172972475;1,3578967528410957;35,753930804732654
