;L, μμ;vt41,nacro,200,2000.csv;Result;fail;Predict
0;66,66666666666667;13,78;17,320012720023946;12,531690057931344;18,199095374292238
1;70,0;13,73;17,32264454197267;12,907094804966023;18,20126456150434
2;73,33333333333333;14,3;17,325276363921397;9,152297078101462;18,20343374871644
3;76,66666666666667;14,54;17,327908185870122;7,772432052841639;18,20560293592854
4;80,0;15,06;17,33054000781885;5,1553519271060235;18,20777212314064
5;83,33333333333333;15,56;17,333171829767576;3,1441383378812904;18,20994131035274
6;86,66666666666667;15,59;17,3358036517163;3,0478303903459714;18,21211049756484
7;90,0;15,57;17,338435473665026;3,1273640245168437;18,214279684776944
8;93,33333333333331;15,64;17,34106729561375;2,893629944206679;18,216448871989044
9;96,66666666666669;15,97;17,343699117562476;1,887049265591924;18,218618059201145
10;100,0;16,42;17,3463309395112;0,8580890094957018;18,220787246413245
11;103,33333333333331;16,59;17,348962761459926;0,5760244732828774;18,222956433625345
12;106,66666666666669;16,51;17,35159458340865;0,7082814428227792;18,225125620837446
13;110,0;16,52;17,35422640535738;0,6959336953954969;18,227294808049546
14;113,33333333333331;16,29;17,356858227306105;1,1381864771707275;18,22946399526165
15;116,66666666666669;15,98;17,35949004925483;1,9029927959930937;18,23163318247375
16;120,0;15,89;17,362121871203556;2,1671428036758567;18,23380236968585
17;123,33333333333331;15,96;17,36475369315228;1,9733329384249698;18,23597155689795
18;126,66666666666669;15,96;17,367385515101006;1,9807339881161214;18,23814074411005
19;130,0;15,96;17,37001733704973;1,9881488907808125;18,24030993132215
20;133,33333333333334;15,97;17,372649158998456;1,9674246632390746;18,242479118534252
21;136,66666666666666;15,97;17,37528098094718;1,9748146354118703;18,244648305746352
22;140,0;15,91;17,377912802895906;2,154767996905716;18,246817492958456
23;143,33333333333334;15,82;17,380544624844635;2,435299526131482;18,248986680170557
24;146,66666666666666;16,16;17,38317644679336;1,4961606199900297;18,251155867382657
25;150,0;16,43;17,385808268742085;0,9135694465957431;18,253325054594757
26;153,33333333333334;16,68;17,38844009069081;0,5018873620980042;18,255494241806858
27;156,66666666666666;16,58;17,391071912639536;0,6578376474727573;18,257663429018958
28;160,0;16,82;17,39370373458826;0,3291359750805173;18,25983261623106
29;163,33333333333334;16,59;17,396335556536986;0,650177029735811;18,26200180344316
30;166,66666666666666;16,33;17,39896737848571;1,1426912562666172;18,264170990655263
31;170,0;16,18;17,401599200434436;1,4923046065020544;18,266340177867363
32;173,33333333333334;16,33;17,404231022383165;1,1539722894503834;18,268509365079463
33;176,66666666666666;16,12;17,40686284433189;1,6560159801219596;18,270678552291564
34;180,0;16,02;17,409494666280615;1,9306954276222792;18,272847739503664
35;183,3333333333333;15,96;17,41212648822934;2,108671337817274;18,275016926715764
36;186,66666666666663;15,78;17,414758310178065;2,672434732696246;18,277186113927865
37;190,0;15,71;17,41739013212679;2,9151810632839363;18,27935530113997
38;193,3333333333333;15,47;17,420021954075516;3,80258562137649;18,28152448835207
39;196,66666666666663;15,45;17,42265377602424;3,8913629200626985;18,28369367556417
40;200,0;15,59;17,425285597972966;3,3682732261269877;18,28586286277627
41;203,3333333333333;15,86;17,42791741992169;2,458365035693894;18,28803204998837
42;206,66666666666663;16,07;17,43054924187042;1,8510942395541732;18,29020123720047
43;210,0;16,23;17,433181063819145;1,4476446723329681;18,29237042441257
44;213,3333333333333;16,16;17,43581288576787;1,6276985194913398;18,29453961162467
45;216,66666666666663;16,1;17,438444707716595;1,791434235614558;18,296708798836775
46;220,0;16,01;17,44107652966532;2,047980033758932;18,298877986048875
47;223,3333333333333;16,11;17,443708351614045;1,7787779671650557;18,301047173260976
48;226,66666666666663;16,26;17,44634017356277;1,407403007408941;18,303216360473076
49;243,3333333333333;16,91;17,4594992833064;0,30194946235424686;18,31406229653358
50;246,66666666666663;17,06;17,462131105255125;0,16170942581370937;18,316231483745682
51;250,0;17,22;17,46476292720385;0,05990889053339775;18,318400670957782
52;253,3333333333333;17,34;17,467394749152575;0,016229422111647587;18,320569858169883
53;256,6666666666667;17,53;17,4700265711013;0,003596812173867524;18,322739045381983
54;260,0;17,17;17,472658393050025;0,09160210288362265;18,324908232594083
55;263,3333333333333;17,13;17,47529021499875;0,11922533257388408;18,327077419806184
56;266,6666666666667;17,09;17,477922036947476;0,1504835067494788;18,329246607018288
57;270,0;17,03;17,480553858896204;0,20299877976625982;18,331415794230388
58;273,3333333333333;17,01;17,48318568084493;0,22390468855667803;18,33358498144249
59;276,6666666666667;17,0;17,485817502793655;0,23601864602066264;18,33575416865459
60;280,0;17,08;17,48844932474238;0,1668308508825074;18,33792335586669
61;283,3333333333333;17,37;17,491081146691105;0,014660644084032627;18,34009254307879
62;286,6666666666667;17,26;17,49371296863983;0,05462175171044145;18,34226173029089
63;290,0;17,12;17,496344790588555;0,1416354014031427;18,344430917502994
64;293,3333333333333;17,03;17,49897661253728;0,21993906310694128;18,346600104715094
65;296,6666666666667;17,17;17,501608434486005;0,10996415382225824;18,348769291927194
66;300,0;17,17;17,504240256434734;0,1117165490215557;18,350938479139295
67;303,3333333333333;17,39;17,50687207838346;0,013659082705669314;18,353107666351395
68;306,6666666666667;17,55;17,509503900332184;0,0016399340883057121;18,355276853563495
69;310,0;17,63;17,51213572228091;0,013891987962242652;18,357446040775596
70;313,3333333333333;17,51;17,514767544229635;2,2729477981507895e-05;18,359615227987696
71;316,6666666666667;17,29;17,51739936617836;0,051710471738320156;18,3617844151998
72;320,0;17,24;17,520031188127085;0,0784174663238677;18,3639536024119
73;323,3333333333333;17,46;17,52266301007581;0,003926652831760967;18,366122789624
74;326,6666666666667;17,45;17,525294832024535;0,005669311729603078;18,3682919768361
75;330,0;17,67;17,52792665397326;0,02018483565123419;18,3704611640482
76;333,3333333333333;17,6;17,53055847592199;0,0048221252662771765;18,3726303512603
77;336,6666666666667;17,49;17,533190297870714;0,00186540183016115;18,374799538472402
78;340,0;17,31;17,53582211981944;0,05099562979974577;18,376968725684506
79;343,3333333333333;17,13;17,538453941768164;0,16683462254595186;18,379137912896606
80;346,6666666666667;16,91;17,54108576371689;0,39826924116612955;18,381307100108707
81;350,0;17,17;17,543717585665615;0,13966483383573478;18,383476287320807
82;353,3333333333333;17,29;17,54634940761434;0,06571501878422338;18,385645474532907
83;356,6666666666667;17,38;17,548981229563065;0,02855465594464559;18,387814661745008
84;360,0;17,8;17,55161305151179;0,061696076179285006;18,389983848957108
85;363,3333333333333;17,77;17,55424487346052;0,04655027462806738;18,39215303616921
86;366,6666666666667;17,6;17,556876695409244;0,0018596193988272493;18,394322223381312
87;370,0;17,8;17,55950851735797;0,05783615322336263;18,396491410593413
88;373,3333333333333;17,95;17,562140339306694;0,1504351163931258;18,398660597805513
89;376,6666666666667;17,64;17,56477216125542;0,005659227722180724;18,400829785017613
90;380,0;17,8;17,567403983204144;0,05410090702929826;18,402998972229714
91;383,3333333333333;17,72;17,57003580515287;0,022489259736147765;18,405168159441814
92;386,6666666666667;17,37;17,572667627101595;0,04107416707499063;18,407337346653915
93;390,0;17,16;17,57529944905032;0,17247363238149907;18,40950653386602
94;393,3333333333333;17,3;17,57793127099905;0,07724579139914614;18,41167572107812
95;396,6666666666667;17,17;17,580563092947774;0,1685620532908408;18,41384490829022
96;400,0;17,45;17,5831949148965;0,01774088535428574;18,41601409550232
97;403,3333333333333;17,56;17,585826736845224;0,0006670203360725121;18,41818328271442
98;406,6666666666667;17,44;17,58845855879395;0,022039943679176045;18,42035246992652
99;410,0;17,62;17,591090380742674;0,000835766085603602;18,42252165713862
100;413,3333333333333;17,63;17,5937222026914;0,0013160785775638438;18,42469084435072
101;416,6666666666667;17,55;17,596354024640124;0,0021486956003371974;18,426860031562825
102;420,0;17,59;17,59898584658885;8,074543891834198e-05;18,429029218774925
103;423,3333333333333;17,75;17,601617668537575;0,022017316290225047;18,431198405987026
104;426,6666666666667;17,62;17,604249490486303;0,0002480785499410789;18,433367593199126
105;430,0;17,75;17,60688131243503;0,02048295873031992;18,435536780411226
106;433,3333333333333;17,89;17,609513134383754;0,07867288178322655;18,437705967623327
107;436,6666666666667;17,87;17,61214495633248;0,06648922354477979;18,439875154835427
108;440,0;17,81;17,614776778281204;0,03811210629826572;18,44204434204753
109;443,3333333333333;17,88;17,61740860022993;0,06895424323320469;18,44421352925963
110;446,6666666666667;17,8;17,620040422178654;0,03238544964963728;18,44638271647173
111;450,0;17,47;17,62267224412738;0,023308814126890454;18,448551903683832
112;453,3333333333333;17,61;17,625304066076104;0,0002342144384617884;18,450721090895932
113;456,6666666666667;17,74;17,627935888024833;0,012558365192782387;18,452890278108033
114;460,0;17,67;17,63056770997356;0,0015549054967295508;18,455059465320133
115;463,3333333333333;17,69;17,633199531922283;0,003226293173847848;18,457228652532233
116;466,6666666666667;18,06;17,63583135387101;0,1799190403589005;18,459397839744337
117;470,0;18,02;17,638463175819734;0,14557034820556314;18,461567026956438
118;473,3333333333333;18,17;17,64109499776846;0,2797405013855484;18,463736214168538
119;476,6666666666667;18,28;17,643726819717184;0,4048435599472104;18,46590540138064
120;480,0;18,44;17,64635864166591;0,6298666056583829;18,46807458859274
121;490,0;17,35;17,654254107512088;0,09257056193797635;18,47458215022904
122;493,3333333333333;17,66;17,656885929460813;9,697435323032395e-06;18,476751337441144
123;496,6666666666667;17,39;17,65951775140954;0,07263981832485336;18,478920524653244
124;500,0;17,35;17,662149573358263;0,09743735614774499;18,481089711865344
125;503,3333333333333;17,21;17,66478139530699;0,2068261175173706;18,483258899077445
126;506,6666666666667;18,15;17,667413217255714;0,23289000287947964;18,485428086289545
127;510,0;17,97;17,67004503920444;0,08997297850586597;18,487597273501645
128;513,3333333333334;17,97;17,672676861153164;0,08840104889373428;18,489766460713746
129;516,6666666666666;17,93;17,67530868310189;0,06486766690329382;18,49193564792585
130;520,0;18,23;17,677940505050618;0,30476968596376747;18,49410483513795
131;523,3333333333334;18,08;17,680572326999343;0,1595424659587185;18,49627402235005
132;526,6666666666666;17,87;17,683204148948068;0,034892689970215926;18,49844320956215
133;530,0;18,15;17,685835970896793;0,21544824591332132;18,50061239677425
134;533,3333333333334;18,37;17,68846779284552;0,46448614938886074;18,50278158398635
135;536,6666666666666;17,93;17,691099614794243;0,05707339405145874;18,50495077119845
136;540,0;17,93;17,69373143674297;0,055822833983541736;18,507119958410552
137;543,3333333333334;18,18;17,696363258691694;0,23390449754331732;18,509289145622656
138;546,6666666666666;18,05;17,69899508064042;0,12320445341462659;18,511458332834756
139;550,0;17,7;17,701626902589148;2,6468120345771683e-06;18,513627520046857
140;553,3333333333334;17,89;17,704258724537873;0,03449982141029809;18,515796707258957
141;556,6666666666666;18,08;17,706890546486598;0,13921066430106838;18,517965894471057
142;560,0;17,97;17,709522368435323;0,06784859654554308;18,520135081683158
143;563,3333333333334;17,69;17,712154190384048;0,0004908081515725898;18,522304268895258
144;566,6666666666666;17,74;17,714786012332773;0,0006357451740829879;18,524473456107362
145;570,0;17,87;17,7174178342815;0,02328131729534862;18,526642643319462
146;573,3333333333334;17,89;17,720049656230223;0,028883119347465427;18,528811830531563
147;576,6666666666666;17,71;17,72268147817895;0,00016081988880312702;18,530981017743663
148;580,0;17,96;17,725313300127674;0,05507784709696376;18,533150204955763
149;583,3333333333334;18,23;17,727945122076402;0,25205910044687896;18,535319392167864
150;586,6666666666666;18,1;17,730576944025128;0,13647339428581481;18,537488579379964
151;590,0;18,37;17,733208765973853;0,40550307573254485;18,539657766592065
152;593,3333333333334;18,62;17,735840587922578;0,7817378659650946;18,54182695380417
153;596,6666666666666;18,67;17,738472409871303;0,8677436511709811;18,54399614101627
154;600,0;18,66;17,741104231820028;0,8443694327790611;18,54616532822837
155;603,3333333333334;18,76;17,743736053768753;1,0327924084095097;18,54833451544047
156;606,6666666666666;18,37;17,74636787571748;0,38891702643713183;18,55050370265257
157;610,0;18,32;17,748999697666203;0,3260413452652874;18,55267288986467
158;613,3333333333334;18,3;17,751631519614932;0,30070799027982936;18,55484207707677
159;616,6666666666666;18,14;17,754263341563657;0,14879276966163618;18,557011264288874
160;620,0;18,19;17,756895163512382;0,1875797993889671;18,559180451500975
161;623,3333333333334;18,31;17,759526985461108;0,30302053973553433;18,561349638713075
162;626,6666666666666;18,24;17,762158807409833;0,2283322053359919;18,563518825925176
163;630,0;18,22;17,764790629358558;0,20721557111977687;18,565688013137276
164;633,3333333333334;18,58;17,767422451307283;0,6602822726394623;18,567857200349376
165;636,6666666666666;18,46;17,770054273256008;0,47602510585229635;18,570026387561477
166;640,0;18,42;17,772686095204733;0,41901529134129795;18,572195574773577
167;643,3333333333334;18,24;17,77531791715346;0,21592943811859877;18,57436476198568
168;646,6666666666666;18,08;17,777949739102187;0,09123436010843586;18,57653394919778
169;650,0;17,87;17,780581561050912;0,00799565722409193;18,57870313640988
170;653,3333333333334;18,01;17,783213382999637;0,05143216965046992;18,580872323621982
171;656,6666666666666;18,14;17,785845204948362;0,12542561885806783;18,583041510834082
172;660,0;18,4;17,788477026897088;0,3739603466326237;18,585210698046183
173;663,3333333333334;18,35;17,791108848845813;0,31235931883845425;18,587379885258283
174;666,6666666666666;18,32;17,793740670794538;0,27694888157578335;18,589549072470383
175;670,0;18,35;17,796372492743263;0,30650341679131005;18,591718259682487
176;673,3333333333334;18,27;17,799004314691988;0,2218369355787634;18,593887446894588
177;676,6666666666666;18,37;17,801636136640717;0,3230374811726911;18,596056634106688
178;680,0;18,41;17,804267958589442;0,36691130599140226;18,59822582131879
179;683,3333333333334;18,49;17,806899780538167;0,46662590982880225;18,60039500853089
180;686,6666666666666;18,42;17,809531602486892;0,37267166436222393;18,60256419574299
181;690,0;18,54;17,812163424435617;0,5297460807292862;18,60473338295509
182;693,3333333333334;18,6;17,814795246384342;0,6165465051006278;18,606902570167193
183;696,6666666666666;18,93;17,817427068333068;1,2378185282779521;18,609071757379294
184;700,0;18,73;17,820058890281793;0,8279928231552034;18,611240944591394
185;703,3333333333334;18,64;17,822690712230518;0,6679944718742592;18,613410131803494
186;706,6666666666666;18,51;17,825322534179243;0,4687832322027361;18,615579319015595
187;710,0;18,51;17,82795435612797;0,46518626032481186;18,617748506227695
188;713,3333333333334;18,46;17,830586178076697;0,39616175922810076;18,619917693439795
189;716,6666666666666;18,79;17,833218000025422;0,9154317954753519;18,6220868806519
190;720,0;19,01;17,835849821974147;1,3786286405581458;18,624256067864
191;723,3333333333334;19,26;17,838481643922872;2,0207144366642242;18,6264252550761
192;726,6666666666666;18,87;17,841113465871597;1,0586075001107589;18,6285944422882
193;730,0;17,92;17,843745287820322;0,005814781129605727;18,6307636295003
194;733,3333333333334;17,06;17,846377109769048;0,6183889587687227;18,6329328167124
195;750,0;16,94;17,859536219512677;0,8455468589956634;18,643778752772906
196;753,3333333333334;16,68;17,862168041461402;1,3975212782526876;18,645947939985007
197;756,6666666666666;16,86;17,864799863410127;1,009622765509011;18,648117127197107
198;760,0;17,67;17,867431685358852;0,03897927038363613;18,650286314409207
199;763,3333333333334;18,09;17,870063507307577;0,04837206081784404;18,652455501621308
200;766,6666666666666;18,09;17,872695329256302;0,047221319927026745;18,654624688833408
201;770,0;18,31;17,875327151205028;0,18894048547953585;18,656793876045512
202;773,3333333333334;18,41;17,877958973153756;0,2830676542476056;18,658963063257612
203;776,6666666666666;18,38;17,88059079510248;0,24940955393637074;18,661132250469713
204;780,0;18,6;17,883222617051207;0,5137698167069233;18,663301437681813
205;783,3333333333334;18,52;17,88585443899993;0,40214059253609086;18,665470624893914
206;786,6666666666666;18,22;17,888486260948657;0,10990135917980133;18,667639812106014
207;790,0;18,31;17,891118082897382;0,17546206047556354;18,669808999318114
208;793,3333333333334;18,54;17,893749904846107;0,4176391854864146;18,671978186530218
209;796,6666666666666;18,57;17,896381726794832;0,4537615779959125;18,67414737374232
210;800,0;18,54;17,899013548743557;0,41086363069432685;18,67631656095442
211;803,3333333333334;18,54;17,901645370692286;0,40749663275858783;18,67848574816652
212;806,6666666666666;18,54;17,90427719264101;0,404143487796393;18,68065493537862
213;810,0;18,41;17,906909014589736;0,2531005396010703;18,68282412259072
214;813,3333333333334;18,26;17,90954083653846;0,12282162525416253;18,68499330980282
215;816,6666666666666;18,38;17,912172658487187;0,21886242146694568;18,68716249701492
216;820,0;18,49;17,91480448043591;0,33084988572659974;18,689331684227025
217;823,3333333333334;18,4;17,917436302384637;0,2328677222562103;18,691500871439125
218;826,6666666666666;18,54;17,920068124333362;0,38431553046755496;18,693670058651225
219;830,0;18,67;17,922699946282087;0,5584573702867981;18,695839245863326
220;833,3333333333334;18,72;17,925331768230816;0,6314975985831601;18,698008433075426
221;836,6666666666666;18,91;17,92796359017954;0,964395510213057;18,700177620287526
222;840,0;18,96;17,930595412128266;1,0596738055313761;18,702346807499627
