;L, μμ;vt41,naco3+tib2,200,2000.csv;Result;fail;Predict
151;550,0;19,72;19,82231807564883;0,010468988604480017;20,673643843815412
152;553,3333333333334;19,43;19,82508200547764;0,156089791052234;20,675903455416545
153;556,6666666666666;19,63;19,827845935306453;0,03914301411728545;20,678163067017678
154;560,0;19,78;19,830609865135262;0,0025613584490092956;20,680422678618807
155;563,3333333333334;19,8;19,833373794964075;0,001113810190304066;20,68268229021994
156;566,6666666666666;19,71;19,836137724792888;0,015910725615926095;20,684941901821073
157;570,0;19,83;19,838901654621697;7,923945500401331e-05;20,687201513422202
158;573,3333333333334;19,63;19,84166558445051;0,04480231964077644;20,689461125023335
159;576,6666666666666;19,5;19,84442951427932;0,11863169030668792;20,691720736624468
160;580,0;19,47;19,847193444108132;0,14227489427815562;20,693980348225598
161;583,3333333333334;19,72;19,849957373936945;0,016888919040587314;20,69623995982673
162;586,6666666666666;19,59;19,852721303765755;0,06902248345237798;20,69849957142786
163;590,0;19,78;19,855485233594568;0,005698020490826253;20,700759183028993
164;593,3333333333334;19,8;19,858249163423377;0,0033929650395231833;20,703018794630125
165;596,6666666666666;19,9;19,86101309325219;0,0015199788977623395;20,705278406231255
166;600,0;19,85;19,863777023081003;0,00018980636497444148;20,707538017832388
167;603,3333333333334;19,9;19,866540952909812;0,0011195078321833206;20,70979762943352
168;606,6666666666666;19,85;19,869304882738625;0,0003726784975520043;20,71205724103465
169;610,0;20,01;19,872068812567434;0,019025012466558005;20,714316852635783
170;613,3333333333334;19,92;19,874832742396247;0,0020400811594439195;20,716576464236915
171;616,6666666666666;20,11;19,87759667222506;0,054011306760865886;20,718836075838045
172;620,0;20,33;19,88036060205387;0,20217558818535722;20,721095687439178
173;623,3333333333334;20,45;19,883124531882682;0,3213477963532272;20,72335529904031
174;626,6666666666666;20,45;19,88588846171149;0,31822182763022633;20,72561491064144
175;630,0;20,46;19,888652391540305;0,32643808969261434;20,727874522242573
176;633,3333333333334;20,34;19,891416321369118;0,20122731673401473;20,730134133843706
177;636,6666666666666;20,36;19,894180251197927;0,21698803837402597;20,732393745444835
178;640,0;20,27;19,89694418102674;0,13917064406980958;20,734653357045968
179;643,3333333333334;20,15;19,89970811085555;0,06264602977149737;20,7369129686471
180;646,6666666666666;20,34;19,902472040684362;0,1914307151829064;20,73917258024823
181;650,0;20,42;19,905235970513175;0,26498200605351463;20,741432191849363
182;653,3333333333334;20,22;19,907999900341984;0,09734406218661101;20,743691803450492
183;656,6666666666666;20,26;19,910763830170797;0,12196590231697287;20,745951415051625
184;660,0;20,28;19,913527759999607;0,1343019026909068;20,748211026652758
185;663,3333333333334;20,17;19,91629168982842;0,06436790665011978;20,750470638253887
186;666,6666666666666;19,93;19,91905561965723;0,00011977946108723005;20,75273024985502
187;670,0;20,03;19,92181954948604;0,011703009873403222;20,754989861456153
188;673,3333333333334;20,06;19,924583479314855;0,018337634074470057;20,757249473057282
189;676,6666666666666;20,14;19,927347409143664;0,04522112439791249;20,759509084658415
190;680,0;20,1;19,930111338972477;0,028862157145725133;20,761768696259548
191;683,3333333333334;20,34;19,93287526880129;0,1657505467536219;20,764028307860677
192;686,6666666666666;20,48;19,9356391986301;0,2963286820680811;20,76628791946181
193;690,0;20,53;19,938403128458912;0,34998685841720384;20,768547531062943
194;693,3333333333334;20,65;19,94116705828772;0,5024441392564806;20,770807142664072
195;696,6666666666666;20,7;19,943930988116534;0,5716403507304391;20,773066754265205
196;700,0;20,56;19,946694917945344;0,37614312367406716;20,775326365866338
197;703,3333333333334;20,61;19,949458847774157;0,4363146137838441;20,777585977467467
198;706,6666666666666;20,45;19,95222277760297;0,24778216313730209;20,7798455890686
199;710,0;20,45;19,95498670743178;0,24503815981923063;20,782105200669733
200;713,3333333333334;20,65;19,95775063726059;0,47920918021311487;20,784364812270862
201;716,6666666666666;20,71;19,9605145670894;0,5617284141451891;20,786624423871995
202;720,0;20,82;19,963278496918214;0,7339717338427152;20,788884035473124
203;723,3333333333334;21,04;19,966042426747027;1,1533848691474133;20,791143647074257
204;726,6666666666666;20,86;19,968806356575836;0,7942261100796345;20,79340325867539
205;730,0;20,87;19,97157028640465;0,807175950271026;20,79566287027652
206;733,3333333333334;21,09;19,97433421623346;1,244710141067411;20,797922481877652
207;736,6666666666666;20,93;19,97709814606227;0,9080219432379597;20,800182093478785
208;740,0;21,04;19,979862075891084;1,1238924181339593;20,802441705079914
209;743,3333333333334;20,97;19,982626005719894;0,9749074045806492;20,804701316681047
210;746,6666666666666;21,04;19,985389935548707;1,1122023880419594;20,80696092828218
211;750,0;20,91;19,988153865377516;0,8498002959184153;20,80922053988331
212;753,3333333333334;20,67;19,99091779520633;0,46115264086743585;20,811480151484442
213;756,6666666666666;20,56;19,99368172503514;0,32071638855917134;20,813739763085575
214;760,0;20,76;19,99644565486395;0,5830152379761429;20,815999374686704
215;763,3333333333334;20,62;19,999209584692764;0,3853807397373318;20,818258986287837
216;766,6666666666666;20,75;20,001973514521573;0,5595436229772068;20,82051859788897
217;770,0;20,59;20,004737444350386;0,34253225904551704;20,8227782094901
218;773,3333333333334;19,47;20,0075013741792;0,2889077272445287;20,825037821091232
219;806,6666666666666;19,02;20,035140672467314;1,0305105848973914;20,847633937102547
220;810,0;18,77;20,037904602296123;1,6075820805236918;20,84989354870368
221;813,3333333333334;18,75;20,040668532124936;1,6658252598175376;20,852153160304812
222;816,6666666666666;19,11;20,043432461953746;0,8712961610290318;20,854412771905942
223;820,0;20,24;20,04619639178256;0,03755983855809895;20,856672383507075
224;823,3333333333334;20,52;20,04896032161137;0,22187837861646223;20,858931995108208
225;826,6666666666666;20,58;20,05172425144018;0,27907526651643555;20,861191606709337
226;830,0;20,34;20,054488181268994;0,08151699863508692;20,86345121831047
227;833,3333333333334;20,44;20,057252111097803;0,14649594645908948;20,865710829911603
228;836,6666666666666;20,16;20,060016040926616;0,009996792071988166;20,867970441512732
229;840,0;20,1;20,06277997075543;0,0013853305769668375;20,870230053113865
230;843,3333333333334;20,14;20,065543900584238;0,005543710740209889;20,872489664714998
231;846,6666666666666;20,16;20,06830783041305;0,008407453963561821;20,874749276316127
232;850,0;20,21;20,07107176024186;0,019301055802295342;20,87700888791726
233;853,3333333333334;20,35;20,073835690070673;0,07626672607874196;20,87926849951839
234;856,6666666666666;20,21;20,076599619899486;0,017795661410961765;20,881528111119522
235;860,0;20,21;20,079363549728296;0,017065882139591714;20,883787722720655
236;863,3333333333334;20,39;20,08212747955711;0,09478548884385897;20,886047334321784
237;866,6666666666666;20,07;20,084891409385918;0,00022175407349899474;20,888306945922917
238;870,0;20,08;20,08765533921473;5,86042184926211e-05;20,89056655752405
239;873,3333333333334;20,35;20,090419269043544;0,06738215588388889;20,89282616912518
240;876,6666666666666;20,55;20,093183198872353;0,2086815897924968;20,895085780726312
241;880,0;20,43;20,095947128701166;0,1115913208229952;20,897345392327445
242;883,3333333333334;20,55;20,098711058529975;0,20366170869313602;20,899605003928574
243;886,6666666666666;20,55;20,101474988358788;0,2011746860677498;20,901864615529707
244;890,0;20,63;20,1042389181876;0,27642471514854294;20,90412422713084
245;893,3333333333334;20,46;20,10700284801641;0,12460698930852601;20,90638383873197
246;896,6666666666666;20,45;20,109766777845223;0,11575864545782111;20,908643450333102
247;900,0;20,57;20,112530707674033;0,20927815342122155;20,910903061934235
248;903,3333333333334;20,8;20,115294637502846;0,46882143343236055;20,913162673535364
249;906,6666666666666;20,7;20,11805856733166;0,338655831056081;20,915422285136497
250;910,0;20,87;20,120822497160468;0,5612669307608786;20,91768189673763
251;913,3333333333334;21,0;20,12358642698928;0,7681007509574153;20,91994150833876
252;916,6666666666666;21,0;20,12635035681809;0,7632636990318784;20,922201119939892
253;920,0;20,73;20,129114286646903;0,3610636405118607;20,924460731541025
254;923,3333333333334;20,82;20,131878216475712;0,47351158896064693;20,926720343142154
255;926,6666666666666;20,61;20,134642146304525;0,2259650890699678;20,928979954743287
256;930,0;20,47;20,137406076133338;0,11061871819302206;20,931239566344416
257;933,3333333333334;20,48;20,140170005962148;0,11548442484776711;20,93349917794555
258;936,6666666666666;20,61;20,14293393579096;0,2181507083357221;20,935758789546682
259;940,0;20,5;20,145697865619773;0,12553000242638415;20,93801840114781
260;943,3333333333334;20,63;20,148461795448583;0,23187904244260163;20,940278012748944
261;946,6666666666666;20,91;20,151225725277396;0,5757383999808144;20,942537624350077
262;950,0;20,81;20,153989655106205;0,4303495726076742;20,944797235951206
263;953,3333333333334;20,73;20,156753584935018;0,32861145238485423;20,94705684755234
264;956,6666666666666;20,88;20,159517514763827;0,5190950115320905;20,949316459153472
265;960,0;20,94;20,16228144459264;0,6048461514249126;20,9515760707546
266;963,3333333333334;20,7;20,165045374421453;0,28617645142788256;20,953835682355734
267;966,6666666666666;20,75;20,167809304250262;0,33894600621756354;20,956095293956867
268;970,0;21,07;20,170573234079075;0,8089685072549744;20,958354905557997
269;973,3333333333334;21,03;20,173337163907885;0,7338712147413884;20,96061451715913
270;976,6666666666666;21,04;20,176101093736698;0,7463213202429287;20,962874128760262
271;980,0;21,29;20,17886502356551;1,2346209358560716;20,96513374036139
272;983,3333333333334;21,28;20,18162895339432;1,2064189560216598;20,967393351962524
273;986,6666666666666;21,01;20,184392883223133;0,6816271112726143;20,969652963563654
274;990,0;21,08;20,187156813051942;0,7971689564795617;20,971912575164787
275;993,3333333333334;21,12;20,189920742880755;0,8650474245234885;20,97417218676592
276;996,6666666666666;21,12;20,192684672709568;0,859913716227763;20,97643179836705
277;1000,0;21,08;20,195448602538377;0,7824311747513066;20,97869140996818
278;1003,3333333333334;21,39;20,19821253236719;1,420357368006627;20,980951021569314
279;1006,6666666666666;21,41;20,200976462196;1,4617379149641017;20,983210633170444
280;1010,0;21,38;20,203740392024812;1,3835866653539397;20,985470244771577
281;1013,3333333333334;21,27;20,206504321853625;1,1310230574360165;20,98772985637271
282;1016,6666666666666;21,22;20,209268251682435;1,02157866705708;20,98998946797384
283;1020,0;21,02;20,212032181511248;0,6528119957134729;20,99224907957497
284;1023,3333333333334;21,03;20,214796111340057;0,6645573800862947;20,994508691176105
285;1026,6666666666667;21,29;20,21756004116887;1,1501274652977143;20,996768302777234
286;1030,0;21,52;20,220323970997683;1,6891577803632312;20,999027914378367
287;1033,3333333333333;21,93;20,223087900826492;2,9135489143049105;21,0012875259795
288;1036,6666666666667;21,91;20,225851830655305;2,836355056307088;21,00354713758063
289;1040,0;20,21;20,228615760484114;0,000346546538401882;21,00580674918176
290;1043,3333333333333;18,84;20,231379690312927;1,9359374426152978;21,008066360782895
291;1060,0;18,56;20,245199339456985;2,839896813706262;21,01936441878855
292;1063,3333333333333;18,29;20,247963269285798;3,833620163872332;21,02162403038968
293;1066,6666666666667;18,18;20,250727199114607;4,287911133153027;21,023883641990814
294;1070,0;19,97;20,25349112894342;0,08036722018961534;21,026143253591947
295;1073,3333333333333;20,99;20,25625505877223;0,5383816387773426;21,028402865193076
296;1076,6666666666667;21,03;20,259018988601042;0,5944117199377618;21,03066247679421
297;1080,0;21,18;20,261782918429855;0,8431226088871938;21,032922088395342
298;1083,3333333333333;21,26;20,264546848258664;0,9909269773117617;21,03518169999647
299;1086,6666666666667;21,07;20,267310778087477;0,6443099869745316;21,037441311597604
300;1090,0;20,81;20,270074707916287;0,2915193210316818;21,039700923198737
301;1093,3333333333333;20,91;20,2728386377451;0,4059746015505207;21,041960534799866
302;1096,6666666666667;20,94;20,275602567573912;0,4414239482143793;21,044220146401
303;1100,0;20,77;20,278366497402722;0,24170350087606754;21,046479758002132
304;1103,3333333333333;20,58;20,281130427231535;0,08932302152680396;21,04873936960326
305;1106,6666666666667;21,0;20,283894357060344;0,512807291850018;21,050998981204394
306;1110,0;20,83;20,286658286889157;0,2952202172062238;21,053258592805527
307;1113,3333333333333;20,69;20,28942221671797;0,16046256045914614;21,055518204406656
308;1116,6666666666667;21,0;20,29218614654678;0,5010004511402976;21,05777781600779
309;1120,0;21,19;20,294950076375592;0,8011143657800607;21,060037427608922
310;1123,3333333333333;21,15;20,2977140062044;0,7263914152201486;21,06229703921005
311;1126,6666666666667;21,34;20,300477936033214;1,0806061214737657;21,064556650811184
312;1130,0;21,29;20,303241865862027;0,9736916152874516;21,066816262412317
313;1133,3333333333333;21,25;20,306005795690837;0,8911250577692905;21,069075874013446
