;L, μμ;vt41,nacro+tib2,200,2000.csv;Result;fail;Predict
0;40,0;14,21;17,684017807514667;12,068799726929011;17,921196744351647
1;43,333333333333336;14,09;17,686725565896793;12,936434796375611;17,923715865154815
2;46,66666666666666;14,51;17,68943332427892;10,108796263535302;17,926234985957983
3;50,0;14,93;17,69214108266105;7,629423360523954;17,928754106761154
4;53,333333333333336;14,96;17,694848841043175;7,479398183355193;17,931273227564322
5;56,66666666666666;15,32;17,6975565994253;5,6527753834708;17,93379234836749
6;60,0;15,8;17,700264357807427;3,6110046295532703;17,93631146917066
7;63,333333333333336;16,22;17,702972116189553;2,1992062973957247;17,93883058997383
8;66,66666666666667;16,49;17,705679874571683;1,4778775574386256;17,941349710776997
9;70,0;16,34;17,70838763295381;1,8724847140209275;17,94386883158017
10;73,33333333333333;16,38;17,711095391335935;1,7718149408357675;17,946387952383336
11;76,66666666666667;16,35;17,71380314971806;1,859959031180899;17,948907073186504
12;80,0;16,14;17,716510908100187;2,485386643358873;17,951426193989676
13;83,33333333333333;16,23;17,719218666482313;2,217772236599356;17,953945314792843
14;86,66666666666667;16,31;17,721926424864442;1,9935362292304888;17,95646443559601
15;90,0;16,2;17,724634183246568;2,324509392723932;17,95898355639918
16;93,33333333333331;16,2;17,727341941628694;2,3327734066581116;17,96150267720235
17;96,66666666666669;16,39;17,73004970001082;1,7957331984990876;17,96402179800552
18;100,0;16,39;17,732757458392946;1,802997592069883;17,966540918808686
19;103,33333333333331;16,44;17,735465216775072;1,6782301278740814;17,969060039611858
20;106,66666666666669;16,69;17,7381729751572;1,0986665858498972;17,971579160415025
21;110,0;16,62;17,740880733539328;1,256373618819659;17,974098281218193
22;113,33333333333331;16,36;17,743588491921454;1,9143171149774842;17,976617402021365
23;116,66666666666669;16,33;17,74629625030358;2,005895068623985;17,979136522824533
24;120,0;16,25;17,749004008685706;2,2470130180558154;17,9816556436277
25;123,33333333333331;16,33;17,751711767067835;2,0212643486191517;17,984174764430872
26;126,66666666666669;16,28;17,75441952544996;2,173912937028086;17,98669388523404
27;130,0;16,39;17,757127283832087;1,8690370101980989;17,989213006037208
28;133,33333333333334;16,41;17,759835042214213;1,8220546411894465;17,99173212684038
29;136,66666666666666;16,64;17,76254280059634;1,2601023391706714;17,994251247643547
30;140,0;16,47;17,765250558978465;1,6776740105340298;17,996770368446715
31;143,33333333333334;16,76;17,767958317360595;1,0159799695363985;17,999289489249882
32;146,66666666666666;16,91;17,77066607574272;0,7407460939343746;18,001808610053054
33;150,0;17,16;17,773373834124847;0,37622746038901494;18,00432773085622
34;153,33333333333334;17,3;17,776081592506973;0,22665368272397465;18,00684685165939
35;156,66666666666666;17,0;17,7787893508891;0,606512853058264;18,00936597246256
36;160,0;16,81;17,781497109271225;0,9438066333223487;18,01188509326573
37;163,33333333333334;16,75;17,784204867653354;1,0695797082778924;18,014404214068897
38;166,66666666666666;16,36;17,78691262603548;2,0360796423394723;18,016923334872068
39;170,0;16,13;17,789620384417606;2,754339820374447;18,019442455675236
40;173,33333333333334;16,62;17,792328142799732;1,3743532744002673;18,021961576478404
41;176,66666666666666;16,68;17,79503590118186;1,2433050609244398;18,024480697281575
42;180,0;16,46;17,797743659563988;1,7895580987036486;18,026999818084743
43;183,3333333333333;16,61;17,800451417946114;1,4171745784899146;18,02951893888791
44;186,66666666666663;16,61;17,80315917632824;1,4236288200562854;18,032038059691082
45;190,0;16,41;17,805866934710366;1,9484444994177126;18,03455718049425
46;193,3333333333333;16,44;17,808574693092492;1,8729966905732052;18,037076301297418
47;196,66666666666663;16,92;17,811282451474618;0,7943844083066017;18,03959542210059
48;200,0;16,91;17,813990209856748;0,8171982995168462;18,042114542903757
49;203,3333333333333;17,03;17,816697968238874;0,6188936932311698;18,044633663706925
50;206,66666666666663;17,23;17,819405726621;0,34739911057362793;18,047152784510093
51;210,0;17,16;17,822113485003126;0,43839426702298395;18,049671905313264
52;213,3333333333333;16,87;17,82482124338525;0,9116836068197558;18,052191026116432
53;216,66666666666663;16,82;17,827529001767378;1,0151146894023677;18,0547101469196
54;220,0;16,62;17,830236760149507;1,4646730156171732;18,05722926772277
55;223,3333333333333;16,65;17,832944518531633;1,3993577339240406;18,05974838852594
56;226,66666666666663;16,91;17,83565227691376;0,8568321377556263;18,062267509329107
57;230,0;16,94;17,838360035295885;0,8070507530168216;18,06478663013228
58;233,3333333333333;16,8;17,84106779367801;1,0838221510336004;18,067305750935446
59;236,66666666666663;17,22;17,843775552060137;0,38909593934793024;18,069824871738614
60;240,0;16,97;17,846483310442267;0,7682229934838368;18,072343992541786
61;243,3333333333333;16,76;17,849191068824393;1,1863371844068196;18,074863113344954
62;246,66666666666663;16,89;17,85189882720652;0,9252493537812749;18,07738223414812
63;250,0;17,02;17,854606585588645;0,6965681527079364;18,079901354951293
64;253,3333333333333;16,75;17,85731434397077;1,2261450563634182;18,08242047575446
65;256,6666666666667;16,69;17,8600221023529;1,3689517199942975;18,08493959655763
66;260,0;16,69;17,862729860735026;1,375295326259591;18,087458717360796
67;263,3333333333333;16,78;17,865437619117152;1,1781748249947095;18,089977838163968
68;266,6666666666667;16,9;17,86814537749928;0,9373054719732227;18,092496958967136
69;270,0;16,07;17,870853135881404;3,2430720170138865;18,095016079770303
70;283,3333333333333;16,03;17,881684169409912;3,4287342632432707;18,105092562982982
71;286,6666666666667;15,91;17,884391927792038;3,8982234845303587;18,10761168378615
