;L, μμ;hn50,uncoated,53,800;Result;fail;Predict
0;16,783333333333335;572,208;752,0333164184939;32337,144425011455;805,4082499282728
1;17,666666666666668;556,32;752,0330963306319;38303,61607532318;805,394283043851
2;18,55;575,472;752,0328762427698;31173,743019614685;805,3803161594292
3;19,433333333333334;621,288;752,0326561549077;17094,16511306505;805,3663492750073
4;20,316666666666663;613,848;752,0324360670458;19094,938371167467;805,3523823905855
5;21,2;612,384;752,0322159791837;19501,624226168722;805,3384155061638
6;22,08333333333333;652,824;752,0319958913216;9842,226448772486;805,3244486217419
7;22,966666666666665;656,28;752,0317758034596;9168,402569515996;805,3104817373201
8;23,85;687,3359999999999;752,0315557155975;4185,514929349994;805,2965148528983
9;24,73333333333333;716,208;752,0313356277354;1283,3113754973797;805,2825479684765
10;25,616666666666667;690,9359999999999;752,0311155398734;3732,613142830495;805,2685810840546
11;26,5;677,256;752,0308954520114;5591,284989859232;805,2546141996328
12;27,383333333333333;695,496;752,0306753641493;3196,1695185297476;805,240647315211
13;28,266666666666666;665,376;752,0304552762873;7508,994619230078;805,2266804307892
14;29,15;675,0479999999999;752,0302351884252;5926,264534606027;805,2127135463674
15;30,03333333333333;693,888;752,0300151005631;3380,493919954104;805,1987466619456
16;30,916666666666668;694,3919999999999;752,0297950127011;3322,115413926162;805,1847797775238
17;31,8;733,4879999999999;752,029574924839;343,790000693422;805,1708128931019
18;32,68333333333333;739,7520000000001;752,029354836977;150,73344179303967;805,1568460086801
19;33,56666666666667;742,968;752,029134749115;82,10416294161958;805,1428791242583
20;34,45;755,256;752,0289146612529;10,414079783556407;805,1289122398365
21;35,333333333333336;742,3919999999999;752,0286945733908;92,86588230082076;805,1149453554146
22;36,21666666666667;714,6;752,0284744855288;1400,89070231388;805,1009784709929
23;37,1;743,28;752,0282543976667;76,53195500629573;805,0870115865711
24;37,98333333333333;736,3679999999999;752,0280343098046;245,23667458426038;805,0730447021492
25;38,86666666666667;751,776;752,0278142219427;0,06341040237261195;805,0590778177274
26;39,75;760,632;752,0275941340806;74,03580030546776;805,0451109333056
27;40,63333333333333;769,656;752,0273740462185;310,7684530183375;805,0311440488838
28;41,516666666666666;772,0799999999999;752,0271539583565;402,1166343698542;805,0171771644619
29;42,4;761,784;752,0269338704944;95,20033945554489;805,0032102800401
30;43,28333333333333;741,3359999999999;752,0267137826323;114,29136118216698;804,9892433956184
31;44,16666666666666;749,352;752,0264936947704;7,152916523366499;804,9752765111965
32;45,05;721,7520000000001;752,0262736069083;916,5316424259381;804,9613096267747
33;45,93333333333333;709,7280000000001;752,0260535190463;1789,1253315000984;804,9473427423529
34;46,81666666666667;754,872;752,0258334311842;8,10066413744448;804,9333758579311
35;47,7;751,776;752,0256133433221;0,06230682116446303;804,9194089735092
36;48,583333333333336;768,096;752,0253932554601;258,26440113765045;804,9054420890874
37;49,46666666666667;786,4799999999999;752,025173167598;1187,1350920507994;804,8914752046657
38;50,35;778,2719999999999;752,024953079736;688,9074720345391;804,8775083202438
39;51,23333333333333;764,688;752,024732991874;160,35833131909274;804,863541435822
40;52,11666666666667;772,464;752,0245129040119;417,7726327470669;804,8495745514002
41;53,0;751,152;752,0242928161498;0,7608947571064651;804,8356076669784
42;53,88333333333333;756,696;752,0240727282878;21,826904432168263;804,8216407825565
43;54,766666666666666;762,096;752,0238526404257;101,44815243297901;804,8076738981347
44;55,65;743,1840000000001;752,0236325525636;78,13910366434132;804,793707013713
45;56,53333333333333;760,296;752,0234124647017;68,4357045291742;804,7797401292911
46;57,41666666666666;724,848;752,0231923768396;738,4910807182421;804,7657732448693
47;58,3;693,744;752,0229722889775;3396,4386110594023;804,7518063604475
48;59,18333333333333;641,664;752,0227522011155;12179,05418738722;804,7378394760257
49;60,06666666666667;559,992;752,0225321132534;36875,72526369927;804,7238725916038
50;60,95;473,472;752,0223120253913;77590,27632944289;804,709905707182
51;61,833333333333336;435,72;752,0220919375294;100047,01336405726;804,6959388227602
52;62,71666666666667;376,536;752,0218718496673;140989,63995870473;804,6819719383384
53;63,6;349,848;752,0216517618052;161743,64617142573;804,6680050539165
54;64,48333333333333;430,032;752,0214316739432;103677,19410970894;804,6540381694948
55;65,36666666666666;471,576;752,0212115860811;78649,51670156179;804,640071285073
56;66,25;527,28;752,020991498219;50508,513259602565;804,6261044006511
57;67,13333333333334;610,512;752,020771410357;20024,7323860687;804,6121375162293
58;68,01666666666667;716,064;752,020551322495;1292,873583007216;804,5981706318075
59;68,9;707,856;752,0203312346329;1950,4881534023684;804,5842037473857
60;69,78333333333333;746,16;752,0201111467709;34,340902652508774;804,5702368629638
61;70,66666666666667;771,72;752,0198910589088;388,0942922908626;804,556269978542
62;71,55;759,6;752,0196709710467;57,46138818719231;804,5423030941203
63;72,43333333333334;730,1039999999999;752,0194508831847;480,2869874132856;804,5283362096984
64;73,31666666666666;768,096;752,0192307953226;258,46250806046237;804,5143693252766
65;74,2;757,3439999999999;752,0190107074606;28,3555109656591;804,5004024408548
66;75,08333333333333;775,128;752,0187906195986;534,0355581872351;804,486435556433
67;75,96666666666667;779,088;752,0185705317365;732,7540117372912;804,4724686720111
68;76,85;781,3439999999999;752,0183504438744;859,9937218886861;804,4585017875893
69;77,73333333333333;770,832;752,0181303560124;353,9616909809571;804,4445349031676
70;78,61666666666666;786,6;752,0179102681503;1195,9209302217039;804,4305680187457
71;79,5;757,7520000000001;752,0176901802882;32,882309108443465;804,4166011343239
72;80,38333333333334;779,208;752,0174700924263;739,3249166546601;804,4026342499021
73;81,26666666666667;767,952;752,0172500045642;253,91625741704195;804,3886673654803
74;82,15;768,12;752,0170299167021;259,30564550358775;804,3747004810584
75;83,03333333333333;791,88;752,0168098288401;1589,073930622058;804,3607335966366
76;83,91666666666667;815,856;752,016589740978;4075,47030221972;804,3467667122148
77;84,8;803,832;752,0163696531159;2684,8595482449327;804,332799827793
78;85,68333333333334;832,704;752,016149565254;6510,5292077799395;804,3188329433711
79;86,56666666666666;864,72;752,0159294773919;12702,207512365034;804,3048660589494
80;87,45;870,72;752,0157093895298;14090,708609334975;804,2908991745276
81;88,33333333333333;881,376;752,0154893016678;16734,141728133312;804,2769322901057
82;89,21666666666667;880,5840000000001;752,0152692138057;16529,91853597292;804,2629654056839
83;90,1;879,432;752,0150491259436;16235,079370041702;804,2489985212621
84;90,98333333333332;857,4719999999999;752,0148290380816;11121,214907291249;804,2350316368403
85;91,86666666666666;841,776;752,0146089502196;8057,107323191597;804,2210647524184
86;92,75;826,296;752,0143888623575;5517,757753203947;804,2070978679967
87;93,63333333333334;859,968;752,0141687744955;11654,029676264705;804,1931309835749
88;94,51666666666668;845,592;752,0139486866334;8756,85168760707;804,179164099153
89;95,4;847,32;752,0137285987713;9083,285368404671;804,1651972147312
90;96,28333333333332;854,448;752,0135085109093;10492,825046628584;804,1512303303094
91;97,16666666666669;864,456;752,0132884230472;12643,36338677779;804,1372634458876
92;98,05;845,4;752,0130683351852;8721,119005768795;804,1232965614657
93;98,93333333333334;880,0799999999999;752,0128482473232;16401,195358043136;804,1093296770439
94;99,81666666666666;860,0400000000001;752,0126281594611;11669,913066774076;804,0953627926222
95;100,7;875,592;752,012408071599;15271,91554119011;804,0813959082003
96;101,58333333333331;884,424;752,012187983737;17532,88796143016;804,0674290237785
97;102,46666666666668;874,968;752,0119678958749;15118,185830790624;804,0534621393567
98;103,35;861,552;752,0117478080128;11999,066850284153;804,0394952549349
99;104,23333333333332;891,288;752,0115277201509;19397,935730719586;804,025528370513
100;105,11666666666666;855,864;752,0113076322888;10785,381712022472;804,0115614860912
101;106,0;875,6159999999999;752,0110875444267;15278,174383149912;803,9975946016694
102;106,88333333333334;907,848;752,0108674565647;24285,211879360206;803,9836277172476
103;107,76666666666668;895,7520000000001;752,0106473687026;20661,576456275;803,9696608328258
104;108,65;893,112;752,0104272808405;19909,653823820237;803,955693948404
105;109,53333333333332;903,624;752,0102071929786;22986,742169330435;803,9417270639822
106;110,41666666666669;876,2159999999999;752,0099871051165;15427,133639243948;803,9277601795603
107;111,3;876,096;752,0097670172544;15397,39321584823;803,9137932951385
108;112,18333333333334;883,2239999999999;752,0095469293924;17217,232694618666;803,8998264107167
109;113,06666666666666;881,112;752,0093268415303;16667,50021666264;803,8858595262949
110;113,95;912,48;752,0091067536682;25750,907579275616;803,871892641873
111;114,83333333333331;909,432;752,0088866658062;24782,036611830415;803,8579257574513
112;115,71666666666668;907,656;752,0086665779442;24226,092401396607;803,8439588730295
113;116,6;916,224;752,0084464900821;26966,748014568737;803,8299919886076
114;117,48333333333332;896,736;752,0082264022201;20946,12845057024;803,8160251041858
115;118,36666666666666;865,7520000000001;752,008006314358;12937,696099559382;803,802058219764
116;119,25;893,16;752,0077862264959;19923,94745316099;803,7880913353422
117;120,13333333333334;860,3280000000001;752,0075661386339;11733,316391914599;803,7741244509203
118;121,01666666666668;833,808;752,0073460507718;6691,346986521375;803,7601575664985
119;121,9;796,944;752,0071259629098;2019,322648225312;803,7461906820768
120;122,78333333333332;728,52;752,0069058750478;551,6347475833547;803,7322237976549
121;123,66666666666669;635,4;752,0066857871857;13597,119170271459;803,7182569132331
122;124,55;583,608;752,0064656993236;28358,043249886283;803,7042900288113
123;125,43333333333334;502,15199999999993;752,0062456114616;62427,144050072624;803,6903231443895
124;126,31666666666666;461,16;752,0060255235995;84591,4105628743;803,6763562599676
125;127,2;461,112;752,0058054357374;84619,20604088466;803,6623893755458
126;128,08333333333334;447,576;752,0055853478755;92677,37243507938;803,648422491124
127;128,96666666666667;445,704;752,0053652600134;93820,52636014813;803,6344556067022
128;129,85;510,768;752,0051451721513;58195,36021080961;803,6204887222804
129;130,73333333333332;600,9839999999999;752,0049250842893;22807,31981331455;803,6065218378586
130;131,61666666666667;661,848;752,0047049964272;8128,231455812813;803,5925549534368
131;132,5;736,704;752,0044849085651;234,10483843723085;803,5785880690149
132;133,38333333333333;816,5039999999999;752,0042648207032;4160,21583819941;803,5646211845931
133;134,26666666666668;876,288;752,0040447328411;15446,501536849166;803,5506543001713
134;135,15;876,7679999999999;752,003824644979;15566,099452018414;803,5366874157495
135;136,03333333333333;889,6080000000001;752,003604557117;18934,969645201338;803,5227205313276
136;136,91666666666666;897,288;752,0033844692549;21107,61950991642;803,5087536469059
137;137,8;882,7919999999999;752,0031643813929;17105,719522470998;803,4947867624841
138;138,68333333333334;867,84;752,0029442935308;13418,223474743645;803,4808198780622
139;139,56666666666666;854,9039999999999;752,0027242056688;10588,672560100997;803,4668529936404
140;140,45;848,208;752,0025041178068;9255,497437938691;803,4528861092186
141;141,33333333333334;849,888;752,0022840299447;9581,613390970348;803,4389192247968
142;142,21666666666667;867,3359999999999;752,0020639420826;13301,916806611756;803,424952340375
143;143,1;869,256;752,0018438542206;13748,537133458805;803,4109854559532
144;143,98333333333332;896,136;752,0016237663585;20774,7184122609;803,3970185715314
145;144,86666666666667;888,9119999999999;752,0014036784964;18744,51138510968;803,3830516871095
146;145,75;911,952;752,0011835906345;25584,263670022556;803,3690848026877
147;146,63333333333333;908,304;752,0009635027724;24430,639218253662;803,3551179182659
148;147,51666666666668;889,3679999999999;752,0007434149103;18869,763181713857;803,3411510338441
149;148,4;876,12;752,0005233270483;15405,6444895674;803,3271841494222
150;149,28333333333333;892,2479999999999;752,0003032391862;19669,416446713156;803,3132172650004
151;150,16666666666666;879,384;752,0000831513241;16226,662271710371;803,2992503805787
152;151,05;900,0719999999999;751,9998630634622;21925,35773695278;803,2852834961568
153;151,93333333333334;902,088;751,9996429756001;22526,51491428373;803,271316611735
154;152,81666666666666;911,592;751,999422887738;25469,790669333295;803,2573497273132
155;153,7;905,592;751,999202799876;23590,747351758415;803,2433828428914
156;154,58333333333334;885,5039999999999;751,9989827120139;17823,58964106544;803,2294159584695
157;155,46666666666667;861,984;751,9987626241518;12096,75244062168;803,2154490740477
158;156,35;874,92;751,9985425362898;15109,684705002694;803,201482189626
159;157,23333333333332;853,56;751,9983224484278;10314,774347089522;803,1875153052041
160;158,11666666666667;856,176;751,9981023605657;10853,034356572467;803,1735484207823
161;159,0;890,496;751,9978822727037;19181,728614004023;803,1595815363605
162;159,88333333333333;877,0799999999999;751,9976621848416;15645,591233305386;803,1456146519387
163;160,76666666666668;874,872;751,9974420969795;15098,156979862724;803,1316477675168
164;161,65;870,9119999999999;751,9972220091175;14140,724424620847;803,117680883095
165;162,53333333333333;860,592;751,9970019212554;11792,87360772253;803,1037139986732
166;163,41666666666666;843,7919999999999;751,9967818333934;8426,362078254895;803,0897471142514
167;164,3;855,72;751,9965617455314;10758,55164332857;803,0757802298295
168;165,18333333333334;848,352;751,9963416576693;9284,41289458396;803,0618133454078
169;166,06666666666666;880,032;751,9961215698072;16393,18616539112;803,047846460986
170;166,95;873,4799999999999;751,9959014819452;14758,386192744416;803,0338795765641
171;167,83333333333334;869,568;751,9956813940831;13823,250102371221;803,0199126921423
172;168,71666666666667;863,208;751,995461306221;12368,228762715275;803,0059458077205
173;169,6;865,008;751,9952412183591;12771,883647437367;802,9919789232987
174;170,48333333333332;836,952;751,995021130497;7217,688258633182;802,9780120388768
