;L, μμ;vt41,naco3,200,2000.csv;Result;fail;Predict
0;16,666666666666668;14,69;19,79813103215675;26,093002641682787;19,47221041338618
1;20,0;15,09;19,799796719215887;22,182185136336738;19,474953088593075
2;23,33333333333333;15,98;19,801462406275025;14,603574922573301;19,47769576379997
3;26,666666666666668;15,79;19,803128093334163;16,1051970935079;19,480438439006868
4;30,0;15,75;19,8047937803933;16,44135260151619;19,483181114213764
5;33,333333333333336;15,62;19,806459467452438;17,526442872622155;19,48592378942066
6;36,66666666666666;15,99;19,808125154511576;14,57807969551404;19,488666464627553
7;40,0;15,85;19,809790841570713;15,6799435089873;19,49140913983445
8;43,333333333333336;15,89;19,81145652862985;15,377821305933676;19,494151815041345
9;46,66666666666666;16,31;19,81312221568899;12,271865258053737;19,49689449024824
10;50,0;16,56;19,81478790274813;10,593644291875576;19,499637165455137
11;53,333333333333336;16,71;19,816453589807267;9,650053905626452;19,502379840662034
12;56,66666666666666;16,93;19,818119276866405;8,341232957407327;19,50512251586893
13;60,0;17,11;19,819784963925542;7,342934550716956;19,507865191075823
14;63,333333333333336;16,94;19,82145065098468;8,302757854060028;19,51060786628272
15;66,66666666666667;16,81;19,823116338043818;9,078870066586592;19,513350541489615
16;70,0;16,85;19,824782025102955;8,849328096875631;19,51609321669651
17;73,33333333333333;16,92;19,826447712162093;8,447438303532254;19,518835891903407
18;76,66666666666667;16,9;19,82811339922123;8,573848078698918;19,521578567110303
19;80,0;16,89;19,829779086280368;8,642301076131432;19,5243212423172
20;83,33333333333333;16,9;19,831444773339506;8,593368459139514;19,527063917524096
21;86,66666666666667;16,72;19,833110460398643;9,69145673864346;19,52980659273099
22;90,0;16,62;19,83477614745778;10,334785678263485;19,532549267937885
23;93,33333333333331;16,87;19,83644183451692;8,799777157572095;19,53529194314478
24;96,66666666666669;17,06;19,838107521576056;7,717881401437464;19,538034618351677
25;100,0;17,13;19,839773208635194;7,342870842237078;19,540777293558573
26;103,33333333333331;17,27;19,84143889569433;6,612297994289684;19,54351996876547
27;106,66666666666669;17,29;19,84310458275347;6,518343010476769;19,546262643972366
28;110,0;17,1;19,844770269812607;7,533763834047161;19,54900531917926
29;113,33333333333331;17,04;19,846435956871744;7,876082780022627;19,551747994386155
30;116,66666666666669;17,27;19,84810164393088;6,646608086439117;19,55449066959305
31;120,0;17,22;19,84976733099002;6,915676215142376;19,557233344799947
32;123,33333333333331;17,21;19,851433018049157;6,977168388840274;19,559976020006843
33;126,66666666666669;17,41;19,853098705108295;5,968731282901825;19,56271869521374
34;130,0;17,29;19,854764392167432;6,578016387329982;19,565461370420635
35;133,33333333333334;17,17;19,85643007922657;7,216906570573265;19,568204045627528
36;136,66666666666666;17,13;19,858095766285707;7,442506510026006;19,570946720834424
37;140,0;17,23;19,859761453344845;6,915645301498389;19,57368939604132
38;143,33333333333334;17,1;19,861427140403983;7,625479851759708;19,576432071248217
39;146,66666666666666;17,41;19,863092827463124;6,017664420151022;19,579174746455113
40;150,0;17,58;19,86475851452226;5,220121469681978;19,58191742166201
41;153,33333333333334;17,86;19,8664242015814;4,025738076691557;19,584660096868905
42;156,66666666666666;17,69;19,868089888640537;4,744075562998139;19,587402772075798
43;160,0;17,71;19,869755575699674;4,664544146765827;19,590145447282694
44;163,33333333333334;17,74;19,871421262758812;4,542956599340375;19,59288812248959
45;166,66666666666666;17,72;19,87308694981795;4,635783413476366;19,595630797696487
46;170,0;17,52;19,874752636877087;5,544859980879597;19,598373472903383
47;173,33333333333334;17,6;19,876418323936225;5,182080385552604;19,60111614811028
48;176,66666666666666;17,73;19,878084010995362;4,614264918293922;19,603858823317175
49;180,0;17,6;19,8797496980545;5,197258685779577;19,60660149852407
50;183,3333333333333;17,39;19,881415385113637;6,207150621180932;19,609344173730964
51;186,66666666666663;17,65;19,883081072172775;4,986651074896317;19,61208684893786
52;190,0;17,58;19,884746759231913;5,311857624190012;19,614829524144756
53;193,3333333333333;17,38;19,88641244629105;6,282103350922692;19,617572199351653
54;196,66666666666663;17,71;19,888078133350188;4,744024354978236;19,62031487455855
55;200,0;17,64;19,889743820409326;5,061347257469945;19,623057549765445
56;203,3333333333333;17,61;19,891409507468463;5,204829340767498;19,62580022497234
57;206,66666666666663;17,98;19,8930751945276;3,659856699916816;19,628542900179234
58;210,0;18,21;19,89474088158674;2,8383518380896575;19,63128557538613
59;213,3333333333333;17,94;19,896406568645876;3,8275266618407255;19,634028250593026
60;216,66666666666663;18,15;19,898072255705014;3,0557566111656196;19,636770925799922
61;220,0;18,12;19,89973794276415;3,1674671449143696;19,63951360100682
62;223,3333333333333;18,04;19,90140362982329;3,4648234731193184;19,642256276213715
63;226,66666666666663;17,94;19,903069316882426;3,8536411428852313;19,64499895142061
64;230,0;17,95;19,904735003941564;3,8209889356344293;19,647741626627504
65;233,3333333333333;18,03;19,9064006910007;3,5208795531879065;19,6504843018344
66;236,66666666666663;18,12;19,90806637805984;3,1971813723480285;19,653226977041296
67;240,0;18,24;19,90973206511898;2,7880051692865004;19,655969652248192
68;243,3333333333333;18,02;19,911397752178118;3,577385456944439;19,65871232745509
69;246,66666666666663;17,15;19,913063439237256;7,634519569249619;19,661455002661985
70;250,0;16,25;19,914729126296393;13,430239569125126;19,66419767786888
71;253,3333333333333;15,16;19,91639481335553;22,623291620515396;19,666940353075773
72;256,6666666666667;14,18;19,91806050041467;32,925338306419036;19,66968302828267
73;260,0;13,52;19,919726187473806;40,95649527463802;19,672425703489566
74;266,6666666666667;13,92;19,92305756159208;36,036700087787864;19,677911053903358
