;L, μμ;vt18u,nacro,200,2000.csv;Result;fail;Predict
0;13,333333333333334;389,88;442,9333983194935;2814,663073246837;459,04914702347025
1;16,666666666666668;363,984;442,9775501155;6239,98095985001;459,09379311720005
2;20,0;350,856;443,02170191150645;8494,516608840666;459,1384392109299
3;23,33333333333333;364,008;443,0658537075129;6250,14423283851;459,18308530465976
4;26,666666666666668;366,456;443,11000550351935;5875,836559733571;459,2277313983896
5;30,0;369,504;443,1541572995258;5424,345670244894;459,27237749211946
6;33,333333333333336;369,0;443,1983090955323;5505,389072636151;459,3170235858493
7;36,66666666666666;362,304;443,2424608915387;6551,034451491146;459,36166967957917
8;40,0;358,2;443,2866126875452;7239,731658640328;459,406315773309
9;43,333333333333336;372,48;443,33076448355166;5019,830827903703;459,45096186703887
10;46,66666666666666;385,512;443,37491627955814;3348,117080375154;459,49560796076867
11;50,0;389,88;443,4190680755646;2866,431810399942;459,5402540544985
12;53,333333333333336;401,88;443,463219871571;1729,16417488742;459,58490014822837
13;56,66666666666666;400,992;443,5073716675775;1807,5568280322502;459,6295462419582
14;60,0;398,616;443,551523463584;2019,2012689463074;459,6741923356881
15;63,333333333333336;393,6;443,59567525959045;2499,5675446624223;459,71883842941793
16;66,66666666666667;403,704;443,63982705559687;1594,8702826145422;459,7634845231478
17;70,0;400,704;443,68397885160334;1847,2785820842698;459,80813061687763
18;73,33333333333333;407,064;443,7281306476098;1344,2584761449998;459,8527767106075
19;76,66666666666667;402,864;443,7722824436163;1673,4875724866868;459,8974228043373
20;80,0;391,2;443,81643423962277;2768,489152092548;459,94206889806713
21;83,33333333333333;388,032;443,8605860356292;3116,831018737652;459,986714991797
22;86,66666666666667;389,472;443,90473783163566;2962,922947847582;460,03136108552684
23;90,0;389,064;443,94888962764213;3012,3511094384567;460,0760071792567
24;93,33333333333331;394,848;443,9930414236486;2415,235096532136;460,12065327298654
25;96,66666666666669;422,232;444,037193219655;475,4664513464882;460,1652993667164
26;100,0;415,224;444,0813450156615;832,746361352924;460,20994546044625
27;103,33333333333331;425,52;444,125496811668;346,16451160898777;460,2545915541761
28;106,66666666666669;429,912;444,16964860767445;203,28054381992172;460,2992376479059
29;110,0;448,08;444,21380040368086;14,947499318578128;460,34388374163575
30;113,33333333333331;437,712;444,25795219968734;42,849490200591646;460,3885298353656
31;116,66666666666669;462,0;444,3021039956938;313,21552297923694;460,43317592909546
32;120,0;457,056;444,3462557917003;161,53759784040767;460,4778220228253
33;123,33333333333331;457,536;444,39040758770676;172,8065998701416;460,52246811655516
34;126,66666666666669;449,544;444,4345593837132;26,106383411361275;460,567114210285
35;130,0;462,768;444,47871117971965;334,49808555163065;460,61176030401487
36;133,33333333333334;469,656;444,5228629757261;631,6745766809264;460,6564063977447
37;136,66666666666666;469,872;444,5670147717326;640,342277402832;460,7010524914745
38;140,0;496,488;444,611166567739;2691,2058469585504;460,74569858520437
39;143,33333333333334;479,832;444,6553183637455;1237,3989309384046;460,7903446789342
40;146,66666666666666;461,04;444,69947015975197;267,01291546003705;460,83499077266407
41;150,0;423,72;444,74362195575844;441,9926801386473;460,8796368663939
42;153,33333333333334;440,664;444,7877737517649;17,0055099557454;460,9242829601238
43;156,66666666666666;433,776;444,83192554777133;122,23348971786264;460,9689290538536
44;160,0;442,44;444,8760773437778;5,934472824867553;461,0135751475835
45;163,33333333333334;450,648;444,9202291397843;32,80735902713658;461,05822124131333
46;166,66666666666666;471,888;444,96438093579076;724,8812635146502;461,10286733504313
47;170,0;458,136;445,0085327317972;172,33039687773717;461,147513428773
48;173,33333333333334;443,352;445,05268452780365;2,892327863110804;461,19215952250283
49;176,66666666666666;448,464;445,0968363238101;11,337791222252516;461,2368056162327
50;180,0;444,576;445,1409881198166;0,3192115755338694;461,28145170996254
51;183,3333333333333;445,488;445,185139915823;0,09172423058769008;461,3260978036924
52;186,66666666666663;461,568;445,2292917118295;266,9533885259312;461,37074389742224
53;190,0;440,568;445,27344350783596;22,141198605435775;461,4153899911521
54;193,3333333333333;434,04;445,31759530384244;127,18415583724855;461,46003608488195
55;196,66666666666663;442,992;445,3617470998489;5,615701317242244;461,50468217861174
56;200,0;443,88;445,40589889585533;2,328367440372529;461,5493282723416
57;203,3333333333333;408,96;445,4500506918618;1331,5237994946456;461,59397436607145
58;206,66666666666663;386,592;445,4942024878683;3469,469457921838;461,6386204598013
59;210,0;357,288;445,53835428387475;7788,125031229409;461,68326655353115
60;213,3333333333333;325,128;445,58250607988117;14509,288034948133;461,727912647261
61;216,66666666666663;322,656;445,62665787588764;15121,782698428606;461,77255874099086
62;220,0;345,23999999999995;445,6708096718941;10086,34753135223;461,8172048347207
63;223,3333333333333;376,608;445,7149614679006;4775,772123325897;461,86185092845056
64;233,3333333333333;394,656;445,84741685591996;2620,5611597165657;461,99578920964007
65;236,66666666666663;404,808;445,89156865192643;1687,859613177553;462,0404353033699
66;240,0;409,44;445,9357204479329;1331,9376110136684;462,08508139709977
67;243,3333333333333;406,776;445,9798722439393;1536,9435989191154;462,1297274908296
68;246,66666666666663;418,032;446,0240240399458;783,5534098529046;462,1743735845595
69;250,0;446,52;446,0681758359523;0,20414507521740943;462,2190196782893
70;253,3333333333333;463,944;446,11232763195875;317,96853944116646;462,2636657720192
71;256,6666666666667;448,92;446,15647942796517;7,637045952059822;462,30831186574903
72;260,0;450,84;446,20063122397164;21,523742639986644;462,35295795947883
73;263,3333333333333;474,9359999999999;446,2447830199781;823,1859317946917;462,3976040532087
74;266,6666666666667;469,104;446,2889348159846;520,5271993508715;462,44225014693853
75;270,0;470,856;446,33308661199106;601,3732810357876;462,4868962406684
76;273,3333333333333;518,016;446,3772384079975;5132,11216243577;462,53154233439824
77;276,6666666666667;491,712;446,42139020400396;2051,239335693172;462,5761884281281
78;280,0;452,712;446,46554200001043;39,01823754563356;462,62083452185794
79;283,3333333333333;447,84;446,5096937960169;1,7697145963558472;462,6654806155878
80;286,6666666666667;455,304;446,5538455920233;76,56520216343323;462,71012670931765
81;290,0;427,176;446,5979973880298;377,2139825406367;462,75477280304744
82;293,3333333333333;452,136;446,64214918403627;30,1823967880656;462,7994188967773
83;296,6666666666667;474,504;446,68630098004274;773,8243787649319;462,84406499050715
84;300,0;427,992;446,73045277604916;351,12961244022387;462,888711084237
85;303,3333333333333;421,512;446,77460457205564;638,1991897640463;462,93335717796685
86;306,6666666666667;416,4;446,8187563680621;925,3007389795206;462,9780032716967
87;310,0;426,72;446,8629081640686;405,7367493060998;463,02264936542656
88;313,3333333333333;415,368;446,90705996007506;994,7123031652102;463,0672954591564
89;316,6666666666667;463,344;446,9512117560815;268,72350640995313;463,11194155288626
90;320,0;462,984;446,99536355208795;255,63649546350098;463,15658764661606
91;323,3333333333333;442,752;447,0395153480944;18,382787860145186;463,2012337403459
92;326,6666666666667;425,376;447,0836671441009;471,22281283907876;463,24587983407577
93;330,0;449,496;447,1278189401073;5,608281532434337;463,2905259278056
94;333,3333333333333;459,432;447,1719707361138;150,3083175513466;463,33517202153547
95;336,6666666666667;465,576;447,21612253212027;337,0851006355587;463,3798181152653
96;340,0;490,2;447,26027432812674;1843,8200407757304;463,4244642089952
97;343,3333333333333;491,448;447,3044261241332;1948,6551145341066;463,469110302725
98;346,6666666666667;478,872;447,34857792013963;993,726139625029;463,5137563964549
99;350,0;484,248;447,3927297161461;1358,310947695923;463,5584024901847
100;353,3333333333333;496,464;447,4368815121526;2403,65834722143;463,60304858391453
101;356,6666666666667;486,672;447,48103330815906;1535,9318702409882;463,6476946776444
102;360,0;499,488;447,5251851041655;2700,1341318987625;463,69234077137423
103;363,3333333333333;483,984;447,56933690017195;1326,0276886739773;463,7369868651041
104;366,6666666666667;468,984;447,6134886961784;456,698753386765;463,78163295883394
105;370,0;450,624;447,6576404921849;8,799288729605205;463,8262790525638
106;373,3333333333333;472,8;447,7017922881913;629,9200303450936;463,87092514629364
107;376,6666666666667;456,864;447,7459440841978;83,13894368369527;463,9155712400235
108;380,0;478,488;447,79009588020426;942,3613173481721;463,9602173337533
109;383,3333333333333;469,8;447,83424767621074;482,4942751500539;464,00486342748314
110;386,6666666666667;469,128;447,8783994722172;451,54552259034597;464,049509521213
111;390,0;449,52;447,92255126822363;2,5518424506538793;464,09415561494285
112;393,3333333333333;459,312;447,9667030642301;128,7157625607901;464,1388017086727
113;396,6666666666667;469,32;448,0108548602366;454,0796665875028;464,18344780240255
114;400,0;464,784;448,05500665624305;279,859218295464;464,2280938961324
115;403,3333333333333;469,92;448,09915845224947;476,1491258520365;464,27273998986226
116;406,6666666666667;468,768;448,14331024825594;425,37782735569516;464,3173860835921
117;410,0;464,88;448,1874620442624;278,64082340373966;464,3620321773219
118;413,3333333333333;436,104;448,2316138402689;147,07901745868196;464,40667827105176
119;416,6666666666667;444,744;448,2757656362753;12,473368509574943;464,4513243647816
120;420,0;408,696;448,3199174322818;1570,054832680282;464,49597045851147
121;423,3333333333333;386,064;448,36406922828826;3881,298625849507;464,5406165522413
122;426,6666666666667;355,32;448,40822102429473;8665,41689346795;464,58526264597117
123;430,0;343,032;448,4523728203012;11113,455005571304;464,629908739701
124;433,3333333333333;341,4;448,4965246163076;11469,66558489139;464,6745548334309
125;436,6666666666667;371,04;448,5406764123141;6006,354844366216;464,7192009271607
126;440,0;393,792;448,5848282083206;3002,2540230665336;464,7638470208905
127;443,3333333333333;422,832;448,62898000432705;665,4841773436499;464,8084931146204
128;446,6666666666667;445,848;448,67313180033346;7,981369689255331;464,8531392083502
129;450,0;454,776;448,71728359633994;36,708044459979625;464,8977853020801
130;453,3333333333333;444,672;448,7614353923464;16,72348182817526;464,94243139580993
131;473,3333333333333;439,896;449,0263461683852;83,36322115454608;465,210307958189
132;480,0;444,768;449,1146497603981;18,893364139569055;465,2996001456487
133;483,3333333333333;433,464;449,15880155640457;246,32679589491931;465,34424623937855
134;493,3333333333333;451,92;449,29125694442394;6,9102900522394695;465,4781845205681
135;496,6666666666667;461,352;449,3354087404304;144,39846549956368;465,52283061429796
136;500,0;473,16;449,3795605364369;565,5093010801912;465,56747670802775
137;503,3333333333333;470,904;449,42371233244336;461,4027582809858;465,6121228017576
138;506,6666666666667;486,84;449,4678641284498;1396,6765396016092;465,65676889548746
139;510,0;470,952;449,51201592445625;459,6729171595695;465,7014149892173
140;513,3333333333334;485,424;449,5561677204627;1286,5013924330146;465,74606108294716
141;516,6666666666666;473,88;449,6003195164692;589,5028843823462;465,790707176677
142;520,0;458,496;449,6444713124756;78,3495601060668;465,83535327040687
143;523,3333333333334;450,048;449,6886231084821;0,1291517501570765;465,8799993641367
144;526,6666666666666;437,832;449,73277490448856;141,62844332730495;465,9246454578666
145;530,0;430,032;449,77692670049504;389,8621304079226;465,96929155159637
146;533,3333333333334;444,6;449,8210784965015;27,259660666630268;466,0139376453262
147;536,6666666666666;474,624;449,86523029250793;612,9966774286281;466,0585837390561
148;540,0;447,648;449,9093820885144;5,113848950253663;466,1032298327859
149;543,3333333333334;451,512;449,9535338845209;2,42881663309658;466,1478759265158
150;546,6666666666666;458,688;449,99768568052735;75,5215629712311;466,19252202024563
151;550,0;463,584;450,0418374765338;183,3901658119733;466,2371681139755
152;553,3333333333334;463,128;450,08598927254025;170,09404381517493;466,28181420770534
153;556,6666666666666;495,648;450,1301410685467;2071,8754817036834;466,3264603014352
154;560,0;497,376;450,1742928645532;2228,0011565004875;466,37110639516504
155;563,3333333333334;480,744;450,2184446605596;931,8095287812392;466,41575248889484
156;566,6666666666666;471,096;450,2625964565661;434,0307032035649;466,4603985826247
157;570,0;464,664;450,30674825257256;206,1306777390079;466,50504467635454
158;573,3333333333334;476,784;450,35090004857904;698,7087730418106;466,5496907700844
159;576,6666666666666;475,896;450,3950518445855;650,2983568251385;466,59433686381425
160;580,0;485,856;450,4392036405919;1254,3494643637805;466,6389829575441
161;583,3333333333334;479,952;450,4833554365984;868,4010124040985;466,68362905127395
162;586,6666666666666;461,928;450,5275072326049;129,9712353394285;466,7282751450038
163;590,0;447,36;450,57165902861135;10,314753716060713;466,7729212387336
164;593,3333333333334;461,52;450,61581082461777;118,90134157252265;466,81756733246345
165;596,6666666666666;466,752;450,65996262062424;258,95366701922694;466,8622134261933
166;600,0;464,4;450,7041144166307;187,57728191274197;466,90685951992316
167;603,3333333333334;472,704;450,7482662126372;482,0542461415452;466,951505613653
168;606,6666666666666;459,648;450,7924180086436;78,42133240563608;466,99615170738286
169;610,0;451,44;450,8365698046501;0,3641280006600369;467,0407978011127
170;613,3333333333334;463,0799999999999;450,88072160065656;148,82239346468575;467,08544389484257
171;616,6666666666666;492,36;450,92487339666303;1716,8697166345642;467,1300899885724
172;620,0;497,376;450,9690251926695;2153,607310768205;467,1747360823023
173;623,3333333333334;515,304;451,0131769886759;4133,3099234733945;467,21938217603207
174;626,6666666666666;510,024;451,0573287846824;3477,0683142153657;467,2640282697619
175;630,0;493,248;451,1014805806889;1776,3290991623692;467,3086743634918
176;633,3333333333334;448,008;451,14563237669535;9,844736931287002;467,3533204572216
177;636,6666666666666;417,264;451,18978417270176;1150,9588317327407;467,3979665509515
178;640,0;426,768;451,23393596870824;598,5820228249329;467,44261264468133
179;643,3333333333334;394,536;451,2780877647147;3219,664523898587;467,4872587384112
180;646,6666666666666;374,832;451,3222395607212;5850,756748056518;467,53190483214104
181;650,0;351,552;451,36639135672766;9962,912721913985;467,5765509258709
182;653,3333333333334;376,032;451,4105431527341;5681,9247678285965;467,6211970196007
183;656,6666666666666;372,336;451,45469494874055;6259,767890391862;467,66584311333054
184;660,0;406,488;451,498846744747;2025,976324679104;467,7104892070604
185;663,3333333333334;454,704;451,5429985407535;9,991930225358542;467,75513530079024
186;666,6666666666666;496,704;451,5871503367599;2035,5301235354073;467,7997813945201
187;670,0;498,336;451,6313021327664;2181,3288028695765;467,84442748824995
188;673,3333333333334;480,816;451,67545392877287;849,1714253293095;467,8890735819798
189;676,6666666666666;503,376;451,71960572477934;2668,3830695170473;467,93371967570965
190;680,0;474,312;451,7637575207858;508,4232389014395;467,9783657694395
191;683,3333333333334;491,424;451,80790931679223;1569,4346410201395;468,0230118631693
192;686,6666666666666;499,272;451,8520611127987;2248,6506040659046;468,06765795689915
193;690,0;508,296;451,8962129088052;3180,9359839321046;468,112304050629
194;693,3333333333334;492,168;451,94036470481166;1618,2626414426834;468,15695014435886
195;696,6666666666666;512,736;451,9845165008181;3690,7427473513726;468,2015962380887
196;700,0;532,752;452,02866829682455;6516,256281260883;468,24624233181856
197;703,3333333333334;522,312;452,072820092831;4933,542394031651;468,2908884255484
198;706,6666666666666;518,184;452,1169718888375;4364,852203441133;468,33553451927827
199;710,0;528,816;452,1611236848439;5875,970062891882;468,3801806130081
200;713,3333333333334;504,0;452,2052754808504;2682,6934880145977;468,4248267067379
201;723,3333333333334;468,696;452,3377308688698;267,59296896648766;468,5587649879275
202;736,6666666666666;466,44;452,51433805289565;193,92406066502997;468,7373493628469
203;740,0;493,296;452,55848984890207;1659,5447333108064;468,78199545657674
204;743,3333333333334;490,728;452,60264164490854;1453,5429497041425;468,82664155030653
205;746,6666666666666;507,84;452,646793440915;3046,2900502738185;468,8712876440364
206;750,0;500,928;452,6909452369215;2326,8134522162345;468,91593373776624
207;753,3333333333334;506,28;452,7350970329279;2867,0566337531627;468,9605798314961
208;756,6666666666666;499,848;452,7792488289344;2215,467336803692;469,00522592522594
209;760,0;497,04;452,82340062494086;1955,1076602944822;469,0498720189558
210;763,3333333333334;485,328;452,86755242094733;1053,6806570324245;469,09451811268565
211;766,6666666666666;502,344;452,9117042169538;2443,5518663825655;469,1391642064155
212;770,0;470,28;452,9558560129602;300,1259648836854;469,18381030014535
213;773,3333333333334;446,904;453,0000078089667;37,16131120698303;469,22845639387515
214;776,6666666666666;444,192;453,0441596049732;78,36072967191869;469,273102487605
215;780,0;459,384;453,08831140097965;39,63569493583502;469,31774858133485
216;783,3333333333334;441,096;453,13246319698607;144,87644629239995;469,3623946750647
217;786,6666666666666;464,976;453,17661499299254;139,2254865435924;469,40704076879456
218;790,0;459,744;453,220766788999;42,55257152510659;469,4516868625244
219;793,3333333333334;429,768;453,2649185850055;552,1051829903777;469,49633295625426
220;796,6666666666666;414,576;453,3090703810119;1500,2507411404201;469,5409790499841
221;800,0;438,12;453,3532221770184;232,0510578944045;469,58562514371397
222;803,3333333333334;468,432;453,39737397302486;226,0399797709989;469,63027123744376
223;806,6666666666666;466,968;453,44152576903133;182,96550512105995;469,6749173311736
224;810,0;492,96;453,4856775650378;1558,2221316993582;469,71956342490347
225;813,3333333333334;487,656;453,5298293610442;1164,5955224791278;469,7642095186333
226;816,6666666666666;471,768;453,5739811570507;331,02232165759335;469,8088556123632
227;820,0;458,568;453,61813295305717;24,50118378241037;469,853501706093
228;823,3333333333334;482,664;453,66228474906364;841,0994874963936;469,8981477998229
229;826,6666666666666;470,904;453,70643654507006;295,7561887863416;469,94279389355273
230;830,0;465,528;453,75058834107654;138,7074253837468;469,9874399872826
231;833,3333333333334;465,408;453,794740137083;134,8678046436391;470,0320860810124
232;836,6666666666666;472,608;453,8388919330895;352,27941762736555;470,07673217474223
233;840,0;470,328;453,88304372909596;270,4365867519453;470,1213782684721
234;843,3333333333334;502,608;453,9271955251024;2369,8207243232127;470,16602436220194
235;846,6666666666666;520,392;453,97134732110885;4411,703102289897;470,2106704559318
236;850,0;509,208;454,0154991171153;3046,2121537072285;470,25531654966164
237;853,3333333333334;477,288;454,0596509131218;539,5562013018758;470,2999626433915
238;856,6666666666666;425,808;454,1038027091282;800,6524509539082;470,34460873712135
239;860,0;379,68;454,1479545051347;5545,476248178809;470,3892548308512
240;863,3333333333334;325,44;454,19210630114117;16577,104876980356;470,433900924581
241;866,6666666666666;331,848;454,23625809714764;14978,885720054022;470,47854701831085
242;870,0;328,848;454,2804098931541;15733,289451604223;470,5231931120407
243;873,3333333333334;361,128;454,32456168916053;8685,599110681507;470,56783920577055
244;876,6666666666666;395,616;454,368713485167;3451,8813418701266;470,6124852995004
245;880,0;451,176;454,4128652811735;10,477296848466358;470,65713139323026
246;883,3333333333334;459,48;454,45701707717996;25,230357442941983;470,7017774869601
247;886,6666666666666;465,792;454,5011688731864;127,48286753422288;470,74642358068996
248;890,0;474,552;454,54532066919285;400,267217845747;470,7910696744198
249;893,3333333333334;444,96;454,5894724651993;92,7267399580323;470,8357157681496
250;896,6666666666666;414,432;454,6336242612058;1616,1705932391692;470,88036186187946
251;900,0;421,56;454,6777760572122;1096,7870909756584;470,9250079556093
252;903,3333333333334;452,568;454,7219278532187;4,639405196871335;470,96965404933917
253;906,6666666666666;455,76;454,76607964922516;0,9878776636843589;471,014300143069
254;910,0;484,872;454,81023144523164;903,7099286404608;471,0589462367989
255;913,3333333333334;495,168;454,8543832412381;1625,187696172328;471,1035923305287
