;L, μμ;vt18u,nacro,200,2000.csv;Result;fail;Predict
0;13,333333333333334;19,53;17,38058500138869;4,61998483625527;18,5223862859798
1;16,666666666666668;17,89;17,384478412537014;0,255552075391098;18,52520053941198
2;20,0;17,79;17,38837182368534;0,16130519200983914;18,528014792844157
3;23,33333333333333;17,64;17,392265234833665;0,06137251387201919;18,530829046276338
4;26,666666666666668;17,47;17,39615864598199;0,00545254556321273;18,53364329970852
5;30,0;17,4;17,400052057130317;2,709944816988647e-09;18,536457553140696
6;33,333333333333336;17,58;17,403945468278643;0,030995198139625785;18,539271806572877
7;36,66666666666666;17,62;17,40783887942697;0,04501234108280483;18,542086060005055
8;40,0;17,75;17,411732290575294;0,11442504323943715;18,544900313437235
9;43,333333333333336;17,62;17,41562570172362;0,041768853795963144;18,547714566869413
10;46,66666666666666;17,76;17,419519112871942;0,1159272344995103;18,550528820301594
11;50,0;17,77;17,423412524020268;0,12012287850600104;18,553343073733775
12;53,333333333333336;18,09;17,427305935168594;0,43916342356277194;18,556157327165952
13;56,66666666666666;18,18;17,43119934631692;0,5607024189562083;18,558971580598133
14;60,0;18,39;17,435092757465245;0,9118478418453301;18,56178583403031
15;63,333333333333336;18,29;17,43898616861357;0,724224541211008;18,56460008746249
16;66,66666666666667;18,2;17,442879579761897;0,573231330741521;18,56741434089467
17;70,0;18,31;17,446772990910222;0,7451608692220806;18,57022859432685
18;73,33333333333333;18,11;17,45066640205855;0,4347207933744192;18,57304284775903
19;76,66666666666667;17,98;17,454559813206874;0,2760873898971956;18,575857101191207
20;80,0;17,81;17,4584532243552;0,12358513546625462;18,57867135462339
21;83,33333333333333;17,83;17,462346635503526;0,13516899642557628;18,581485608055566
22;86,66666666666667;17,59;17,46624004665185;0,015316526052735919;18,584299861487747
23;90,0;17,86;17,470133457800177;0,15199592072684592;18,587114114919924
24;93,33333333333331;18,13;17,474026868948503;0,4303007486615035;18,589928368352105
25;96,66666666666669;18,17;17,47792028009683;0,47897433870125466;18,592742621784286
26;100,0;18,09;17,481813691245154;0,36989058615684434;18,595556875216463
27;103,33333333333331;17,95;17,48570710239348;0,2155678947678578;18,598371128648644
28;106,66666666666669;17,95;17,489600513541806;0,2119676871309683;18,60118538208082
29;110,0;18,23;17,49349392469013;0,5424411989683463;18,603999635513002
30;113,33333333333331;18,52;17,497387335838457;1,0457366609035672;18,60681388894518
31;116,66666666666669;18,56;17,501280746986783;1,1208864567008614;18,60962814237736
32;120,0;18,71;17,50517415813511;1,451605309225446;18,61244239580954
33;123,33333333333331;18,54;17,509067569283435;1,0628216767031642;18,61525664924172
34;126,66666666666669;18,25;17,51296098043176;0,543226516366112;18,6180709026739
35;130,0;17,97;17,516854391580086;0,20534094243025294;18,620885156106077
36;133,33333333333334;18,07;17,52074780272841;0,30167797620767184;18,623699409538258
37;136,66666666666666;18,15;17,524641213876734;0,39107361138156294;18,626513662970435
38;140,0;18,09;17,52853462502506;0,3152433672957501;18,629327916402616
39;143,33333333333334;17,96;17,532428036173386;0,18281778425054845;18,632142169834797
40;146,66666666666666;17,79;17,53632144732171;0,06435280808895087;18,634956423266974
41;150,0;17,69;17,540214858470037;0,022435588623151422;18,637770676699155
42;153,33333333333334;17,74;17,544108269618363;0,038373570031911435;18,640584930131332
43;156,66666666666666;17,89;17,54800168076669;0,1169628503584104;18,643399183563513
44;160,0;17,95;17,551895091915014;0,15848751784135434;18,64621343699569
45;163,33333333333334;18,42;17,55578850306334;0,7468615114375056;18,64902769042787
46;166,66666666666666;18,5;17,559681914211666;0,884198102460637;18,651841943860052
47;170,0;18,21;17,56357532535999;0,41786485998344186;18,65465619729223
48;173,33333333333334;18,54;17,567468736508317;0,9458170584687271;18,65747045072441
49;176,66666666666666;18,59;17,571362147656643;1,0376230742266863;18,660284704156588
50;180,0;18,73;17,57525555880497;1,3334347244708258;18,66309895758877
51;183,3333333333333;18,83;17,579148969953295;1,5646282993688998;18,665913211020946
52;186,66666666666663;18,99;17,58304238110162;1,9795297413761939;18,668727464453127
53;190,0;18,92;17,586935792249946;1,7770601819842835;18,671541717885308
54;193,3333333333333;19,2;17,590829203398272;2,589430652635838;18,674355971317485
55;196,66666666666663;19,12;17,594722614546598;2,32647110257557;18,677170224749666
56;200,0;19,11;17,598616025694923;2,284281517786207;18,679984478181844
57;203,3333333333333;18,91;17,60250943684325;1,709531572743958;18,682798731614024
58;206,66666666666663;18,43;17,606402847991575;0,6783122687963885;18,685612985046202
59;210,0;18,17;17,6102962591399;0,31326827753279124;18,688427238478383
60;213,3333333333333;18,02;17,614189670288226;0,16468202370077809;18,69124149191056
61;216,66666666666663;17,86;17,618083081436552;0,058523795487233604;18,69405574534274
62;220,0;17,83;17,621976492584874;0,04327377963729014;18,696869998774922
63;223,3333333333333;17,52;17,6258699037332;0,01120843651647714;18,6996842522071
64;233,3333333333333;17,09;17,637550137178177;0,29981115272384096;18,70812701250364
65;236,66666666666663;16,82;17,641443548326503;0,6747695030872355;18,710941265935816
66;240,0;17,17;17,64533695947483;0,22594522504277345;18,713755519367997
67;243,3333333333333;17,52;17,649230370623155;0,016700488691398004;18,716569772800177
68;246,66666666666663;18,2;17,65312378177148;0,2990735980639267;18,719384026232355
69;250,0;18,88;17,657017192919806;1,4956869464137483;18,722198279664536
70;253,3333333333333;19,19;17,660910604068132;2,338114380751289;18,725012533096713
71;256,6666666666667;18,85;17,664804015216458;1,4046895223470341;18,727826786528894
72;260,0;18,81;17,668697426364783;1,3025715645863662;18,73064103996107
