;L, μμ;vt18u, naco3-1, 280, 2000.csv;Result;fail;Predict
0;18,666666666666668;585,6;325,2565536515175;67778,7100566052;301,84748378765266
1;23,33333333333333;482,688;325,38198325251267;24745,182904960762;302,02925103445614
2;28,0;324,86400000000003;325,5074128535079;0,4139801000591378;302,21101828125967
3;32,666666666666664;340,728;325,63284245450313;227,86378132337123;302,39278552806314
4;37,333333333333336;349,248;325,75827205549837;551,7673189067004;302,5745527748666
5;42,0;363,24;325,8837016564936;1395,4930259290597;302,75632002167015
6;46,66666666666666;363,864;326,00913125748883;1432,9910875127473;302,9380872684736
7;51,333333333333336;367,944;326,13456085848406;1748,0292013281262;303,1198545152771
8;56,0;370,704;326,2599904594793;1975,269984037896;303,30162176208063
9;60,66666666666666;372,888;326,38542006047453;2162,4899410319545;303,4833890088841
10;65,33333333333333;379,296;326,5108496614697;2786,272096261244;303,6651562556876
11;70,0;385,728;326,63627926246494;3491,8314597228323;303,84692350249105
12;74,66666666666667;383,904;326,76170886346017;3265,2414363330777;304,0286907492946
13;79,33333333333333;377,304;326,8871384644554;2541,8599270942736;304,21045799609806
14;84,0;369,48;327,01256806545064;1803,4827751155847;304,39222524290153
15;88,66666666666667;367,92;327,13799766644587;1663,1717143340159;304,57399248970506
16;93,33333333333331;374,544;327,2634272674411;2235,4525579187903;304,75575973650854
17;98,0;378,96;327,38885686843633;2659,582803896224;304,937526983312
18;102,66666666666669;383,568;327,51428646943157;3142,018800567029;305,11929423011554
19;107,33333333333331;380,424;327,63971607042674;2786,1806299578034;305,301061476919
20;112,0;377,976;327,765145671422;2521,1298924056823;305,4828287237225
21;116,66666666666669;372,648;327,8905752724172;2003,2270682452418;305,66459597052597
22;121,33333333333331;373,584;328,01600487341244;2076,4421798567078;305,8463632173295
23;126,0;382,416;328,1414344744077;2945,7284629918145;306,02813046413297
24;130,66666666666666;391,224;328,2668640754029;3963,6009638281926;306,20989771093645
25;135,33333333333334;394,44;328,39229367639814;4362,2995106087565;306,39166495774
26;140,0;391,272;328,5177232773934;3938,099246977487;306,57343220454345
27;144,66666666666666;386,136;328,6431528783886;3305,4274701489826;306,7551994513469
28;149,33333333333334;376,8;328,76858247938384;2307,0170690397545;306,93696669815046
29;154,0;380,184;328,894012080379;2630,662860794869;307,11873394495393
30;158,66666666666666;378,168;329,01944168137425;2415,5807847993574;307,3005011917574
31;163,33333333333334;384,6;329,1448712823695;3075,271301088972;307,4822684385609
32;168,0;388,56;329,2703008833647;3515,2684213411435;307,6640356853644
33;172,66666666666666;388,536;329,39573048435994;3497,5714783825447;307,8458029321679
34;177,33333333333334;377,904;329,5211600853552;2340,899198206148;308,02757017897136
35;182,0;379,536;329,6465896863504;2488,953261443686;308,2093374257749
36;186,66666666666663;385,32;329,77201928734564;3085,5781612534197;308,39110467257836
37;191,3333333333333;393,864;329,8974488883409;4091,7196611204963;308,57287191938184
38;196,0;406,464;330,02287848933605;5843,245057808091;308,75463916618537
39;200,66666666666663;416,232;330,1483080903313;7410,402012798768;308,93640641298884
40;205,3333333333333;417,936;330,2737376913265;7684,672233074672;309,1181736597923
41;210,0;411,456;330,39916729232175;6570,210128600542;309,2999409065958
42;214,66666666666663;407,832;330,524596893317;5976,434575099182;309,4817081533993
43;219,3333333333333;410,136;330,6500264943122;6318,019984146905;309,6634754002028
44;224,0;413,328;330,77545609530745;6814,922505136187;309,8452426470063
45;228,66666666666663;399,072;330,9008856963027;4647,300825407766;310,0270098938098
46;233,3333333333333;375,432;331,0263152972979;1971,8648339157917;310,2087771406133
47;238,0;349,488;331,1517448982931;336,2182511548727;310,39054438741675
48;242,66666666666663;321,144;331,2771744992883;102,68122543302701;310,5723116342202
49;247,3333333333333;295,224;331,40260410028355;1308,8913946450548;310,75407888102376
50;252,0;287,184;331,5280337012788;1966,3933249001466;310,93584612782723
51;256,6666666666667;295,968;331,653463302274;1273,4522910979445;311,1176133746307
52;261,3333333333333;302,808;331,77889290326925;839,3126356126971;311,29938062143424
53;266,0;307,488;331,9043225042645;596,1568046322524;311,4811478682377
54;270,6666666666667;312,984;332,0297521052597;362,74067325500573;311,6629151150412
55;275,3333333333333;316,872;332,15518170625495;233,57564306640555;311,8446823618447
56;280,0;321,0;332,2806113072501;127,2521914652594;312,0264496086482
57;284,6666666666667;320,016;332,40604090824536;153,513113707993;312,20821685545167
58;289,3333333333333;318,384;332,5314705092406;200,15092180983183;312,38998410225514
59;294,0;315,192;332,6569001102358;305,02273586051507;312,5717513490587
60;298,6666666666667;315,216;332,78232971123106;308,5759395236787;312,75351859586215
61;303,3333333333333;312,528;332,9077593122263;415,33458962427335;312,9352858426656
62;308,0;312,648;333,0331889132215;415,55592702772867;313,11705308946915
63;312,6666666666667;312,288;333,15861851421676;435,58271716596676;313,2988203362726
64;317,3333333333333;315,288;333,284048115212;323,85774776502456;313,4805875830761
65;322,0;314,52000000000004;333,4094777162072;356,8123683910877;313,66235482987963
66;326,6666666666667;314,472;333,5349073172024;363,39443538424945;313,8441220766831
67;331,3333333333333;313,104;333,66033691819763;422,5629874944554;314,0258893234866
68;336,0;314,544;333,78576651919286;370,245578779132;314,20765657029006
69;340,6666666666667;314,424;333,9111961201881;379,75081262667476;314,3894238170936
70;345,3333333333333;312,816;334,0366257211833;450,3149559985485;314,57119106389706
71;350,0;313,32;334,16205532217856;434,3912700527519;314,75295831070054
72;354,6666666666667;313,8;334,2874849231738;419,737038477273;314,93472555750407
73;359,3333333333333;312,696;334,412914524169;471,6243764500624;315,11649280430754
74;364,0;311,256;334,53834412516426;542,067547962572;315,298260051111
75;368,6666666666667;312,576;334,66377372615943;487,869748178018;315,48002729791455
76;373,3333333333333;311,688;334,78920332715467;533,6655951625423;315,661794544718
77;378,0;310,776;334,9146329281499;582,673599639962;315,8435617915215
78;382,6666666666667;310,896;335,04006252914513;582,9357554112693;316,02532903832497
79;387,3333333333333;313,416;335,16549213014036;473,0404079190378;316,2070962851285
80;392,0;315,84;335,2909217311356;378,338356190764;316,388863531932
81;396,6666666666667;317,688;335,41635133213083;314,2944409554654;316,57063077873545
82;401,3333333333333;321,6;335,54178093312606;194,3732555872768;316,752398025539
83;406,0;323,28;335,6672105341213;153,44298481664626;316,93416527234245
84;410,6666666666667;321,912;335,79264013511647;192,67217056060684;317,11593251914593
85;415,3333333333333;321,072;335,9180697361117;220,40578660949177;317,29769976594946
86;420,0;323,136;336,04349933710694;166,6035391374154;317,47946701275293
87;424,6666666666667;319,56;336,16892893810217;275,8565204709276;317,6612342595564
88;429,3333333333333;318,192;336,2943585390974;327,6953846780324;317,8430015063599
89;434,0;316,08;336,41978814009263;413,70698158385363;318,0247687531634
90;438,6666666666667;297,792;336,54521774108787;1501,8118852881696;318,2065359999669
91;443,3333333333333;296,232;336,6706473420831;1635,2841988573623;318,38830324677036
92;448,0;301,248;336,79607694307833;1263,6657743510182;318,5700704935739
93;452,6666666666667;301,944;336,9215065440735;1223,425964040704;318,75183774037737
94;457,3333333333333;306,12;337,04693614506874;956,4753793211592;318,93360498718084
95;462,0;322,872;337,172365746064;204,50046047119943;319,1153722339844
96;466,6666666666667;322,464;337,2977953470592;220,04148439843541;319,29713948078785
97;471,3333333333333;319,368;337,42322494805444;325,9911479248476;319,4789067275913
98;476,0;321,0;337,5486545490497;273,8579673837824;319,6606739743948
99;480,6666666666667;318,984;337,6740841500449;349,3192455357605;319,8424412211983
100;485,3333333333333;321,36;337,79951375104014;270,25761237063733;320,0242084680018
101;490,0;319,824;337,92494335203537;327,64415023359305;320,2059757148053
102;494,6666666666667;319,872;338,05037295303055;330,453243219472;320,3877429616088
103;499,3333333333333;316,392;338,1758025540258;474,53405371278023;320,5695102084123
104;504,0;318,48;338,301232155021;392,8812441432382;320,75127745521576
105;508,6666666666667;315,216;338,42666175601624;538,7348191521947;320,9330447020193
106;513,3333333333334;314,59200000000004;338,5520913570115;574,0859778363341;321,11481194882276
107;518,0;316,92;338,6775209580067;473,3897182381005;321,29657919562624
108;522,6666666666666;320,832;338,80295055900194;322,9550639940925;321,4783464424297
109;527,3333333333334;319,152;338,9283801599972;391,1052122327304;321,66011368923324
110;532,0;323,568;339,0538097609924;239,81030395364826;321,8418809360367
111;536,6666666666666;327,192;339,1792393619876;143,69390752158432;322,0236481828402
112;541,3333333333334;325,824;339,3046689629828;181,72843568952788;322,2054154296437
113;546,0;323,28;339,43009856397805;260,82568362620674;322,3871826764472
114;550,6666666666666;326,184;339,5555281649733;178,79776546667304;322,56894992325067
115;555,3333333333334;326,76;339,6809577659685;166,9511495899423;322,75071717005414
116;560,0;324,984;339,80638736696375;219,70316725632708;322,9324844168577
117;564,6666666666666;324,31199999999995;339,931816967959;243,97868211254067;323,11425166366115
118;569,3333333333334;326,904;340,0572465689542;173,00789530370588;323,2960189104646
119;574,0;325,056;340,18267616994945;228,81633195051694;323,47778615726816
120;578,6666666666666;324,984;340,3081057709447;234,8282176791006;323,65955340407163
121;583,3333333333334;327,36;340,43353537193985;170,91732712136218;323,8413206508751
122;588,0;327,744;340,5589649729351;164,22332725755246;324,02308789767864
123;592,6666666666666;324,048;340,6843945739303;276,7696244194981;324,2048551444821
124;597,3333333333334;322,272;340,80982417492555;343,65092514045455;324,3866223912856
125;602,0;323,80799999999994;340,9352537759208;293,34282190479496;324,5683896380891
126;606,6666666666666;322,992;341,060683376916;326,47731897524056;324,7501568848926
127;611,3333333333334;322,392;341,18611297791125;353,21868262649224;324,93192413169606
128;616,0;323,44800000000004;341,3115425789065;319,1061534684036;325,11369137849954
129;620,6666666666666;328,056;341,4369721799017;179,05041647930412;325,29545862530307
130;625,3333333333334;327,6;341,56240178089695;194,94866349119363;325,47722587210654
131;630,0;328,60799999999995;341,6878313818921;171,0819889787314;325,65899311891
132;634,6666666666666;331,392;341,81326098288736;108,60268047345045;325,84076036571355
133;639,3333333333334;334,8;341,9386905838826;50,960903252413786;326,022527612517
134;644,0;332,80799999999994;342,0641201848778;85,67576087690384;326,2042948593205
135;648,6666666666666;330,888;342,18954978587306;127,72502756256782;326,386062106124
136;653,3333333333334;328,44;342,3149793868683;192,51505298601995;326,5678293529275
137;658,0;327,86400000000003;342,4404089878635;212,47169898146745;326,749596599731
138;662,6666666666666;327,16799999999995;342,56583858885875;237,09343320854927;326,93136384653445
139;667,3333333333334;327,696;342,691268189854;224,85806808564604;327,113131093338
140;672,0;329,928;342,81669779084916;166,11853074384013;327,29489834014146
141;676,6666666666666;332,568;342,9421273918444;107,62251914221652;327,47666558694493
142;681,3333333333334;332,568;343,0675569928396;110,24069704588786;327,65843283374846
143;686,0;330,288;343,19298659383486;166,53867898705718;327,84020008055194
144;690,6666666666666;329,80799999999994;343,3184161948301;182,53134575752898;328,0219673273554
145;695,3333333333334;326,568;343,4438457958253;284,7941713244759;328,20373457415894
146;700,0;325,776;343,56927539682056;316,6006493470994;328,3855018209624
147;704,6666666666666;324,72;343,6947049978158;360,0394297541345;328,5672690677659
148;709,3333333333334;325,272;343,820134598811;344,03329709561086;328,74903631456937
149;714,0;324,264;343,9455641998062;387,36396935109263;328,9308035613729
150;718,6666666666666;325,75199999999995;344,07099380080143;335,585533873803;329,1125708081764
151;723,3333333333334;323,37600000000003;344,19642340179666;433,4900306300808;329,29433805497985
152;728,0;322,464;344,3218530027919;477,76573789165883;329,4761053017834
153;732,6666666666666;323,208;344,44728260378713;451,10712552353345;329,65787254858685
154;737,3333333333334;324,672;344,57271220478236;396,0383462575727;329,8396397953903
155;742,0;323,928;344,6981418057776;431,3987906321103;330,0214070421938
156;746,6666666666666;327,192;344,8235714067728;310,8723102721289;330,20317428899733
157;751,3333333333334;328,896;344,94900100776806;257,6988413554019;330,3849415358008
158;756,0;330,96;345,07443060876324;199,21715140959313;330,5667087826043
