;L, μμ;hn58,naco3-13, 73, 800.csv;Result;fail;Predict
0;4,866666666666666;352,008;411,5210908370118;3541,80798097442;418,0246706175926
1;6,083333333333333;377,088;411,7816977521738;1203,6526637191866;418,306865754353
2;7,3;407,664;412,04230466733577;19,1695517600143;418,58906089111343
3;8,516666666666667;416,88;412,3029115824978;20,949738381632628;418,8712560278738
4;9,733333333333333;425,664;412,5635184976598;171,6226155931574;419,1534511646342
5;10,95;424,08;412,82412541282184;126,69471272228269;419,43564630139457
6;12,166666666666666;426,648;413,08473232798383;183,96222994275962;419,71784143815495
7;13,383333333333333;420,264;413,3453392431458;47,86786666843425;420,0000365749153
8;14,6;420,24;413,60594615830786;44,01067037447038;420,2822317116757
9;15,816666666666666;413,376;413,86655307346985;0,24064231789073434;420,5644268484361
10;17,033333333333335;419,424;414,12715998863183;28,05651410603051;420,84662198519646
11;18,25;415,68;414,3877669037939;1,6698663749304874;421,1288171219569
12;19,466666666666665;422,496;414,64837381895586;61,58523667740912;421,4110122587173
13;20,683333333333334;426,216;414,9089807341179;127,84868467902908;421,69320739547766
14;21,9;427,896;415,1695876492799;161,96157132056175;421,97540253223804
15;23,116666666666667;430,056;415,4301945644419;213,91418463880106;422,2575976689984
16;24,33333333333333;430,872;415,6908014796039;230,46878851567658;422,5397928057588
17;25,55;432,024;415,9514083947659;258,3282009086415;422,8219879425192
18;26,766666666666666;425,496;416,21201530992795;86,19237172549188;423,10418307927955
19;27,98333333333333;430,368;416,47262222508994;193,08152350746442;423,38637821603993
20;29,2;426,504;416,7332291402519;95,46796319370257;423,6685733528003
21;30,416666666666668;429,504;416,99383605541396;156,5042019204209;423,95076848956074
22;31,633333333333333;429,576;417,25444297057595;151,82076762934972;424,2329636263211
23;32,85;432,6;417,515049885738;227,555719949774;424,5151587630815
24;34,06666666666667;431,184;417,7756568009;179,78366734485243;424,7973538998419
25;35,28333333333333;432,576;418,03626371606197;211,4039312064648;425,07954903660226
26;36,5;436,176;418,296870631224;319,6632669854277;425,36174417336264
27;37,71666666666667;432,312;418,557477546386;189,1868879269721;425,643939310123
28;38,93333333333333;435,864;418,81808446154804;290,5632365440372;425,9261344468834
29;40,15;437,52;419,07869137671;340,0818637394285;426,2083295836438
30;41,36666666666667;436,512;419,339298291872;294,9016839563419;426,49052472040415
31;42,583333333333336;433,032;419,59990520703406;180,42117052722236;426,7727198571646
32;43,8;436,056;419,86051212219604;262,2938276000944;427,05491499392497
33;45,016666666666666;436,68;420,1211190373581;274,1965387349451;427,33711013068535
34;46,23333333333333;436,584;420,38172595252007;262,51368430964175;427,6193052674457
35;47,45;442,752;420,64233286768206;488,8373807019007;427,9015004042061
36;48,66666666666666;442,416;420,9029397828441;462,8117599069757;428,1836955409665
37;49,88333333333333;446,472;421,1635466980061;640,5178085392056;428,46589067772686
38;51,1;443,016;421,4241536131681;466,20783039254775;428,74808581448724
39;52,31666666666667;451,272;421,6847605283301;875,4047395539399;429,0302809512476
40;53,53333333333333;446,208;421,9453674434921;588,6753385721182;429,312476088008
41;54,75;452,592;422,20597435865415;923,3105542765268;429,59467122476843
42;55,96666666666667;447,648;422,46658127381613;634,1038490634048;429,8768663615288
43;57,18333333333333;453,264;422,7271881889781;932,4968755817661;430,1590614982892
44;58,4;446,952;422,98779510414016;574,2831162907526;430,44125663504957
45;59,61666666666667;450,216;423,24840201930215;727,2513408485393;430,72345177180995
46;60,833333333333336;452,328;423,5090089344642;830,5342460354314;431,0056469085703
47;62,05;455,472;423,7696158496262;1005,0411608178721;431,2878420453307
48;63,266666666666666;462,96;424,03022276478816;1515,527555583216;431,5700371820911
49;64,48333333333333;465,264;424,2908296799502;1678,80068607581;431,85223231885146
50;65,7;464,016;424,5514365951122;1557,4517647384114;432,13442745561184
51;66,91666666666667;458,112;424,81204351027424;1108,8871022176306;432,4166225923723
52;68,13333333333334;457,728;425,0726504254362;1066,3718558369633;432,69881772913266
53;69,35;448,8;425,3332573405982;550,6880110425884;432,98101286589304
54;70,56666666666666;444,408;425,59386425576025;353,97170380268034;433,2632080026534
