;L, μμ;hn58,naco3-12,73,1000.csv;Result;fail;Predict
239;295,65;599,304;554,8463948;1976,478656;611,6115657
240;296,8666667;596,832;555,0338832;1747,082565;611,7702792
241;298,0833333;602,52;555,2213716;2237,160247;611,9289928
242;299,3;604,68;555,40886;2427,645237;612,0877063
243;300,5166667;600,024;555,5963484;1973,816228;612,2464199
244;301,7333333;605,592;555,7838368;2480,853124;612,4051334
245;302,95;609,768;555,9713252;2894,082224;612,563847
246;304,1666667;609,336;556,1588135;2827,81316;612,7225605
247;305,3833333;617,832;556,3463019;3780,491068;612,8812741
248;306,6;619,08;556,5337903;3912,028347;613,0399876
249;307,8166667;617,256;556,7212787;3664,452484;613,1987012
250;309,0333333;619,584;556,9087671;3928,184822;613,3574147
251;310,25;622,968;557,0962555;4339,086728;613,5161283
252;311,4666667;620,376;557,2837438;3980,632786;613,6748418
253;312,6833333;630,96;557,4712322;5400,598988;613,8335554
254;313,9;634,416;557,6587206;5891,679938;613,9922689
255;315,1166667;629,616;557,846209;5150,9029;614,1509825
256;316,3333333;631,416;558,0336974;5384,962337;614,309696
257;317,55;636,24;558,2211858;6086,935374;614,4684096
258;318,7666667;631,968;558,4086742;5410,974419;614,6271231
259;319,9833333;634,584;558,5961625;5774,151442;614,7858367
260;321,2;643,56;558,7836509;7187,029363;614,9445502
261;322,4166667;635,808;558,9711393;5903,903161;615,1032638
262;323,6333333;632,736;559,1586277;5413,629715;615,2619773
263;324,85;637,344;559,3461161;6083,669896;615,4206909
264;326,0666667;634,128;559,5336045;5564,323846;615,5794044
265;327,2833333;628,896;559,7210928;4785,16778;615,738118
266;328,5;638,424;559,9085812;6164,670984;615,8968315
267;329,7166667;636,696;560,0960696;5867,549335;616,0555451
268;330,9333333;626,688;560,283558;4409,549917;616,2142586
269;332,15;632,136;560,4710464;5135,865576;616,3729722
270;333,3666667;633,12;560,6585348;5250,663943;616,5316857
271;334,5833333;626,808;560,8460232;4350,982389;616,6903993
272;335,8;629,064;561,0335115;4628,14736;616,8491128
273;337,0166667;637,176;561,2209999;5769,162036;617,0078264
274;338,2333333;630,888;561,4084883;4827,402545;617,1665399
275;339,45;612,72;561,5959767;2613,665759;617,3252535
276;340,6666667;566,304;561,7834651;20,43523597;617,483967
277;341,8833333;489,456;561,9709535;5258,418476;617,6426806
278;343,1;417,912;562,1584418;20807,03599;617,8013941
279;344,3166667;355,704;562,3459302;42700,88733;617,9601077
280;345,5333333;337,344;562,5334186;50710,27426;618,1188212
281;346,75;374,664;562,720907;35365,40027;618,2775348
282;347,9666667;439,776;562,9083954;15161,58679;618,4362483
283;349,1833333;507,336;563,0958838;3109,164638;618,5949619
284;350,4;570,12;563,2833722;46,73948028;618,7536754
285;351,6166667;599,136;563,4708605;1272,002173;618,912389
286;352,8333333;609,96;563,6583489;2143,842892;619,0711025
287;354,05;626,328;563,8458373;3904,020654;619,2298161
288;355,2666667;630,072;564,0333257;4361,106504;619,3885296
289;356,4833333;636,024;564,2208141;5155,697508;619,5472432
290;357,7;651,912;564,4083025;7656,897083;619,7059567
291;358,9166667;649,704;564,5957908;7243,407265;619,8646703
292;360,1333333;644,28;564,7832792;6319,728613;620,0233838
293;361,35;652,416;564,9707676;7646,668666;620,1820974
294;362,5666667;650,112;565,158256;7217,138619;620,3408109
295;363,7833333;633,264;565,3457444;4612,889446;620,4995245
296;365;637,488;565,5332328;5177,488527;620,658238
297;366,2166667;638,4;565,7207212;5282,277573;620,8169516
298;367,4333333;627,36;565,9082095;3776,322551;620,9756651
299;368,65;633,36;566,0956979;4524,486334;621,1343787
300;369,8666667;648,96;566,2831863;6835,455522;621,2930922
301;371,0833333;648,384;566,4706747;6709,792863;621,4518058
302;372,3;654,672;566,6581631;7746,43549;621,6105194
303;373,5166667;664,392;566,8456515;9515,290113;621,7692329
304;374,7333333;654,96;567,0331398;7731,132736;621,9279465
305;375,95;655,464;567,2206282;7786,892661;622,08666
306;377,1666667;665,4;567,4081166;9602,409209;622,2453736
307;378,3833333;659,328;567,595605;8414,832292;622,4040871
308;379,6;657,192;567,7830934;7993,952582;622,5628007
309;380,8166667;668,424;567,9705818;10090,88923;622,7215142
310;382,0333333;663,12;568,1580702;9017,76812;622,8802278
311;383,25;654,912;568,3455585;7493,748787;623,0389413
312;384,4666667;666,72;568,5330469;9640,677754;623,1976549
313;385,6833333;665,592;568,7205353;9384,080671;623,3563684
314;386,9;661,056;568,9080237;8491,249537;623,515082
315;388,1166667;667,104;569,0955121;9605,663704;623,6737955
316;389,3333333;663,504;569,2830005;8877,596754;623,8325091
317;390,55;638,904;569,4704888;4821,012471;623,9912226
318;391,7666667;631,152;569,6579772;3781,514836;624,1499362
319;392,9833333;629,064;569,8454656;3506,834814;624,3086497
320;394,2;625,344;570,032954;3059,311809;624,4673633
321;395,4166667;637,944;570,2204424;4586,480256;624,6260768
322;396,6333333;657,648;570,4079308;7610,829679;624,7847904
323;397,85;662,808;570,5954192;8503,160066;624,9435039
324;399,0666667;672,024;570,7829075;10249,7588;625,1022175
325;400,2833333;683,952;570,9703959;12764,84286;625,260931
326;401,5;676,896;571,1578843;11180,54911;625,4196446
327;402,7166667;680,376;571,3453727;11887,67769;625,5783581
328;403,9333333;685,92;571,5328611;13084,41755;625,7370717
329;405,15;673,128;571,7203495;10283,51159;625,8957852
330;406,3666667;663,456;571,9078378;8381,065993;626,0544988
331;407,5833333;654,552;572,0953262;6799,103049;626,2132123
332;408,8;580,608;572,2828146;69,30871164;626,3719259
333;410,0166667;500,472;572,470303;5183,755635;626,5306394
334;411,2333333;453,264;572,6577914;14254,87742;626,689353
335;412,45;406,416;572,8452798;27698,70517;626,8480665
336;413,6666667;361,224;573,0327682;44862,95427;627,0067801
337;414,8833333;406,728;573,2202565;27719,67149;627,1654936
338;416,1;481,296;573,4077449;8484,573553;627,3242072
339;417,3166667;529,104;573,5952333;1979,469842;627,4829207
340;418,5333333;576,72;573,7827217;8,627603838;627,6416343
341;419,75;635,424;573,9702101;3776,568296;627,8003478
342;420,9666667;652,2;574,1576985;6090,600829;627,9590614
343;422,1833333;658,056;574,3451868;7007,500238;628,1177749
344;423,4;671,52;574,5326752;9406,541165;628,2764885
345;424,6166667;670,152;574,7201636;9107,235395;628,435202
346;425,8333333;667,584;574,907652;8588,905478;628,5939156
347;427,05;681,024;575,0951404;11220,9233;628,7526291
348;428,2666667;676,944;575,2826288;10335,0344;628,9113427
349;429,4833333;667,848;575,4701172;8533,673239;629,0700562
350;430,7;674,448;575,6576055;9759,542037;629,2287698
351;431,9166667;679,056;575,8450939;10652,49113;629,3874833
352;433,1333333;668,184;576,0325823;8491,883782;629,5461969
353;434,35;675,48;576,2200707;9852,533565;629,7049104
354;435,5666667;678,888;576,4075591;10502,24077;629,863624
355;436,7833333;667,344;576,5950475;8235,372386;630,0223375
356;438;666,504;576,7825358;8049,941129;630,1810511
357;439,2166667;669,768;576,9700242;8611,464306;630,3397646
358;440,4333333;659,136;577,1575126;6720,472393;630,4984782
359;441,65;654,648;577,345001;5975,753654;630,6571917
360;442,8666667;664,272;577,5324894;7523,742701;630,8159053
361;444,0833333;657,12;577,7199778;6304,36353;630,9746188
362;445,3;649,464;577,9074662;5120,337536;631,1333324
363;446,5166667;654,384;578,0949545;5820,018457;631,2920459
364;447,7333333;658,2;578,2824429;6386,815929;631,4507595
365;448,95;650,184;578,4699313;5142,907648;631,609473
366;450,1666667;647,928;578,6574197;4798,413296;631,7681866
367;451,3833333;658,272;578,8449081;6308,662931;631,9269002
368;452,6;659,808;579,0323965;6524,698126;632,0856137
369;453,8166667;664,704;579,2198849;7307,533943;632,2443273
370;455,0333333;675,864;579,4073732;9303,880847;632,4030408
371;456,25;674,928;579,5948616;9088,407274;632,5617544
372;457,4666667;675,72;579,78235;9204,032687;632,7204679
373;458,6833333;682,632;579,9698384;10539,51943;632,8791815
374;459,9;672,24;580,1573268;8479,218709;633,037895
375;461,1166667;660,696;580,3448152;6456,312906;633,1966086
376;462,3333333;670,728;580,5323035;8135,263659;633,3553221
377;463,55;666,192;580,7197919;7305,498353;633,5140357
378;464,7666667;659,304;580,9072803;6146,045658;633,6727492
379;465,9833333;673,08;581,0947687;8461,282778;633,8314628
380;467,2;678,744;581,2822571;9498,791333;633,9901763
381;468,4166667;668,328;581,4697455;7544,356381;634,1488899
382;469,6333333;676,152;581,6572339;8929,26083;634,3076034
383;470,85;682,704;581,8447222;10172,59391;634,466317
384;472,0666667;677,064;582,0322106;9031,040993;634,6250305
385;473,2833333;686,856;582,219699;10948,75549;634,7837441
386;474,5;685,944;582,4071874;10719,87157;634,9424576
387;475,7166667;634,296;582,5946758;2673,026927;635,1011712
388;476,9333333;567,264;582,7821642;240,8134188;635,2598847
389;478,15;486,672;582,9696525;9273,237885;635,4185983
390;479,3666667;382,104;583,1571409;40422,36548;635,5773118
391;480,5833333;301,08;583,3446293;79673,32096;635,7360254
392;481,8;301,032;583,5321177;79806,3165;635,8947389
393;483,0166667;345,96;583,7196061;56529,63028;636,0534525
394;484,2333333;419,688;583,9070945;26967,91099;636,212166
395;485,45;507,312;584,0945829;5895,565029;636,3708796
396;486,6666667;598,752;584,2820712;209,3788385;636,5295931
397;487,8833333;649,056;584,4695596;4171,408281;636,6883067
398;489,1;659,496;584,657048;5600,868736;636,8470202
399;490,3166667;659,712;584,8445364;5605,137108;637,0057338
400;491,5333333;671,208;585,0320248;7426,298706;637,1644473
401;492,75;671,232;585,2195132;7398,147893;637,3231609
402;493,9666667;663,24;585,4070015;6057,975649;637,4818744
403;495,1833333;667,944;585,5944899;6781,441809;637,640588
404;496,4;672,336;585,7819783;7491,59867;637,7993015
405;497,6166667;663,576;585,9694667;6022,774011;637,9580151
406;498,8333333;660,168;586,1569551;5477,63477;638,1167286
407;500,05;668,016;586,3444435;6670,243147;638,2754422
408;501,2666667;664,44;586,5319319;6069,667083;638,4341557
409;502,4833333;665,52;586,7194202;6209,531371;638,5928693
410;503,7;678,768;586,9069086;8438,460109;638,7515828
411;504,9166667;679,8;587,094397;8594,328827;638,9102964
412;506,1333333;669,648;587,2818854;6784,176836;639,0690099
413;507,35;674,976;587,4693738;7657,409633;639,2277235
414;508,5666667;670,944;587,6568622;6936,74733;639,386437
415;509,7833333;663;587,8443505;5648,371645;639,5451506
416;511;672,84;588,0318389;7192,424184;639,7038641
417;512,2166667;681,192;588,2193273;8643,917867;639,8625777
418;513,4333333;680,976;588,4068157;8569,053882;640,0212912
419;514,65;688,296;588,5943041;9940,428169;640,1800048
420;515,8666667;680,232;588,7817925;8363,140458;640,3387183
421;517,0833333;672,48;588,9692809;6974,040213;640,4974319
422;518,3;675,912;589,1567692;7526,470065;640,6561454
423;519,5166667;678,624;589,3442576;7970,872399;640,814859
424;520,7333333;668,592;589,531746;6250,523762;640,9735725
425;521,95;681,576;589,7192344;8437,665388;641,1322861
426;523,1666667;684,96;589,9067228;9035,125511;641,2909996
427;524,3833333;680,376;590,0942112;8150,801396;641,4497132
428;525,6;684,408;590,2816995;8859,760438;641,6084267
429;526,8166667;698,52;590,4691879;11674,97799;641,7671403
430;528,0333333;692,016;590,6566763;10273,7125;641,9258538
431;529,25;693,072;590,8441647;10450,53031;642,0845674
432;530,4666667;702,552;591,0316531;12436,78778;642,243281
433;531,6833333;695,664;591,2191415;10908,72847;642,4019945
434;532,9;696,816;591,4066299;11111,13532;642,5607081
435;534,1166667;705,84;591,5941182;13052,1215;642,7194216
436;535,3333333;700,08;591,7816066;11728,54201;642,8781352
437;536,55;685,128;591,969095;8678,58158;643,0368487
438;537,7666667;695,064;592,1565834;10589,93639;643,1955623
439;538,9833333;688,872;592,3440718;9317,640927;643,3542758
440;540,2;679,824;592,5315602;7619,970053;643,5129894
441;541,4166667;689,256;592,7190485;9319,382996;643,6717029
442;542,6333333;653,736;592,9065369;3700,223578;643,8304165
443;543,85;577,656;593,0940253;238,3326256;643,98913
444;545,0666667;543,768;593,2815137;2451,588039;644,1478436
445;546,2833333;474,48;593,4690021;14158,38262;644,3065571
446;547,5;393,48;593,6564905;40070,62734;644,4652707
447;548,7166667;420,192;593,8439789;30155,00976;644,6239842
448;549,9333333;470,304;594,0314672;15308,48615;644,7826978
449;551,15;493,512;594,2189556;10141,89091;644,9414113
450;552,3666667;565,104;594,406444;858,6332247;645,1001249
451;553,5833333;641,16;594,5939324;2168,398653;645,2588384
452;554,8;651,96;594,7814208;3269,389922;645,417552
453;556,0166667;669,12;594,9689092;5498,384273;645,5762655
454;557,2333333;683,592;595,1563975;7820,855782;645,7349791
455;558,45;678,432;595,3438859;6903,6347;645,8936926
456;559,6666667;674,592;595,5313743;6250,582534;646,0524062
457;560,8833333;686,04;595,7188627;8157,907843;646,2111197
458;562,1;686,856;595,9063511;8271,838638;646,3698333
459;563,3166667;669,624;596,0938395;5406,684508;646,5285468
460;564,5333333;665,424;596,2813279;4780,709112;646,6872604
461;565,75;669,216;596,4688162;5292,152745;646,8459739
462;566,9666667;658,032;596,6563046;3766,975983;647,0046875
463;568,1833333;661,848;596,843793;4225,546927;647,163401
464;569,4;681,864;597,0312814;7196,590147;647,3221146
465;570,6166667;696,024;597,2187698;9762,47352;647,4808281
466;571,8333333;692,88;597,4062582;9115,235381;647,6395417
467;573,05;707,28;597,5937465;12031,0742;647,7982552
468;574,2666667;707,064;597,7812349;11942,72274;647,9569688
469;575,4833333;694,992;597,9687233;9413,516219;648,1156823
470;576,7;695,208;598,1562117;9419,049613;648,2743959
471;577,9166667;699,984;598,3437001;10330,75057;648,4331094
472;579,1333333;686,256;598,5311885;7695,642558;648,591823
473;580,35;685,752;598,7186769;7574,799338;648,7505365
474;581,5666667;695,328;598,9061652;9297,170219;648,9092501
475;582,7833333;694,584;599,0936536;9118,406251;649,0679636
476;584;694,752;599,281142;9114,684726;649,2266772
