;L, μμ;vt41, naco3+tib2, 280, 2000.csv;Result;fail;Predict
0;18,666666666666668;19,87;21,327728406430044;2,1249721069130723;22,824380761042065
1;23,33333333333333;21,86;21,41194529238488;0,20075302101607168;22,88313014626538
2;28,0;22,57;21,49616217833971;1,153127667228119;22,94187953148869
3;32,666666666666664;22,72;21,580379064294544;1,2987358770981772;23,000628916712007
4;37,333333333333336;22,72;21,664595950249378;1,1138777082300106;23,05937830193532
5;42,0;22,75;21,748812836204213;1,0023757369494528;23,118127687158633
6;46,66666666666666;22,85;21,833029722159043;1,0342285460119152;23,176877072381945
7;51,333333333333336;22,85;21,917246608113878;0,8700288900750682;23,23562645760526
8;56,0;22,95;22,001463494068712;0,8997215030843343;23,294375842828572
9;60,66666666666666;23,01;22,085680380023543;0,8543667598734243;23,353125228051887
10;65,33333333333333;23,12;22,169897265978378;0,9026952051953634;23,4118746132752
11;70,0;23,17;22,254114151933212;0,8388468866890223;23,470623998498514
12;74,66666666666667;23,28;22,338331037888047;0,8867404342050056;23,529373383721826
13;79,33333333333333;23,37;22,422547923842878;0,8976654366144436;23,58812276894514
14;84,0;23,5;22,506764809797712;0,9865161430561752;23,646872154168452
15;88,66666666666667;23,52;22,590981695752546;0,8630750096268134;23,705621539391768
16;93,33333333333331;23,49;22,675198581707377;0,6639013512516669;23,76437092461508
17;98,0;23,46;22,759415467662212;0,4908186869509586;23,823120309838394
18;102,66666666666669;23,42;22,843632353617046;0,3321996637970276;23,881869695061706
19;107,33333333333331;23,42;22,92784923957188;0,24221237098997775;23,94061908028502
20;112,0;23,48;23,01206612552671;0,21896211087958362;23,999368465508333
21;116,66666666666669;23,58;23,096283011481546;0,23398212498136045;24,058117850731648
22;121,33333333333331;23,7;23,18049989743638;0,2698803565636104;24,11686723595496
23;126,0;23,82;23,264716783391215;0,3083394506473992;24,175616621178275
24;130,66666666666666;23,92;23,348933669346046;0,32611675400657325;24,234366006401586
25;135,33333333333334;24,0;23,43315055530088;0,32131829295570036;24,2931153916249
26;140,0;24,06;23,517367441255715;0,29445009380936876;24,351864776848213
27;144,66666666666666;24,11;23,601584327210546;0,2584864963379529;24,41061416207153
28;149,33333333333334;24,16;23,68580121316538;0,2248644894354254;24,46936354729484
29;154,0;24,21;23,770018099120215;0,19358407310179007;24,528112932518155
30;158,66666666666666;24,25;23,85423498507505;0,15662994703854666;24,586862317741467
31;163,33333333333334;24,3;23,938451871029883;0,13071704956179253;24,645611702964782
32;168,0;24,35;24,022668756984714;0,1071457426539329;24,704361088188094
33;172,66666666666666;24,41;24,10688564293955;0,09187831345617077;24,76311047341141
34;177,33333333333334;24,45;24,191102528894383;0,06702790054488328;24,82185985863472
35;182,0;24,51;24,275319414849214;0,05507497704671597;24,880609243858036
36;186,66666666666663;24,53;24,35953630080405;0,029057872743568178;24,939358629081347
37;191,3333333333333;24,54;24,443753186758883;0,009263449059070273;24,998108014304663
38;196,0;24,56;24,527970072713714;0,0010259162419646872;25,056857399527974
39;200,66666666666663;24,58;24,61218695866855;0,0010360003083309554;25,11560678475129
40;205,3333333333333;24,63;24,696403844623383;0,00440947058076651;25,1743561699746
41;210,0;24,7;24,780620730578217;0,006499702198965624;25,233105555197916
42;214,66666666666663;24,76;24,86483761653305;0,010990925840330144;25,291854940421228
43;219,3333333333333;24,79;24,949054502487883;0,025298334761668154;25,350604325644543
44;224,0;24,77;25,033271388442717;0,0693118239725563;25,409353710867855
45;228,66666666666663;24,72;25,11748827439755;0,1579969282835442;25,46810309609117
46;233,3333333333333;24,02;25,201705160352383;1,3964270860034511;25,52685248131448
47;238,0;24,02;25,285922046307217;1,6025586273266526;25,585601866537797
48;242,66666666666663;24,37;25,37013893226205;1,0002778838262743;25,64435125176111
49;247,3333333333333;24,68;25,454355818216882;0,5996269332063378;25,703100636984423
50;252,0;25,04;25,538572704171717;0,24857474134509905;25,761850022207735
51;256,6666666666667;26,05;25,62278959012655;0,18250873430424072;25,82059940743105
52;261,3333333333333;26,42;25,707006476081382;0,5083597651498911;25,879348792654362
53;266,0;26,54;25,79122336203622;0,5606664535603402;25,938098177877677
54;270,6666666666667;26,8;25,87544024799105;0,8548107350348505;25,996847563100992
55;275,3333333333333;26,93;25,959657133945885;0,9415652777021127;26,055596948324304
56;280,0;27,12;26,04387401990072;1,1580471250446382;26,114346333547616
57;284,6666666666667;27,18;26,12809090585555;1,106512742343795;26,17309571877093
58;289,3333333333333;27,27;26,212307791810385;1,1187128072650223;26,231845103994242
59;294,0;27,28;26,29652467776522;0,9672237094448071;26,290594489217558
60;298,6666666666667;27,4;26,38074156372005;1,0388877599278448;26,349343874440873
61;303,3333333333333;27,47;26,464958449674885;1,0101085178799083;26,408093259664184
62;308,0;27,6;26,54917533562972;1,1042324752489157;26,4668426448875
63;312,6666666666667;27,63;26,633392221584554;0,9932270639981687;26,52559203011081
64;317,3333333333333;27,63;26,717609107539385;0,8324571406450759;26,584341415334123
65;322,0;27,71;26,80182599349422;0,8247800260927632;26,643090800557438
66;326,6666666666667;27,7;26,886042879449054;0,6625261940955864;26,701840185780753
67;331,3333333333333;27,71;26,97025976540389;0,5472156146803117;26,760589571004065
68;336,0;27,72;27,05447665135872;0,44292132758670233;26,819338956227377
69;340,6666666666667;27,74;27,138693537313554;0,3615694620684849;26,87808834145069
70;345,3333333333333;27,71;27,222910423268388;0,2372562557605817;26,936837726674007
71;350,0;27,75;27,30712730922322;0,19613622023586633;26,99558711189732
72;354,6666666666667;27,8;27,391344195178053;0,16699956681467348;27,054336497120634
73;359,3333333333333;27,87;27,475561081132888;0,15558206071705705;27,113085882343945
74;364,0;27,91;27,55977796708772;0,1226554723372111;27,17183526756726
75;368,6666666666667;27,96;27,643994853042557;0,09985925290359583;27,230584652790572
76;373,3333333333333;28,02;27,728211738997388;0,08514038925892836;27,289334038013884
77;378,0;28,08;27,812428624952222;0,0715944407449577;27,3480834232372
78;382,6666666666667;28,11;27,896645510907057;0,04552013801611067;27,406832808460514
79;387,3333333333333;28,21;27,980862396861887;0,05250404117187955;27,465582193683826
80;392,0;28,31;28,065079282816722;0,059986157705570656;27,52433157890714
81;396,6666666666667;28,38;28,149296168771556;0,05322425774348174;27,583080964130453
82;401,3333333333333;28,45;28,233513054726387;0,04686659747389988;27,641830349353768
83;406,0;28,54;28,31772994068122;0,04940397926957283;27,70057973457708
84;410,6666666666667;28,61;28,401946826636056;0,043286122946807025;27,759329119800395
85;415,3333333333333;28,58;28,486163712590887;0,008805248834725322;27,818078505023706
86;420,0;28,6;28,57038059854572;0,0008773089425097971;27,87682789024702
87;424,6666666666667;28,61;28,654597484500556;0,001988935623777383;27,935577275470333
88;429,3333333333333;28,7;28,73881437045539;0,0015065553538483418;27,99432666069365
89;434,0;28,72;28,823031256410225;0,010615439797469744;28,05307604591696
90;438,6666666666667;28,76;28,907248142365056;0,02168201542995928;28,111825431140275
91;443,3333333333333;28,8;28,99146502831989;0,0366588570695361;28,170574816363587
92;448,0;28,84;29,075681914274725;0,05554596471619875;28,229324201586902
93;452,6666666666667;28,76;29,159898800229556;0,15991905042503676;28,288073586810214
94;457,3333333333333;28,7;29,24411568618439;0,2960618799519104;28,34682297203353
95;462,0;28,81;29,328332572139225;0,2686686553404657;28,40557235725684
96;466,6666666666667;27,26;29,412549458094055;4,633469169541005;28,464321742480156
97;476,0;26,15;29,580983230003724;11,7716459245668;28,581820512926782
98;480,6666666666667;26,33;29,66520011595856;11,123559813489996;28,640569898150094
99;485,3333333333333;26,52;29,749417001913393;10,429134172247291;28,69931928337341
100;490,0;26,57;29,833633887868224;10,651306154041858;28,75806866859672
101;494,6666666666667;28,28;29,91785077382306;2,682555157312788;28,816818053820036
102;499,3333333333333;29,56;30,002067659777893;0,19542381582150412;28,875567439043348
103;504,0;29,5;30,086284545732724;0,34372956856502646;28,934316824266663
104;508,6666666666667;29,45;30,17050143168756;0,5191223130638224;28,993066209489974
105;513,3333333333334;29,45;30,254718317642393;0,6475715707492042;29,05181559471329
106;518,0;29,35;30,338935203597224;0,9779928369138795;29,1105649799366
107;522,6666666666666;29,29;30,423152089552058;1,2840336580561977;29,169314365159916
108;527,3333333333334;29,27;30,507368975506893;1,531081981546978;29,228063750383228
109;532,0;29,27;30,591585861461727;1,7465891892155365;29,286813135606543
110;536,6666666666666;29,24;30,67580274741656;2,061529529488951;29,345562520829855
111;541,3333333333334;29,29;30,760019633371392;2,1609577224973657;29,40431190605317
112;546,0;29,36;30,844236519326227;2,2029580453016346;29,46306129127648
113;550,6666666666666;29,44;30,92845340528106;2,2154935396927837;29,521810676499797
114;555,3333333333334;29,49;31,012670291235892;2,3185248158124017;29,580560061723112
115;560,0;29,5;31,096887177190727;2,5500486566761675;29,639309446946424
116;564,6666666666666;29,55;31,18110406314556;2,6605004648099566;29,698058832169735
117;569,3333333333334;29,48;31,265320949100396;3,187370891296736;29,75680821739305
118;574,0;29,45;31,34953783505523;3,608243986806313;29,815557602616366
119;578,6666666666666;29,41;31,43375472101006;4,095583170810509;29,874306987839677
120;583,3333333333334;29,41;31,517971606964895;4,443544295770163;29,93305637306299
121;588,0;29,45;31,60218849291973;4,631915309056101;29,991805758286304
